Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
4.5,32,301,15,2.2,5606,15,9.3,36992,6667,30,563,4233
13.5,84,692,13,9.6,15550,19,21.1,108792,19078,42,1184,13043
6.5,58,372,30,0.3,7816,8,5.7,55652,7436,30,821,6134
7,50,471,58,1.3,8286,19,11.2,61208,7916,16,817,6158
7.5,57,420,192,3.2,9103,19,12.1,72507,10160,20,1094,6195
4,33,258,95,0.7,4989,19,3.6,35166,5642,24,582,3782
5.5,49,361,36,2.4,6703,6,11.6,50167,7300,14,430,4747
6.5,52,332,116,3.2,7820,17,13.2,61880,8115,32,681,5980
3,21,205,43,0.2,3730,6,7.1,27164,4180,6,443,2721
8,49,555,103,1.8,9030,12,8.5,70226,10118,25,921,6436
6,33,317,137,2,7200,10,15.3,56473,6879,25,613,4972
4,25,234,50,1.5,4715,12,9.2,38411,4407,13,502,3752
2.5,15,153,53,1,2919,13,5.7,23828,3043,6,241,2439
11,77,634,26,5.8,13157,17,23.5,101893,12766,50,1236,9683
10,80,668,52,7.5,11952,17,13.3,92916,12404,36,1257,9824
6,33,328,13,4.7,7067,9,16.3,49096,8573,39,727,5699
6,43,348,162,2.3,7145,17,4.8,53222,7503,24,606,4962
10.5,90,662,100,0.6,11666,10,8.7,103905,12224,69,774,9253
3,26,176,20,0.5,3513,12,5.6,26582,4413,12,258,2429
9,71,628,184,7.5,11262,11,15,74157,13403,25,1017,8023
6,58,393,99,2.5,6688,18,11.9,56163,7200,35,789,5156
12.5,110,767,199,12.3,14358,19,28.5,122094,16818,40,1502,10681
4,40,204,29,3.5,4784,17,5.5,39186,5081,10,572,3880
6.5,61,333,121,3.9,7626,13,15.4,59643,9639,34,686,5721
8,41,530,189,0.7,9937,12,5.5,79828,9482,22,1196,7250
9.5,93,564,42,4.4,11623,13,12.2,89842,12460,50,1354,8932
5.5,51,293,110,2.8,7141,9,8.3,48084,8051,29,519,5329
7.5,70,470,198,1.5,9553,8,16.1,69631,9597,30,864,6645
7,61,413,123,2.2,8407,14,11.9,69867,8018,32,904,6943
7,61,467,167,7,7935,6,10.4,56312,8720,22,619,6394
1,7,60,19,0.9,1237,8,2.8,8524,1300,5,121,850
16.5,114,1134,236,10,20054,12,30.3,137358,19142,95,2108,14529
6.5,54,433,97,5.6,7737,17,8.5,54256,7671,38,539,6056
13,113,847,121,4,16475,19,28.8,114599,15611,52,1410,11238
1,6,63,25,0.5,1163,5,1.5,9998,1285,6,118,816
0.5,3,33,4,0.1,644,13,0.5,4449,566,2,42,401
2.5,20,126,26,1.5,2903,19,4.6,22092,2940,9,320,2097
3,15,203,37,1.5,3356,4,3.5,25093,3688,18,249,2595
2,13,102,18,0.4,2203,4,5.4,16498,2201,12,232,1789
2.5,17,141,70,1.4,2899,7,3.4,22854,3276,12,274,2460
8,46,547,127,2.9,10214,11,11.6,67634,10357,52,560,7461
8.5,65,523,169,5.4,10269,6,12.3,68585,11689,54,599,7282
4,35,260,98,0.6,5079,16,9.1,38069,4680,19,391,3228
8,42,440,220,7.8,9283,10,14.3,67732,11465,44,994,7566
2,15,115,12,0.8,2448,6,2.6,19390,2555,10,258,1648
15.5,151,814,33,10.3,17450,10,11.4,152133,20318,54,2319,12985
13,99,668,365,3.3,15861,16,29,117567,17444,64,1399,11685
2.5,13,130,50,0.7,2763,10,4.4,21883,3682,6,267,2438
3.5,20,203,15,0.1,4366,10,5.4,31191,4338,19,396,2914
1,8,67,23,0.5,1278,15,1.4,9504,1395,2,104,958
9,74,535,216,6.6,11687,15,18.4,84190,12018,51,1300,8825
4.5,34,262,100,1.1,5213,7,9,40364,6573,28,637,4078
0.5,4,27,2,0.1,558,16,1.2,4132,716,3,63,456
9.5,64,630,4,8.3,10547,8,20,78325,11976,64,866,8398
0.5,3,31,7,0.1,597,7,0.5,4744,553,2,72,447
3.5,26,178,63,1.5,4105,4,7.4,28443,4047,23,414,2907
2,12,127,57,1,2572,7,2.6,19661,2873,5,296,1859
5.5,54,368,109,0.2,6994,14,4.2,49068,7358,22,428,5277
1.5,10,94,34,1.4,1784,13,1.8,12022,1887,3,201,1333
4,29,274,75,1.6,4800,18,4.7,38050,5800,25,360,3472
8,65,461,187,7.7,9870,20,23.9,71124,10890,47,1006,6564
9.5,55,484,271,0.2,11239,15,22.7,81023,12476,50,1247,8566
4.5,38,238,121,4.3,5550,16,4.8,42027,6506,24,539,3894
6.5,44,374,184,3.9,7417,13,11.9,62731,8514,44,872,6342
11,100,721,222,5.8,12296,15,32.3,91106,15983,59,875,10433
2.5,14,132,18,1.7,3144,5,5.3,23482,3506,16,325,2290
10.5,71,631,131,10.4,12224,19,27.1,99216,12548,30,888,10012
3,21,193,21,1.5,3713,5,5.6,28962,3771,13,287,2835
4,39,259,101,0.3,4505,8,9,35635,4837,10,558,3557
5.5,31,296,90,0.4,6644,17,12.6,47249,6512,21,557,4791
12,109,653,286,10.9,13695,7,13.1,112314,17548,50,1164,9954
7,40,368,159,4.4,8127,8,6.3,65494,9039,18,687,6805
10,66,541,168,9.2,11682,18,16.2,87259,11041,55,900,8268
10.5,99,709,297,0.2,12712,14,9.1,97404,15515,27,1204,9508
7,36,473,92,2.3,7888,15,3.5,58772,7734,15,903,6569
2.5,19,169,39,1.9,2978,9,7.3,20606,2954,13,258,2174
16,94,969,270,4.8,20183,8,27.3,138822,23004,90,1987,13590
12,110,619,98,2.4,14711,13,34.3,109255,14063,33,1148,11467
3.5,22,210,14,2.5,4007,16,5.4,34104,5055,15,439,3290
7.5,40,432,78,0.6,9335,15,9.6,63386,9171,18,599,6333
5,48,254,7,4.7,5794,7,11.8,43377,6742,35,396,4406
2.5,20,156,58,1.3,2982,8,4.9,20265,3741,8,273,2156
1.5,10,81,19,1.1,1699,7,2.7,13157,2003,5,106,1215
6,39,301,85,2.8,7596,12,13.2,57236,7037,24,551,5227
13,106,825,301,4.9,15287,19,8.1,110577,16960,43,1754,12373
4.5,25,280,112,3.9,5484,16,4.6,43847,5565,21,549,3804
1.5,8,81,14,1.5,1810,10,1.9,14990,2078,7,121,1406
6.5,45,423,2,2.1,7336,18,11.8,57778,8361,13,609,6482
10,91,529,265,7.2,12995,9,14.1,84817,14547,27,741,9968
9,69,557,219,3.1,10133,4,16.8,75236,12184,40,1124,7237
1.5,10,93,30,0.1,1795,6,1.4,13732,1722,6,221,1305
4.5,24,278,90,3.3,5805,10,2.8,39627,6126,18,643,4467
2,14,124,32,1.1,2274,12,3,16722,2673,6,239,1708
2.5,18,129,62,0.4,2994,7,6.6,24733,3070,10,278,2078
8.5,64,557,26,0.8,10971,18,19.5,69191,12371,51,1260,7897
11.5,62,676,68,1.4,13764,9,21.5,93434,17087,28,1349,10208
7.5,46,451,36,1.6,8611,7,20.2,63420,9601,37,836,6942
6.5,54,454,18,5,7755,4,15.9,55594,8365,32,493,5644
8.5,59,470,211,0.4,9388,13,7.4,83542,10991,17,877,6800
5,42,342,70,4.2,6099,16,13.8,46808,7389,29,672,4307
1.5,8,96,10,0.4,1759,13,1,13223,2009,4,128,1430
8,68,558,209,2.7,9724,16,4.6,66734,10041,38,643,7693
4.5,38,248,33,4.3,5761,13,8.3,38155,5326,30,474,4127
11.5,81,718,56,7.1,13421,9,15.9,92837,17044,78,1070,11203
1.5,14,97,26,0.7,1876,8,4.4,14293,1761,7,192,1451
9,63,580,176,8.8,11046,12,12.3,74113,10270,53,1132,8526
2,15,122,35,1.5,2342,16,4.7,16863,2925,11,250,1998
11,57,595,178,8.9,12765,11,21.8,108921,16268,27,1635,9710
9.5,95,533,10,9.2,10646,19,26.4,91328,13345,20,694,7830
13.5,95,918,276,4.9,16865,20,33.4,122745,16466,67,1527,11023
10.5,76,579,145,6.1,12980,12,24.6,101145,12527,68,980,9163
3.5,33,231,67,3.2,4297,18,2.8,30415,4488,19,521,2887
4.5,37,240,26,0.9,5290,10,5.9,41160,5264,17,573,4184
8.5,67,447,213,0.4,10720,19,6.4,72590,11440,48,670,7355
11.5,105,659,96,6.6,12738,14,20.8,114822,17077,78,998,9430
1,7,57,12,0,1139,12,1.1,9434,1431,3,132,936
11,106,644,143,5.8,12946,8,10.9,100190,14357,48,1439,10789
4.5,27,231,69,1.5,5420,20,12,37047,5403,22,491,3942
2.5,19,131,57,0.7,2881,20,6.1,22486,3439,17,368,2141
6,47,368,46,1.5,7471,7,9,57875,8197,28,447,5978
4.5,24,272,114,0.6,5133,13,3.1,40829,5692,15,456,4392
7,46,444,158,1.8,8391,7,8.5,61860,7702,36,961,6955
5.5,38,350,117,4.5,6135,4,7.2,46634,6823,38,485,5008
8,61,559,114,7.2,9834,18,10.7,67291,10120,41,706,7300
2.5,21,144,65,1.6,3195,10,2.8,22240,3616,16,291,2464
10.5,78,571,240,5.6,12453,6,20.8,92512,14223,31,1107,8878
3,26,203,77,1.9,3781,5,6.1,28750,4080,6,283,2510
2.5,22,126,31,1.9,2918,5,3.2,22586,3608,16,214,2152
1.5,14,81,4,1,1903,18,3,13364,2024,4,114,1368
5.5,35,362,127,4.3,6185,18,13.4,51847,6105,29,539,4720
10,76,674,218,3.9,11882,4,22.5,93101,14698,62,860,8529
9.5,69,627,233,8.8,10717,9,19.6,92542,13589,54,1425,7953
8.5,51,496,141,2.7,10496,5,24.6,83079,10145,58,974,8256
7.5,70,458,11,6.6,9698,10,13.5,71052,9025,37,990,7412
8,66,486,78,5,9233,5,5.3,74098,9975,17,751,6912
8.5,65,563,27,3.3,9648,20,24.4,69917,10118,28,1083,8494
7,68,488,98,1,8167,12,9.8,63203,9420,46,980,6123
1,8,53,17,0.1,1132,12,0.9,9393,1164,2,143,992
3.5,21,238,3,2.2,4290,14,5.5,33982,4763,21,371,2922
1.5,11,92,42,0.3,1839,10,3.1,13562,1977,4,160,1397
2,16,114,45,0.6,2265,10,3.5,18008,2225,10,217,1975
13.5,103,856,230,9.2,17061,15,8.6,117892,17247,34,1047,11542
13.5,89,757,142,0.5,17254,8,26.9,112756,19623,61,1235,12650
1.5,8,78,38,1,1873,12,3.5,13468,1700,10,145,1291
9.5,89,514,162,4.1,11723,14,21.8,82905,12452,48,1134,7867
3.5,27,195,97,2.8,4268,11,6.9,28038,4252,20,468,2871
7,48,425,82,1.4,8367,10,13.7,67797,10066,30,710,6653
8,47,541,65,2.2,9644,7,18.9,79789,11703,45,835,7359
0.5,4,32,4,0.2,558,17,0.6,4119,581,2,43,494
5.5,46,342,140,1.3,6624,16,15.6,53109,6765,12,687,5157
0.5,3,25,1,0.3,638,10,1.4,4591,630,2,60,436
5,48,276,89,2.2,6091,17,13.6,43454,6432,24,725,4960
3,26,173,53,2.4,3509,7,8.2,27995,3906,10,332,2435
4.5,38,291,130,4.4,5713,5,4,41943,5608,21,404,4411
1,10,58,10,0.4,1245,15,2.7,8487,1152,7,110,904
7.5,59,522,88,4.6,8555,8,11.5,73317,10008,43,881,6143
1,9,70,1,0.1,1139,14,1.2,8573,1291,2,142,849
9,65,517,224,2.5,10223,17,21.5,77235,12956,45,1140,7432
8.5,70,460,33,2.4,10012,13,14.5,72758,10744,47,772,7792
3.5,23,183,95,0.5,4411,15,10.4,29959,4049,9,271,2816
2.5,21,142,18,0.6,3203,13,4.4,21643,3547,6,201,2190
1,8,51,14,0.6,1278,14,1.1,9813,1389,5,101,868
9.5,60,616,224,5,12203,13,23.7,76436,14065,55,838,8692
5,44,305,53,4.7,6193,19,14.2,44365,6401,12,693,4203
3,16,159,16,1.3,3813,7,6.4,28182,4369,20,316,2834
7.5,41,447,55,3.9,9361,13,21.9,73328,10556,45,723,7100
1,7,67,6,0.1,1142,16,2.9,9619,1196,4,90,926
8,60,461,160,6.3,9005,8,10.3,72778,10054,37,756,7488
11,82,668,239,8.9,13630,11,6.7,104005,12194,61,1156,10689
6.5,54,340,105,3.2,8286,16,4.8,63274,7273,31,659,6384
6.5,45,343,64,5.6,7600,6,9.7,52549,7248,15,530,5823
6.5,58,344,113,3.5,7185,17,8.8,62681,9499,30,459,5728
1.5,10,77,42,0.1,1884,13,3.5,12720,1852,10,159,1464
6,36,377,71,4.5,7348,6,3.6,55750,7201,26,703,4956
1,8,60,14,0.9,1164,12,2.6,8848,1207,5,87,812
6,37,353,104,4,7632,20,13.2,57381,7326,26,682,5592
6.5,44,446,66,4.6,7486,15,5.4,54198,9684,14,919,5461
8,60,533,166,2.4,9860,5,12.9,78945,10636,52,1139,7179
1.5,15,82,18,0.4,1679,9,3.5,13467,2248,5,113,1282
3,22,187,15,2.4,3709,17,3.1,24098,3635,11,287,2999
7.5,38,446,1,1.3,9242,20,17.6,74294,9358,17,704,7291
8.5,77,448,102,2.4,10410,20,4.8,79356,11549,59,1201,7468
6,36,364,79,0.4,7250,7,9.7,54617,7235,35,826,5855
3.5,33,199,96,0.3,3926,4,2.6,28512,4089,12,402,2823
8.5,53,529,153,3.3,10681,6,14.5,73788,11983,36,1126,7308
8.5,82,564,164,7.7,9796,13,15.5,76521,10764,32,1007,7534
4.5,31,248,67,2,5825,9,4.2,40569,6159,29,597,3880
9.5,85,483,168,5.1,12209,17,16.5,85343,12443,39,787,7714
7.5,42,449,213,6.6,9375,20,21.1,64277,8910,20,566,6086
11,58,640,98,4.1,12194,18,19.3,109993,12689,30,1015,9520
5,33,340,52,2.5,6488,9,8.9,42151,6767,23,652,4534
3.5,34,216,36,2.8,4139,18,7.6,34226,4866,20,294,3107
6.5,40,408,187,4.5,8170,17,10.4,57045,9082,23,606,6480
7,35,461,167,4,7882,6,5.4,62787,8388,45,725,6779
2,13,129,3,0.2,2587,13,2.9,16117,2347,13,282,1933
2,20,105,16,0.3,2546,19,5.8,18165,2844,6,267,1820
9,82,468,147,0.2,10477,10,12.7,80068,11283,30,1126,7420
15,95,1014,346,6,17286,12,36.3,132941,18351,81,2088,13664
11.5,71,583,1,6.7,14949,5,17.4,107104,16709,59,925,11327
2.5,17,160,29,1.1,3080,4,4.3,23556,3679,7,308,2371
4,24,263,10,0.3,4572,9,5.9,37695,4571,27,526,3231
6,32,345,108,0.1,7733,5,7.5,54282,7087,35,800,5658
0.5,5,34,7,0.1,646,13,1.4,4071,557,2,43,430
7.5,65,427,193,2.8,9213,14,7.4,61026,11187,39,965,7278
3,21,165,67,0.3,3815,19,8.8,29256,3622,11,407,2734
9,65,625,65,8.4,11226,12,20.7,89595,10203,24,778,8615
6.5,35,438,50,5.1,7185,10,10.1,59419,9590,19,514,5517
9,85,501,244,5.9,11591,14,6.3,81378,12188,58,1166,8697
6,49,403,147,0.9,6681,13,9,53928,6695,31,424,5877
4.5,44,240,31,3.6,5724,9,7.7,42567,5344,24,412,4345
1.5,9,75,22,1.5,1932,16,1.6,14126,1953,6,118,1489
9,52,610,258,3.1,11531,17,26.6,78097,11571,38,1084,8394
9,46,502,128,6.6,11468,12,15.1,85903,10061,52,817,8340
6.5,41,421,185,5.9,8371,15,12.7,55402,7840,20,747,6452
4,39,232,53,1.8,4670,5,6,36613,5032,20,567,3727
6.5,61,429,164,5,8026,17,10.6,64992,9218,43,744,6120
6.5,48,430,173,0.9,7483,10,19.2,54296,7935,20,779,6418
7.5,54,468,84,2.7,9382,6,19.8,63895,8303,46,622,6776
8,75,409,67,3.5,9975,15,18,75378,10758,32,694,6686
1,8,56,10,0.9,1234,9,2.6,9454,1411,3,100,956
8.5,57,585,19,2.9,9467,10,12.7,80528,11793,48,940,7150
7.5,48,472,118,0.5,8546,19,5.4,66795,9366,37,530,6664
0.5,4,26,13,0.4,596,20,0.3,4619,716,2,58,422
8,57,440,127,2.3,9092,19,17.1,69493,9010,25,723,7316
3,18,172,85,0.3,3779,12,4.3,29646,3694,9,360,2842
3,18,156,24,0.4,3499,8,4.2,28937,4179,20,326,2875
7,64,478,81,1.8,8301,12,5.8,67849,10269,38,772,6539
4.5,30,227,5,4.1,4979,16,9.1,43136,5173,23,531,3901
3.5,33,229,72,3.1,4298,6,10.3,31669,3872,7,436,3402
5,38,264,111,1.1,6076,15,11.8,44349,6137,30,463,4262
2.5,18,138,19,1.2,3130,15,4.5,21600,3732,5,213,2114
5,32,283,78,4.9,5663,8,11.1,43218,6839,10,682,4240
4,23,269,39,0.4,5066,5,10.6,38302,4429,24,551,3403
2.5,14,145,34,0.8,3126,20,6.1,23669,3576,9,315,2473
4.5,28,270,48,2,5609,5,5.1,41171,6167,13,651,4414
1,9,64,6,0.1,1157,5,1.4,9238,1260,6,112,938
3,24,180,69,1.6,3891,19,2.3,29637,3477,17,262,2509
8,48,539,133,1.1,9210,12,17.7,73604,10813,19,564,7652
7.5,39,412,164,2.1,8605,11,21.5,73217,9750,24,973,6899
4.5,32,258,109,3.9,5237,18,12.7,44096,5416,22,647,4075
4,22,255,1,0.4,4437,4,11.3,34296,5126,16,347,3359
6.5,35,396,76,0.7,8143,12,16.2,58123,9506,13,766,5293
6.5,36,388,81,5.8,7478,7,17.1,59246,7165,39,557,5958
2,13,108,17,1.6,2578,5,3.3,18747,2300,8,253,1602
5.5,45,342,129,1.1,7048,14,6.3,50492,6822,27,622,5335
4.5,45,306,36,3.1,5707,19,7,42646,6525,21,395,4434
11,88,568,56,10.2,13143,8,16.9,103572,15268,30,1296,9038
2,16,106,44,0.1,2413,15,4.5,17500,2489,8,236,1622
11,75,618,220,4.6,14203,4,19.7,89922,12154,50,1367,10744
2.5,15,133,37,0.2,3022,5,4.7,24803,3410,9,235,2168
5.5,41,383,82,4.2,6096,15,14.4,51623,7008,15,718,4560
4,32,213,48,1.9,4593,4,4.4,35988,5242,17,488,3214
1.5,9,83,20,0.4,1773,17,3.3,13897,1716,7,177,1480
7.5,46,404,60,0.9,9046,17,21.3,74289,9646,47,711,6227
9,60,627,211,0.5,10781,15,22.2,73297,10680,39,954,7479
3,28,158,58,1.1,3304,9,2.9,24146,3674,13,318,2512
0.5,3,29,2,0.4,600,12,1.1,4115,728,2,69,413
1,6,52,28,0.9,1160,4,1.4,9899,1117,3,104,814
6.5,57,327,74,1.4,7980,5,18,54915,8234,26,870,5614
3,19,202,30,0.6,3469,9,4.8,24690,4212,14,229,2689
3,28,209,5,0.3,3894,17,2.6,24741,3899,17,348,2610
18,91,1040,230,3.1,20180,15,17.9,177683,23793,42,2210,16946
3.5,20,205,96,1.2,4226,16,5.8,31344,4975,22,333,3023
5,29,325,94,0.2,6498,9,12.4,45942,6125,26,389,4189
12,99,830,59,11.5,14326,5,24.2,116172,13533,63,1269,10517
5,28,335,132,2.1,5806,10,9.4,47018,5569,17,438,4049
7.5,43,439,217,2.4,9326,14,6.7,72485,10133,52,971,6981
14,73,813,183,13.9,16768,7,13.3,128816,18093,80,1129,13105
1.5,14,89,20,1.1,1816,16,4.1,13608,2045,9,144,1480
7.5,68,520,64,0.1,8697,8,17.1,73690,8546,27,666,6244
8,75,410,92,1.4,9922,20,9.1,78924,11195,56,916,7294
0.5,4,30,2,0.4,576,17,0.8,4953,597,2,50,456
9.5,62,603,68,6.7,11078,16,22.8,92623,13210,21,930,7617
10.5,62,625,297,1.7,11926,10,9.9,104511,11940,39,1408,8811
4.5,32,265,90,2.2,5223,5,2.3,41537,4955,30,478,3672
8,47,413,121,4.9,8828,17,17.4,75963,11736,43,574,7519
1.5,14,85,2,1.3,1886,4,1.5,14401,1726,7,128,1441
4.5,37,297,7,3.7,5220,9,13,39503,6320,29,361,3723
9.5,58,562,236,0.5,12091,10,12.2,90873,10825,51,1039,8148
12.5,92,706,7,8.9,14838,8,15.1,101560,13880,50,1756,10240
5,33,278,16,0.3,6261,14,10.6,40430,6950,18,556,4573
10.5,97,655,56,3.4,12359,9,18.1,84501,15032,46,1312,10482
7,56,463,99,0.9,8566,10,11.8,59243,9481,25,810,5882
2.5,17,130,1,0.5,3041,9,3.5,21783,3714,9,308,2320
3.5,25,184,28,1.3,3889,11,2.5,31291,4297,15,463,2930
6.5,37,399,183,5.7,7760,14,11.5,55804,9571,18,567,5227
12,102,656,262,2.7,15536,18,23,105234,16920,52,1192,10710
6,36,418,168,1.5,7770,16,9,56226,7619,24,826,5534
5,42,307,145,0.4,5922,12,8.3,47556,7488,19,740,4024
8.5,44,505,28,5,9568,5,21.4,76850,12397,49,846,7708
2,13,112,49,1.4,2598,20,2.9,16537,2461,13,250,1975
3,22,171,8,0.4,3804,11,6.3,25819,3355,16,298,2662
2,19,133,18,1.7,2464,9,3.5,19803,2640,9,216,1890
2.5,22,131,11,0.1,2976,18,1.7,21105,3563,9,342,2467
13,98,731,206,10.2,16514,20,27,118626,18530,27,1843,12031
8,48,555,59,2,10112,5,4.2,65102,9742,54,742,6777
5.5,55,380,5,4.2,7121,18,11.6,54872,6760,12,629,5494
9,82,468,9,3.7,10980,13,23.6,83341,11773,20,974,8251
5,32,260,95,0.4,6121,11,8.5,41921,6089,15,418,4797
1.5,13,81,37,0.8,1823,12,4.2,13174,2053,5,105,1212
1.5,11,92,23,0.2,1769,4,1,12766,1716,4,163,1279
8.5,71,572,138,4.1,9685,5,4.7,83653,11998,49,1239,7513
2,15,130,39,1.7,2296,6,2.4,18455,2374,6,299,1870
2,16,111,6,2,2210,20,5.1,18891,2600,11,215,1716
3.5,20,233,55,2.9,4066,20,9.1,29130,5132,22,285,2913
8,72,453,145,2.6,9828,17,16.9,74173,10471,54,1101,7243
4.5,26,293,26,0.4,5335,10,8,39835,6527,31,443,4136
2,15,117,46,1.8,2446,11,1.5,19862,2906,13,209,1668
9.5,66,633,203,6.1,12167,4,18.6,81729,13799,39,812,8070
3.5,18,200,79,2.7,4411,17,2.5,33158,4909,22,513,2875
5,29,319,55,4.5,5596,17,13.4,44561,6729,10,740,4878
10,57,575,81,0.1,12766,16,16.4,99154,13408,67,721,9182
3,18,158,27,1.8,3362,13,2.4,29707,3583,17,425,2439
5.5,42,372,34,4.6,6107,17,6.4,52746,6346,21,606,5059
5,28,290,57,1.3,6457,18,8.5,45932,5810,22,412,4631
2.5,24,153,6,1.4,3122,16,4.7,23863,2799,12,322,2305
9,83,526,17,8.1,10205,5,23.4,73748,10456,60,1253,7953
9,87,462,22,1.6,10316,4,17.8,86260,11423,34,964,8809
1,8,52,28,0.8,1200,4,2.3,9864,1395,2,134,828
6.5,49,416,184,1.2,7957,18,16.5,56907,9534,40,560,6200
8,69,515,161,8,10123,6,9.7,67087,9062,17,671,7054
4,29,219,42,3.8,5148,4,6.6,36312,4887,15,499,3618
3,20,186,82,2.5,3657,18,6.2,26177,4121,6,331,2992
6.5,33,352,100,1.9,8134,19,16.6,62024,8826,30,949,5492
7,36,370,28,4.1,7872,14,18.8,69488,8053,39,913,5768
6,33,379,51,3.2,7173,9,12.6,56694,7690,30,608,5597
11,56,596,290,1,13070,20,31.8,95949,12963,67,1227,10611
5,40,312,3,2.4,5695,8,3.5,46076,5684,18,713,4691
7.5,40,521,57,4.7,8966,14,5.5,72877,8581,24,886,7437
17.5,141,1041,429,1.1,19750,6,39.9,148538,19544,63,2213,15522
2,10,138,16,1.1,2488,19,1.2,18804,2807,5,232,1776
