Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
3,1,1,330,3,286,121,8.7,34,770,3,3,5.3,2,1,14245,3,2,6435,6435,149,28496,26806,17278
1,2,1,121,3,92,48,1.7,7,285,2,1.3,1.5,2,2,4891,3,1,2010,2010,72,6677,9291,4289
1,1,1,89,3,124,59,0.6,8,262,2,1.3,1.9,2,1,5490,4,2,1770,1770,59,6862,9112,4501
0.5,1,2,63,2,56,31,1.6,1,122,3,0.6,0.9,2,1,2791,3,2,939,939,29,2762,4571,1860
0.75,1,2,70,2,87,39,2.5,9,190,3,1,1.5,1,2,3129,2,1,1483,1483,45,4476,6920,2990
2,1,1,179,1,204,101,8.6,25,484,3,1.4,4.3,1,1,8191,3,1,3920,3920,111,17452,18248,10788
2.5,1,1,311,3,279,150,0.7,27,650,1,2.8,5.2,1,1,12430,3,1,4530,4530,164,20084,22397,12748
0.75,1,1,68,1,88,33,2,0,181,1,1,1.9,1,2,3076,2,2,1566,1566,48,4410,6680,2974
1.75,2,1,203,2,185,106,5,10,451,2,2.3,3.6,1,1,8946,3,1,2935,2935,84,10991,15957,7129
2,1,1,190,1,223,128,1.3,25,429,1,2.7,4.9,1,1,10129,3,2,3290,3290,102,11410,17896,7610
1,2,2,94,3,118,63,4.8,11,275,1,0.8,2.3,1,2,5261,3,1,1632,1632,72,7493,8917,4857
1,2,1,91,1,110,44,4.7,2,277,2,1.3,2.5,2,1,4099,2,1,1660,1660,61,8125,8916,5135
2.5,1,2,315,3,302,128,0.1,17,613,1,1.9,6.6,1,1,12941,3,2,4661,4661,122,20952,22849,13201
1.75,1,1,192,1,194,80,5.9,2,354,2,1.1,4.8,2,1,9376,4,1,2836,2836,125,12023,15884,7858
0.75,1,1,88,2,93,43,3.5,5,187,2,0.7,1.5,2,2,3532,4,2,1382,1382,48,4790,6802,3193
2,1,2,200,3,210,122,8.4,14,498,2,2.8,4.4,2,1,9881,4,1,3809,3809,130,18102,18015,11245
1.25,2,1,128,2,126,74,5.6,15,350,1,1.8,3.4,2,2,6945,2,2,2597,2597,73,8971,11532,5725
0.75,1,1,77,3,79,39,2.2,9,176,3,0.4,1.5,1,2,4126,4,2,1215,1215,53,5279,6862,3406
1.75,1,2,152,2,218,107,6.9,23,475,1,1.3,3.1,2,2,7814,4,1,3262,3262,89,12584,15690,8134
3,2,1,381,2,369,185,14.2,13,634,1,4.1,4.8,1,1,16666,3,1,5300,5300,198,21156,27502,13853
0.5,2,2,49,2,62,28,0.8,2,134,3,0.7,1,2,2,2629,3,1,1055,1055,35,3998,4587,2575
0.75,1,2,88,3,69,44,1.5,4,156,2,1,1.4,1,2,3164,2,1,1490,1490,42,4563,6744,2945
2,1,2,236,1,228,89,9.4,10,500,2,2.6,4.2,1,1,9289,3,1,3362,3362,109,17578,17832,10970
1,1,1,126,3,92,49,2.4,4,249,1,0.9,1.7,1,1,5108,2,1,1886,1886,64,6833,9190,4348
1.25,2,2,157,2,116,67,6,5,298,2,1,3,1,1,6875,3,2,2398,2398,70,7148,11345,4670
2.5,1,1,313,3,254,116,3.1,35,644,1,1.4,6.4,1,2,12451,3,2,5092,5092,163,13522,22555,9089
1.75,1,1,161,1,214,109,5.6,17,372,1,2.1,4.7,1,2,8421,4,1,3759,3759,115,9615,15630,6629
0.75,2,1,95,2,85,51,0.9,9,152,2,1.1,1.6,2,1,4109,4,1,1250,1250,45,4278,6683,2878
0.5,2,1,46,3,45,32,1.2,0,110,2,0.4,0.9,2,2,2182,4,1,1046,1046,24,3552,4537,2219
3,2,2,340,2,306,175,5.3,5,672,2,4,4.7,1,1,12832,2,1,5182,5182,216,17109,27037,11433
1.5,1,1,177,1,182,95,4.7,13,407,3,1.6,3.5,1,2,6229,4,2,3089,3089,74,13141,13790,8234
1.75,1,1,186,3,196,80,3.2,18,420,3,2.1,3.6,2,1,9655,4,2,3675,3675,93,16358,16007,10100
1.75,2,2,221,2,198,82,5.5,11,494,1,2.2,3.1,1,2,8773,4,1,3294,3294,107,9972,16164,6697
1.5,2,2,184,3,152,71,3.9,14,405,1,1.2,3,1,1,7996,4,1,3040,3040,103,8281,13788,5549
1.75,2,2,193,3,198,118,5.4,17,440,2,1.2,4.7,1,2,7276,3,1,2865,2865,92,9568,15885,6450
1.5,2,1,178,2,151,84,5.9,1,339,2,1.8,3.2,2,2,8067,2,2,2675,2675,99,13021,13639,8103
2.5,1,2,291,3,279,108,5.7,28,588,1,3,5,1,1,11862,3,1,4616,4616,157,17425,22812,11286
0.5,1,2,52,1,49,21,0.1,1,142,3,0.7,1,2,1,2026,3,2,825,825,27,3161,4641,2039
1.25,1,1,152,2,156,73,0.4,15,312,2,0.7,2,1,1,5007,2,2,2587,2587,85,9409,11541,6097
0.75,2,2,80,1,82,38,2.3,3,191,2,0.8,1.7,1,1,3588,4,2,1385,1385,49,5354,6904,3455
2,1,2,220,2,221,121,1.2,21,549,3,1.7,4.7,2,2,10382,4,2,3953,3953,110,12199,18139,8037
3,2,2,284,1,316,180,9.2,37,615,2,3.7,6.7,1,2,14998,3,1,6061,6061,215,27277,27283,16996
2.5,2,1,309,1,268,103,6,2,540,3,3,4.9,2,2,12204,2,2,4813,4813,142,17261,22635,11100
1,2,1,103,2,112,63,1.5,13,263,2,0.8,1.6,2,1,5254,3,1,1862,1862,54,9389,9001,5786
1.5,2,1,182,2,168,87,6.7,4,326,3,0.9,2.6,2,1,7616,4,2,2732,2732,86,11502,13495,7300
1,1,2,105,3,118,47,4.1,13,257,1,1.2,2.6,2,2,4818,2,1,1904,1904,56,9542,9077,5922
1,2,1,128,2,121,40,1.3,4,236,1,0.6,2.5,2,2,5289,4,2,2101,2101,61,9535,8989,5938
2.5,2,2,214,2,246,167,0.5,2,716,1,2.8,5.1,1,1,10127,2,2,4225,4225,123,18198,22283,11452
0.5,2,1,44,1,47,34,0.4,6,117,2,0.5,1.2,2,1,2564,3,1,880,880,34,2768,4511,1841
0.75,2,1,89,3,78,40,0.6,10,200,2,0.7,1.9,2,1,3271,2,2,1422,1422,51,4958,6831,3231
0.75,1,1,95,3,78,46,3.2,6,185,1,0.5,1.6,1,1,3057,3,1,1281,1281,40,5021,6885,3225
1,2,1,100,3,122,56,2.6,12,256,1,1.1,2.1,2,1,4086,3,2,1769,1769,49,5606,9230,3784
2,2,1,210,3,187,109,5.3,23,520,3,2,3,1,2,8845,4,2,3555,3555,102,15566,17902,9651
2,2,2,248,1,211,92,1.1,6,440,1,2.7,4.2,1,1,9931,2,2,3872,3872,109,15922,17959,10000
0.5,1,1,47,1,47,29,1.1,7,124,3,0.7,1.1,1,1,2663,2,1,1061,1061,30,4769,4513,2910
1.5,2,1,135,1,177,66,6.6,14,400,3,0.9,3.3,2,1,7973,2,2,2682,2682,72,12440,13867,7813
2,2,1,189,3,215,133,8.8,20,544,3,2.3,3.8,1,1,9814,4,2,4104,4104,106,16969,18225,10567
1.25,2,1,130,2,135,72,2.1,1,292,1,1.7,2.2,2,1,5652,3,2,2556,2556,83,8451,11142,5494
2.5,1,2,225,3,235,104,2.4,2,589,3,1.7,5.9,2,2,13351,2,2,5124,5124,161,19973,22620,12475
2.5,1,2,239,1,283,166,7.3,8,525,1,1.4,4.3,2,1,12610,3,1,4017,4017,123,22917,22363,14140
1.25,1,2,150,2,119,54,6.2,6,276,2,0.7,2.4,1,1,5026,4,1,2030,2030,86,11220,11619,6917
1.5,1,2,178,1,181,85,4,1,395,1,0.9,3.3,1,2,6973,3,2,2827,2827,107,8810,13876,5981
0.75,1,2,83,2,82,37,0.5,7,179,1,0.5,1.5,1,1,3037,3,2,1530,1530,52,4474,6684,2982
0.75,1,2,79,3,82,45,2.2,1,211,1,0.8,1.9,1,2,4198,3,1,1382,1382,50,6188,6889,3912
2,1,1,246,2,243,94,0.5,4,490,3,1.6,3.7,1,2,8252,4,1,4003,4003,138,14434,17884,9409
1.5,1,2,156,2,172,60,5,2,309,2,1.2,2.8,2,1,6293,2,1,3140,3140,102,9028,13787,6036
0.75,1,1,75,2,75,30,2.4,3,191,2,0.8,1.2,2,2,3902,2,2,1408,1408,39,4061,6676,2685
1.25,2,2,114,2,113,84,1.8,2,298,1,1.2,2.9,1,1,5056,4,1,2577,2577,89,11060,11170,6829
0.5,1,2,52,1,55,21,0.5,2,137,2,0.5,0.8,1,1,2108,3,1,1003,1003,29,2791,4560,1867
0.75,2,2,83,3,72,37,3.3,8,172,3,0.4,1.2,2,1,3627,2,2,1519,1519,52,5408,6743,3435
1,1,2,110,1,97,42,5,5,265,1,1.2,2.3,1,1,5211,2,2,2141,2141,53,7402,9203,4657
1.5,1,2,172,1,185,66,1.5,16,355,2,2.1,2.5,2,2,6426,4,2,3086,3086,80,8734,13414,5873
1.5,2,1,144,2,148,95,0.1,4,427,3,1,3.7,1,2,7620,4,1,2887,2887,101,9429,13861,6156
1,1,2,116,2,99,58,3,1,283,3,1.3,2.2,2,1,4176,2,1,1711,1711,56,8113,8930,5059
1.5,2,2,193,1,155,61,1.2,1,423,3,1.3,3.3,1,1,6412,4,2,3060,3060,73,14328,13770,8740
1,2,2,86,2,106,66,2.3,13,230,2,0.9,1.7,2,2,4519,2,2,1668,1668,63,5485,8928,3681
0.75,1,2,97,1,72,49,2.6,4,215,1,1,1.7,1,2,4114,4,1,1356,1356,50,4748,6877,3089
0.75,1,1,81,3,83,32,0,4,160,3,0.9,1.1,2,1,3905,3,2,1242,1242,51,5768,6697,3680
0.5,1,1,43,3,57,25,2.4,5,136,2,0.3,1,1,2,2607,3,1,841,841,29,2969,4492,1974
2.5,1,2,230,3,283,151,8.3,24,501,2,1.8,5.9,2,2,12883,4,1,5100,5100,140,22958,23081,14244
0.5,1,1,53,3,62,22,0.5,7,108,2,0.7,0.8,1,2,2222,2,1,893,893,27,4793,4548,2976
3,2,2,283,3,315,155,0.5,8,735,3,1.8,6,1,2,15947,4,2,6184,6184,172,16996,27646,11270
1.75,1,1,181,3,195,74,0.6,12,351,1,1.1,4.3,1,1,8761,4,2,3588,3588,114,15250,15671,9561
0.5,2,1,62,3,54,24,0.9,4,106,1,0.6,1.2,1,1,2457,2,2,824,824,26,3846,4639,2431
1.25,2,2,133,2,125,62,1,9,309,2,1.7,3,2,1,6522,3,2,2450,2450,66,7632,11345,4966
1.25,2,2,118,1,156,69,5,9,321,1,0.9,2.8,1,1,5354,2,1,2637,2637,74,8592,11214,5638
1.5,1,2,128,3,138,77,1.1,10,376,1,1.3,3.4,1,2,7598,2,1,2527,2527,79,11209,13420,7001
1.75,2,1,154,2,181,112,1.1,26,449,1,1.9,3.5,2,2,8174,2,2,3243,3243,111,14397,16115,9027
0.5,1,1,48,2,57,26,0.2,1,114,1,0.5,1.2,2,2,2158,3,1,810,810,25,3761,4474,2394
1.25,1,2,146,2,126,56,1.2,15,345,2,1.4,2.7,2,1,6519,3,2,2466,2466,86,8472,11165,5478
2.5,2,1,319,3,240,146,3.3,21,710,1,3.1,4.2,1,2,12474,4,2,4530,4530,164,18595,23017,11754
3,1,2,257,3,278,166,12.5,3,798,1,1.6,7.7,2,2,12636,3,1,6071,6071,191,24624,27485,15309
1,2,2,103,3,119,67,3.9,2,225,1,0.6,2.6,1,1,4266,2,2,1678,1678,65,8061,9231,5149
1,1,2,87,1,113,65,2.7,2,260,3,1.1,2.2,2,2,5592,2,2,2130,2130,51,6910,8975,4456
1.25,1,1,134,3,153,63,0.4,11,342,3,1.6,3.3,1,1,6409,4,1,2177,2177,86,10020,11212,6448
1.25,2,1,128,3,153,59,5.7,0,254,1,1.7,2.3,1,1,5614,3,2,2188,2188,88,10005,11161,6431
0.5,1,1,60,3,54,30,1.8,4,109,3,0.4,0.8,2,2,2546,2,2,873,873,29,4563,4511,2819
1.75,1,2,201,3,163,74,8.4,17,368,3,1.5,4.1,1,2,7800,2,1,3713,3713,95,9955,16004,6500
0.75,2,2,82,3,91,50,1.2,0,154,3,1,1.2,1,2,4037,2,1,1595,1595,45,4287,6896,2902
1.75,2,1,224,3,191,75,6.2,4,402,2,2.2,4,2,2,8472,4,2,3736,3736,94,11304,16028,7359
3,1,2,355,3,317,162,11.4,35,625,2,3.8,5.3,2,1,13570,2,1,5670,5670,148,24725,27387,15392
2.5,2,1,296,1,274,139,1.1,25,705,3,1.3,5.7,1,1,13158,3,2,4261,4261,131,16122,22974,10473
3,1,1,334,1,334,124,7.9,10,769,2,2,5.8,1,2,12359,3,2,5061,5061,162,19736,27283,12802
1,2,1,121,3,124,47,3.6,12,205,1,1.2,1.6,2,1,4958,2,1,2074,2074,63,8501,9253,5392
3,1,1,313,3,338,122,6.6,37,817,1,3.9,6.5,1,2,14568,2,2,5141,5141,205,18305,26965,12214
2,1,1,255,2,230,136,6,6,412,3,1.9,4,1,1,10093,3,2,3868,3868,143,15352,18085,9875
1.75,2,2,176,1,218,108,4.2,16,460,1,1.6,4,1,1,8802,3,1,2866,2866,114,11897,15898,7859
1,1,2,123,1,116,48,0.1,4,285,2,0.9,2.7,2,1,5120,4,2,1795,1795,50,6585,9054,4295
1.5,2,2,161,1,173,80,7.2,3,323,1,1.6,2.8,1,2,7724,3,2,2773,2773,100,9436,13723,6261
0.75,1,1,80,2,78,48,2.4,6,151,1,0.6,1.1,2,1,3727,2,2,1213,1213,52,4537,6893,2994
2.5,1,1,315,3,233,165,6.4,32,560,2,2.2,5,2,2,13501,3,1,4714,4714,132,18612,23083,11638
2,1,1,250,2,192,84,4.5,4,541,1,1.1,4.5,1,1,8984,3,1,3504,3504,127,12768,18026,8252
3,1,2,372,2,307,178,1.4,16,774,3,3.7,7,1,1,16364,3,1,5905,5905,145,16578,27567,10965
1.25,2,1,162,3,133,61,5,2,317,3,0.7,3.4,1,2,6139,2,1,2162,2162,70,9926,11510,6249
2,2,2,183,1,226,112,5.1,9,570,3,2.3,3.6,1,1,10710,2,1,3669,3669,137,14993,18042,9640
0.5,1,1,50,3,48,27,1.7,3,118,1,0.6,1.1,2,2,2535,3,1,1017,1017,25,4627,4599,2821
2,2,1,202,1,235,90,6.1,4,455,2,2.9,4.9,1,1,8107,3,2,3786,3786,106,18997,17874,11773
1,2,2,113,3,119,65,4.7,1,230,1,0.6,2,2,2,4224,4,2,1990,1990,72,8161,8959,5215
1.25,2,2,154,3,126,68,0.3,7,286,2,0.8,3.3,1,2,5965,3,1,2571,2571,74,11727,11480,7202
2,1,2,202,1,236,107,1.5,23,493,2,2.8,4.4,1,2,9223,4,1,4286,4286,115,16138,18134,10253
0.5,1,1,56,1,59,25,1.8,1,120,1,0.5,1.3,2,1,2030,4,1,806,806,30,4425,4484,2779
2.5,2,1,218,1,263,124,7.7,13,561,1,3,6.4,1,2,10132,3,1,4149,4149,148,20039,22376,12622
1.5,2,1,162,2,143,79,4.9,1,366,3,1.4,2.8,2,2,8191,2,1,2540,2540,79,9482,13742,6083
2,2,2,187,1,216,112,9.4,18,438,2,1.7,5.2,2,1,10876,2,1,3330,3330,117,13463,18578,8727
0.5,2,1,58,1,58,33,2.1,4,137,1,0.5,1.4,2,2,2619,2,2,996,996,28,4781,4596,2963
0.5,1,2,48,2,55,32,0.8,4,129,2,0.7,1.4,1,1,2013,3,1,933,933,25,2796,4635,1870
1.25,2,2,162,2,147,83,1.7,8,354,2,1.4,2.2,1,1,5210,4,2,2572,2572,85,11692,11126,7302
0.75,2,2,97,1,87,39,2.2,9,169,2,1,2,2,1,3872,3,2,1446,1446,43,4196,6891,2841
0.5,1,2,44,2,50,21,1.7,0,113,3,0.4,1.4,2,1,2502,2,2,1031,1031,29,2740,4532,1826
1.25,2,2,122,2,132,62,6.2,9,310,2,0.7,2.7,1,1,6445,2,2,2622,2622,77,8971,11207,5739
2,2,2,188,3,211,111,6.5,7,465,2,2.7,3.5,1,1,9306,4,1,3985,3985,122,19038,17915,11713
1.25,2,2,148,2,123,60,4.7,6,283,2,0.9,3,1,2,5766,2,1,2593,2593,61,8293,11134,5290
2.5,1,1,285,2,298,132,9.5,4,609,2,1.6,3.8,1,2,12043,2,2,4223,4223,124,21372,23196,13368
0.5,1,2,58,1,56,25,1.6,3,139,3,0.6,1.4,1,1,2786,2,1,909,909,28,2882,4605,1929
1,1,1,89,1,125,42,3.9,0,278,2,1,1.9,2,1,4789,2,1,2129,2129,55,6499,9163,4293
1.25,2,2,143,2,150,55,3.5,10,292,1,1.6,3.4,1,1,5144,2,1,2077,2077,83,6798,11540,4687
2.5,1,2,254,3,265,153,8.5,37,693,3,2.7,3.9,1,1,13502,3,1,5082,5082,171,18861,22594,12024
0.75,1,1,76,1,78,50,2.1,2,195,2,0.8,1.7,1,1,3444,4,2,1600,1600,38,4817,6763,3114
0.5,2,2,45,1,56,25,1.4,7,135,1,0.4,1.1,1,1,2277,3,2,826,826,24,3468,4558,2226
1.5,1,2,133,2,154,82,1.4,5,367,2,1.5,2.3,2,2,6069,4,2,3008,3008,86,9125,13351,5953
0.75,2,2,92,2,92,48,1.2,7,203,1,0.8,1.9,2,2,3149,2,2,1226,1226,52,6412,6703,4085
0.75,2,2,86,2,93,38,0.1,10,212,2,0.8,2,1,2,3204,4,2,1418,1418,51,7074,6903,4444
1.5,1,1,132,3,146,64,1.8,5,332,1,1.3,2.7,1,1,6307,4,2,3179,3179,102,10203,13390,6552
1,2,1,95,2,99,43,2.2,15,268,3,1.3,2.4,1,1,4707,3,1,1706,1706,70,6402,9052,4181
2.5,1,1,222,1,256,146,9.2,23,537,3,1.3,4.1,1,2,12601,3,2,4785,4785,170,17975,22609,11489
2.5,2,2,213,1,228,105,9.6,28,553,1,2.4,6.5,1,2,12129,4,1,5209,5209,171,23141,22390,14204
1.75,1,1,149,1,183,93,7.8,13,413,3,1.4,3.2,2,2,7609,3,2,2881,2881,123,12669,16238,8129
2,1,1,186,2,186,87,8.8,23,454,2,2.7,4.6,1,2,8885,2,2,3423,3423,115,16241,17814,10084
1.25,1,2,144,1,155,65,2.9,2,310,3,1,2.8,1,2,6803,4,1,2465,2465,77,9241,11397,5994
2.5,2,2,288,3,253,131,6.9,16,556,3,2.8,4.9,1,1,12183,2,2,4857,4857,173,20945,22364,13117
1.5,1,2,133,2,137,91,5.3,12,395,1,2.1,2.9,2,1,6701,3,2,2806,2806,74,8932,13597,5753
1.25,2,2,130,1,116,58,5.4,17,335,1,0.7,2.3,2,1,6748,3,2,2191,2191,63,10937,11549,6678
2,1,2,191,1,195,98,0.7,22,434,2,1.5,3.9,1,2,10705,2,1,3463,3463,128,16795,18449,10439
0.75,1,1,84,1,84,42,0.3,1,160,3,0.6,1.3,2,2,4081,2,2,1437,1437,40,6242,6782,3907
1.25,2,1,136,1,114,77,3,18,251,1,0.6,2.1,2,2,6574,2,1,2461,2461,85,9452,11395,5932
0.75,2,1,95,1,86,44,2.8,7,160,1,0.7,2.1,1,1,3968,3,2,1609,1609,37,4414,6970,2934
1,2,2,102,1,104,47,2.7,1,244,2,1.2,2.8,2,1,5409,2,2,2083,2083,72,5867,9120,3927
3,2,2,281,3,321,124,13.5,23,658,1,4.2,5,2,2,13684,4,2,5275,5275,156,24507,27309,15314
0.75,2,1,65,2,77,47,3.1,4,212,1,0.5,1.9,2,1,3506,2,2,1239,1239,42,4963,6681,3200
1.25,2,1,149,1,153,55,2.9,14,334,1,1.4,2.4,1,2,6575,3,2,2579,2579,83,10350,11444,6600
0.5,1,1,62,3,51,31,0.5,1,111,3,0.7,0.8,2,1,2449,2,1,904,904,29,3285,4629,2119
2,2,1,207,3,237,117,9.8,15,556,3,1.5,4.6,2,1,8324,2,1,3232,3232,99,16956,18179,10640
1.5,1,2,157,3,139,78,5.5,3,389,1,1,4,2,1,7705,2,1,2819,2819,103,12837,13610,7966
3,1,2,304,1,353,135,7.9,24,609,3,3.3,7.7,1,1,15069,4,1,5374,5374,171,16586,27838,11262
1,1,2,117,2,123,58,0.6,0,241,1,0.7,1.6,2,2,5353,4,1,2049,2049,50,6440,9252,4229
2,1,2,193,2,250,93,3.7,30,472,2,1.2,4.5,1,2,9227,3,2,4083,4083,121,12085,18198,8129
2,1,2,217,1,198,112,7.2,5,531,3,1.6,4.9,2,2,11193,2,2,3215,3215,104,18051,18482,11076
1.5,2,1,175,2,149,93,4.9,10,416,3,1.2,4,2,1,7126,2,2,2998,2998,106,9503,13383,6223
0.75,2,2,96,1,93,43,0.8,0,214,3,0.4,2,1,1,4124,2,1,1539,1539,40,6041,6929,3849
3,1,2,357,1,355,192,9.4,38,702,1,4.2,7,2,1,16541,4,2,5192,5192,179,16798,27866,11414
0.5,1,1,56,3,61,33,1.1,1,123,2,0.6,1,2,2,2578,4,2,878,878,31,3305,4621,2183
1.5,1,2,168,3,159,98,1.9,14,424,2,1.2,3.8,1,2,8168,2,1,3004,3004,84,10813,13565,6904
1.75,2,1,155,2,169,73,2.3,8,465,1,2.5,4.8,1,2,8596,2,1,3645,3645,90,10305,16158,6724
1.75,1,2,183,1,199,83,5.1,9,411,2,1.2,4.4,1,2,8971,4,1,2872,2872,88,15041,16167,9390
1.25,1,1,126,3,114,61,2.9,10,327,1,1.1,2.5,1,2,6689,2,2,2616,2616,89,7483,11566,4893
2.5,1,1,248,2,310,156,11.2,29,573,2,2.5,6.4,2,1,11555,3,2,4005,4005,176,19399,23210,12573
2.5,2,2,237,1,294,160,9.9,18,673,1,2.1,6.9,2,2,10726,3,1,4068,4068,174,14348,22332,9771
3,2,2,320,1,331,201,7.2,25,646,2,4,6.5,1,2,12089,2,1,5790,5790,149,21662,26956,13829
1.25,2,2,149,1,148,79,3.1,16,352,2,1.8,3.3,2,2,5228,3,1,2386,2386,62,10522,11208,6626
0.75,1,2,70,1,71,41,3.6,1,156,1,0.7,1.9,1,2,3204,4,1,1536,1536,51,4692,6962,3057
0.5,2,2,52,3,60,23,2.2,4,133,1,0.3,1.3,1,2,2332,4,1,883,883,26,4744,4539,2941
0.5,1,2,58,3,50,32,2.2,7,133,3,0.5,1.3,1,1,2596,2,1,1027,1027,30,4579,4521,2822
2,2,1,222,1,209,123,0.3,14,415,1,1.3,4.5,2,1,10269,2,1,3481,3481,124,12418,17877,8136
3,1,1,360,3,321,156,12.5,22,652,3,2.4,5.6,2,2,14253,3,1,5935,5935,215,24497,26746,15483
1.25,2,2,153,1,141,79,3.3,9,342,3,1.4,2.9,1,1,5740,4,1,2041,2041,73,9224,11551,5917
2,2,2,257,1,190,86,6.6,1,489,2,1.5,4.2,1,1,8561,3,2,3975,3975,139,17488,17910,10829
2.5,1,2,218,3,294,154,10.5,1,509,3,1.8,4.6,1,1,11553,3,2,4164,4164,178,21807,22588,13769
0.5,1,2,64,1,45,25,0.4,5,120,2,0.6,1.1,1,1,2714,4,1,1012,1012,33,4359,4644,2687
0.5,1,2,52,2,50,26,1,5,138,1,0.3,1.2,1,2,2724,4,2,858,858,27,3003,4507,1957
0.5,1,1,47,2,57,33,2.5,5,128,3,0.5,1.3,2,1,2723,4,1,1019,1019,30,3929,4552,2503
1.25,2,2,136,2,121,61,2.1,4,305,2,1.2,2.1,2,1,6298,2,2,2601,2601,72,8182,11403,5243
2.5,2,1,223,1,295,130,7.9,34,691,3,2.7,6.8,2,2,11789,4,2,4669,4669,128,13974,23176,9433
1.5,1,1,162,2,176,63,7.3,4,337,1,0.9,3.8,1,2,6739,3,1,2416,2416,97,14092,13803,8786
2.5,1,2,297,1,230,158,5.3,1,557,3,1.3,6.9,1,1,12633,2,2,5192,5192,170,14656,23181,9626
1.5,1,2,167,3,143,94,4.3,19,334,2,1.9,3.8,2,2,8251,4,2,2913,2913,87,12791,13419,7918
1.75,1,2,181,2,178,99,8.5,3,366,3,1.4,4.5,1,1,8856,4,2,2893,2893,118,12764,16008,8164
0.5,1,1,63,3,49,31,2.4,7,139,3,0.7,1.4,1,2,2265,2,2,847,847,25,4428,4632,2725
0.5,2,2,62,2,58,24,2.5,6,107,2,0.3,1.4,2,1,2039,4,2,1035,1035,29,2784,4472,1885
3,1,1,380,1,356,165,0.3,28,786,3,2.6,4.7,2,2,14556,2,2,5204,5204,179,23514,27041,14985
1,1,1,99,2,120,50,1,3,274,2,1.4,2,2,2,4745,3,2,1669,1669,49,6598,9196,4312
0.5,1,2,44,3,50,26,2,7,111,3,0.4,1.2,1,1,2497,4,1,928,928,36,3677,4459,2350
3,2,2,334,1,320,183,0.6,2,639,2,2.5,7.7,1,1,15503,2,1,5319,5319,146,24910,27895,15524
1.25,2,1,161,3,136,52,1,5,309,2,1.3,3.5,2,1,6160,4,2,2085,2085,61,9999,11457,6282
1.5,1,1,181,2,184,97,1.3,9,320,2,2,2.9,1,2,6332,2,1,2669,2669,78,8913,13806,5967
