Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1,1,2,34,1,456,81,49,9,722,2,2.4,1.2,4,2,7525,6,1,55463,55463,65,635,19219,2748.922
0.75,2,1,26,1,421,63,48,3,550,1,2.1,0.5,2,1,5265,5,1,38453,38453,38,517,14494,2413.237
1,2,2,37,2,451,111,52,8,681,3,1.9,0.2,4,0,7772,6,1,55715,55715,51,640,20365,2677.7904
0.75,2,2,26,1,371,68,37,6,558,1,1.7,0.3,3,1,5299,6,1,40679,40679,50,507,14745,2207.7208
0.5,2,1,17,3,255,47,27,3,341,2,1.5,0.7,4,3,3810,5,3,29819,29819,30,343,10230,1527.233
2.5,1,1,90,1,1146,251,113,21,1710,3,5.5,0.3,2,1,19624,6,2,138622,138622,144,1669,50566,6779.7938
2,2,2,64,2,975,169,125,11,1506,2,4.4,2.2,2,1,15571,3,2,103723,103723,115,1419,40053,5796.1192
1.5,2,2,47,3,777,157,68,10,1037,3,4.2,0.2,3,0,11783,3,2,77080,77080,75,1017,29755,4470.0806
1.25,2,2,40,1,692,114,70,6,953,2,2.4,1.6,3,2,8726,3,2,73435,73435,71,854,25583,3978.5952
3,1,1,98,2,1566,315,172,12,2239,2,8.1,1.7,2,3,24179,6,2,162755,162755,170,1886,57014,8999.7718
2,1,1,69,3,1091,223,123,12,1402,3,5.4,0.3,2,2,16073,4,3,108727,108727,133,1340,38847,6328.5936
2,2,1,65,1,1068,228,108,10,1400,3,4.7,0,3,0,14489,4,1,118868,118868,119,1239,37703,6105.3018
2,2,2,73,3,1145,174,84,13,1386,2,5.4,0.3,4,3,14903,6,4,117599,117599,123,1385,40606,6526.6326
1.75,2,2,58,2,826,199,96,14,1266,3,5,2.1,4,0,12252,4,3,87572,87572,95,1149,35539,4899.6184
0.5,2,1,18,1,213,51,22,4,346,1,1.2,0.8,3,2,3841,4,2,26985,26985,33,301,9885,1307.1342
1.75,1,2,60,1,978,153,107,12,1243,3,4.9,2.3,3,3,12214,5,3,97201,97201,88,1056,33797,5517.8738
1,2,1,36,3,563,105,63,4,738,1,3,0.6,4,0,7017,4,2,53691,53691,64,676,19417,3272.6624
1.25,1,1,41,3,618,143,70,10,931,1,3.3,0.5,2,0,9910,5,2,65634,65634,78,791,23763,3625.092
3,1,2,110,3,1628,318,190,13,2151,1,5.9,1.9,2,0,21266,3,3,168863,168863,198,1943,58453,9401.6032
1,2,2,36,3,493,104,61,7,685,3,2.3,0.5,4,3,7596,4,2,51754,51754,68,638,19309,2937.6922
1.5,1,2,48,1,633,152,90,7,1141,3,4.3,0.6,3,1,11807,5,4,82084,82084,102,953,28602,3902.4114
2.5,2,1,85,3,1187,245,162,18,1701,2,5.8,1.8,3,3,18482,4,1,128399,128399,162,1605,50626,7076.3224
1.5,1,1,47,1,813,136,92,6,1084,2,4.1,1,2,2,10770,5,1,81432,81432,79,927,29458,4624.49
1.25,1,2,44,1,571,130,73,10,915,2,3.7,0.4,4,2,10067,6,2,68878,68878,72,875,24339,3462.3824
0.75,2,2,27,2,410,68,35,3,513,3,2,1.3,3,1,5492,3,4,37982,37982,48,524,15256,2396.3134
1.5,2,2,52,3,675,137,67,10,1043,3,3.1,2.3,3,3,10355,3,1,75784,75784,86,973,30402,4024.282
1,1,1,35,3,574,100,58,4,738,2,2.6,1,2,0,6893,5,3,51293,51293,59,613,20454,3248.2726
3,1,2,110,1,1496,274,124,25,2262,1,7.7,4.3,3,0,22828,3,4,176931,176931,195,2105,59301,8839.9976
1.5,1,1,52,3,691,127,77,11,1093,1,3.9,1.8,2,2,10216,4,4,83412,83412,85,998,30085,4114.4842
1.75,2,2,58,3,914,140,110,11,1295,1,3.8,1.3,3,1,12324,5,3,97521,97521,90,1060,34981,5219.9748
1.5,2,1,50,1,765,135,86,7,1123,2,4.4,0.9,4,3,11676,4,2,88304,88304,96,1011,28227,4517.1332
1.75,1,2,59,3,958,194,96,8,1266,2,5,1.5,4,0,13404,5,2,101705,101705,105,1115,34370,5503.5288
3,2,1,110,1,1300,245,127,14,2095,2,8.6,2,2,1,21826,3,3,173375,173375,190,1935,60501,7827.9562
1.75,2,2,61,1,768,196,104,13,1343,1,5.2,1.2,4,1,14060,3,4,102480,102480,113,1196,35302,4723.684
2,1,1,72,2,944,226,122,16,1485,1,4.3,2.6,3,1,14023,6,2,104462,104462,108,1291,39736,5576.3906
3,1,1,99,1,1542,295,122,13,2192,1,8.6,4.7,4,3,21426,5,1,150458,150458,180,2063,57932,8998.2712
0.75,2,2,27,1,333,68,37,5,551,2,1.7,1.3,3,3,5870,5,1,44661,44661,45,473,14805,2011.115
3,1,1,105,1,1579,309,170,18,2212,3,6,5.3,3,1,21614,3,4,167418,167418,183,2019,59307,9187.1528
3,1,2,109,2,1639,263,172,12,2155,3,6.3,3.4,3,2,21800,5,4,161463,161463,180,2083,60905,9468.476
2.5,1,1,91,1,1204,250,105,10,1759,2,4.9,4.1,4,1,18672,5,1,146462,146462,157,1529,50168,7041.1794
1.25,2,1,43,3,594,108,72,7,852,2,2.9,0.8,2,2,8973,3,4,62778,62778,68,753,23505,3463.2706
2.5,2,1,87,1,1432,283,152,13,1906,2,5.7,2.3,3,3,17478,5,1,142842,142842,160,1503,50108,8115.4116
1.5,2,1,47,3,744,131,92,6,1036,1,4.4,2.2,4,1,10946,5,1,85423,85423,87,943,29500,4376.6452
0.5,2,2,18,2,244,52,20,4,344,3,1.4,0.4,2,0,3882,6,2,29893,29893,28,349,9917,1444.8964
2,2,1,64,3,1012,180,128,13,1530,2,4.3,1.3,4,2,14055,6,3,101681,101681,111,1392,39820,5948.775
1.5,1,1,51,2,693,141,96,7,1044,3,4.3,0.9,4,1,10854,3,4,83750,83750,79,956,29428,4121.5988
0.5,1,2,16,1,229,54,31,3,358,2,1.3,0.7,2,0,3490,6,3,27485,27485,32,301,9845,1380.101
2.5,1,2,81,2,1300,280,130,15,1837,2,6.7,1.4,3,1,19427,3,1,131762,131762,125,1538,48713,7401.1954
1.25,2,1,46,1,558,135,66,8,874,1,2.7,0.9,4,3,10226,5,2,71763,71763,77,815,24973,3372.4232
0.75,1,2,28,1,393,67,35,7,536,2,1.7,1.3,4,0,5864,4,2,38264,38264,40,474,15179,2273.0078
1.75,1,1,64,1,841,190,101,10,1253,2,3.7,1.6,4,0,14200,6,2,100523,100523,114,1158,34557,5020.393
3,1,1,99,1,1555,244,149,22,2219,1,5.7,1.2,3,2,20941,5,4,157714,157714,178,2011,58543,8985.5252
2,2,1,65,2,1004,160,114,9,1478,2,6,1,3,2,14847,6,1,104271,104271,101,1206,39676,5766.6714
1.25,1,1,42,3,526,114,73,7,901,1,3.1,0.9,2,1,10162,3,3,68456,68456,80,769,24092,3206.9414
1.25,1,1,43,1,659,108,80,7,854,3,3.5,1.6,3,2,9766,4,1,65017,65017,77,768,25277,3825.7732
2,2,1,68,3,1100,215,87,13,1443,1,5.7,1.8,2,2,16299,3,1,118711,118711,135,1340,37778,6343.4308
3,1,2,102,1,1392,253,139,20,2302,3,7,1.5,2,2,22691,6,4,166672,166672,183,1956,59902,8229.6052
2,1,1,64,1,907,225,124,11,1449,2,3.9,0.9,4,2,14582,5,4,101929,101929,134,1215,39740,5441.1284
2.5,1,1,81,3,1391,264,109,15,1764,1,7.1,1.4,2,0,18607,6,1,148433,148433,153,1707,49184,7957.1984
1.25,2,1,42,2,600,143,66,6,938,2,2.9,2.2,4,0,10054,3,3,70168,70168,78,770,24482,3555.3888
1,2,1,34,1,558,98,45,7,722,1,2.6,0.2,4,0,7308,6,3,54639,54639,64,674,18891,3216.8866
0.5,1,1,16,1,273,57,24,3,349,3,1,0.5,2,0,3776,3,3,25305,25305,33,350,9961,1594.7272
0.75,1,1,24,2,416,64,36,3,523,2,2.1,0.9,3,0,5829,6,1,40322,40322,49,455,14872,2387.7738
2,1,1,66,3,889,192,108,17,1369,2,5.3,1.1,4,2,15329,5,1,104953,104953,103,1350,40667,5327.9298
1.25,1,2,44,1,637,107,75,8,890,3,3.5,1.4,2,0,8956,3,1,70951,70951,79,759,23910,3710.5062
2,1,2,70,2,1004,166,83,14,1438,1,5.9,2.8,3,0,15502,6,4,115778,115778,118,1222,38253,5802.8394
0.5,2,2,17,2,248,51,32,4,375,3,1.4,0,4,2,3995,3,3,26894,26894,32,342,9702,1501.015
2.5,1,2,88,3,1061,269,119,13,1788,3,7,4.3,2,2,20047,3,3,139933,139933,139,1573,49860,6388.6764
2.5,1,2,80,3,1300,210,122,16,1727,1,7.4,3.3,2,0,17735,4,2,127538,127538,170,1769,49507,7665.333
1.5,1,1,53,3,769,157,80,7,1106,1,4,1.4,2,3,11779,5,4,82131,82131,80,909,29913,4407.4958
0.5,1,2,18,3,232,54,30,3,350,1,1.1,0.5,3,3,3655,6,3,28502,28502,34,345,9940,1427.061
1.75,1,1,61,3,796,195,88,15,1239,2,4.5,2.8,3,1,14217,3,3,88074,88074,105,1165,34017,4786.0674
1.75,1,2,64,3,764,197,96,14,1325,2,3.6,2.7,3,0,12801,4,4,89463,89463,90,1130,33625,4576.3682
2,2,1,66,3,973,219,115,10,1450,1,5.1,3.2,4,0,16065,4,3,112242,112242,112,1364,38393,5771.788
2,2,1,63,2,1015,162,88,11,1371,1,5.4,2.8,4,3,15041,4,1,116421,116421,106,1261,37684,5845.9322
3,2,1,105,1,1641,262,188,20,2254,1,7.9,1.2,3,0,20816,3,2,163194,163194,153,1996,57169,9363.5472
1.5,2,2,48,2,679,143,72,11,1137,2,3.6,1.4,3,1,11419,5,3,87115,87115,96,956,28929,4068.6398
1.75,2,1,63,1,967,176,100,10,1219,3,5.1,0.8,4,1,13573,4,2,98211,98211,95,1235,34726,5576.4346
1,1,2,36,3,479,88,65,7,692,2,2.3,0.5,4,3,7739,6,1,59459,59459,68,624,19301,2870.9328
2.5,2,1,88,2,1056,269,104,21,1869,1,5.8,1.7,2,1,18699,5,3,138004,138004,153,1538,47170,6335.1918
1,1,1,32,1,488,92,55,5,695,2,2,0.2,4,1,6916,3,3,59012,59012,52,652,20248,2857.9382
2.5,1,2,80,1,1436,280,140,15,1772,3,5.9,2.2,3,1,19930,4,2,140417,140417,161,1604,47749,8176.506
2,1,2,73,3,940,194,121,15,1456,3,5.1,0.2,3,3,16388,4,4,103208,103208,113,1278,40053,5549.8706
1.5,2,1,49,3,721,163,74,11,1078,3,3.9,0.8,3,3,11796,6,3,79136,79136,79,973,30689,4216.5612
1.75,2,1,62,3,960,142,107,9,1244,3,5,2.9,2,1,13944,4,1,95058,95058,88,1141,33112,5479.7798
0.5,1,2,18,3,283,52,21,3,341,2,1.5,0,4,2,4006,5,2,27475,27475,26,312,10015,1610.7142
2.5,1,2,92,1,1420,212,137,18,1833,3,7.2,4.4,2,0,17695,5,3,140631,140631,133,1502,50044,7976.16
2,2,2,66,2,978,181,110,16,1434,3,4.6,2.4,4,3,16315,4,2,117302,117302,107,1393,38612,5772.593
1.75,2,2,57,2,796,166,75,16,1238,2,4.3,0.2,3,3,13743,5,3,93492,93492,103,1097,35100,4697.9636
1,2,2,34,2,433,92,54,4,751,1,2.9,1,4,0,7065,5,1,59274,59274,67,649,19264,2669.415
0.5,2,1,18,1,234,44,30,2,364,2,1,0.7,3,1,3525,6,3,28189,28189,28,355,9725,1422.755
3,1,2,110,2,1632,313,147,26,2097,2,6.1,4.6,2,0,23330,6,1,173547,173547,182,1976,59752,9356.577
0.5,1,2,18,3,237,54,27,3,373,3,1.5,0.2,3,0,4034,3,1,26429,26429,30,339,9539,1431.3178
