Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1.75,273,152,108,777,3.4,6,3.9,84193,6031,67,2279,29600
1,131,107,52,370,1.8,5,2.1,47250,4069,36,1208,16002
1.75,303,175,79,735,2.5,6,3.8,92343,7370,62,1842,26585
0.75,133,75,30,309,2.7,5,1.5,38720,3278,30,1047,12178
1.5,223,163,90,581,3.2,6,4,71224,5156,59,610,26374
1,126,110,45,404,4,7,2.1,51180,4605,35,2185,16504
1.25,220,119,81,550,3.4,7,3.3,61840,5175,44,1918,21217
1.75,278,168,90,760,5.1,6,3.5,90010,7750,65,3781,28595
1,135,89,54,396,1.1,6,2.7,47060,4626,39,761,14874
0.75,133,65,49,291,1.4,7,1.7,39075,3077,30,1043,12124
0.5,67,47,28,199,0.9,5,1.1,24145,1938,20,818,8488
1.25,191,118,62,526,4.8,7,3.2,62087,5154,48,854,20899
0.75,128,75,46,321,0.9,6,2,37314,2821,27,1391,12040
1.75,269,177,103,783,2.9,5,5.1,92317,6332,65,544,26657
3,411,308,180,1140,3.9,7,6.1,154271,11817,116,6393,52292
1.5,225,138,83,672,4.5,7,3.9,75581,6531,53,2339,23992
0.5,79,54,32,218,1.5,7,1.1,24896,2276,18,163,7430
1.25,160,127,61,562,4.9,5,2.6,62317,4516,46,2560,20986
3,409,276,138,1163,4.3,7,6,156422,13514,113,6665,53065
2.5,435,264,115,956,6.6,7,5.3,126241,9887,94,2341,43766
1,160,111,43,364,1,5,2.8,48665,3734,36,633,15582
0.5,65,42,29,207,0.9,7,1.5,25885,2074,18,586,7423
2.5,419,278,137,1050,6.4,5,5.1,132324,11114,95,2957,41782
1.25,194,117,60,455,3,6,2.9,59095,5712,48,796,20155
0.75,109,73,49,319,2.6,5,2,36658,3225,28,301,12628
0.5,65,53,31,214,1.1,6,1.2,26062,2092,20,741,8946
2,260,222,85,770,6.6,7,3.9,99403,8812,74,1916,33301
0.5,86,56,25,190,0.5,4,1.5,24792,1822,20,522,8843
1,123,84,57,386,1.4,7,2,50504,4269,36,642,15903
2,263,203,110,763,3.7,7,5.3,99919,8520,70,2096,34417
0.75,129,60,42,300,1.1,4,1.7,39695,3377,26,859,11598
3,414,243,140,1189,6.6,6,8.4,157441,13990,116,4081,51914
0.5,86,52,24,205,0.9,4,1,25664,2214,19,359,8443
1.25,174,110,68,554,4.9,7,2.4,64296,5541,45,1637,20616
1.25,188,108,77,539,2.6,5,3.6,63801,5367,47,1754,20283
0.75,95,62,36,317,3,7,1.5,36212,3491,28,1538,12845
0.75,102,75,32,292,1.2,4,2,35600,2694,28,1659,12290
1.5,235,129,67,541,2.7,4,4.1,72425,6011,55,817,25398
0.75,107,79,45,305,2.4,7,1.4,38384,2796,29,369,11213
1.5,211,128,82,580,3.7,4,4.3,78738,6450,55,3057,22643
0.5,85,46,31,224,1.9,7,1.4,25547,2181,18,957,8103
2.5,386,225,114,1001,7.8,4,5.7,130579,9486,99,3563,38563
1.25,202,136,60,527,2.3,5,2.5,64433,4623,44,1507,19368
2,290,200,82,884,5.4,5,5.5,96984,9345,80,3271,29930
3,456,344,147,1231,6.5,4,6.7,158459,12401,119,4383,52634
0.75,107,74,40,288,1.8,6,1.6,38500,3294,29,1101,12961
2.5,383,287,126,975,5.8,6,6.1,117696,11263,97,1737,41557
2,358,195,92,822,6.6,7,5.6,105876,7274,72,3755,33865
3,401,297,136,1273,9.7,6,6.3,149280,13540,110,2827,52727
1.5,201,142,94,646,5.4,4,3.2,74184,5250,56,2170,23097
2.5,328,249,119,901,4,7,6,125477,8815,90,4910,38064
1.75,264,151,86,645,6.6,5,4.2,89123,5952,65,634,26930
2.5,432,218,115,902,4.4,6,6.1,125068,9905,89,5064,39812
1.5,270,142,73,621,6,6,3.4,71726,6382,56,693,24278
0.5,68,47,22,180,0.8,5,1.4,24631,2346,18,229,8551
1,162,93,64,362,1.2,7,2.9,48464,4077,37,1399,15644
0.75,123,82,46,335,2.7,7,2.2,38631,3402,28,940,12968
3,487,262,191,1281,9.1,5,8.7,154563,12394,112,5595,47420
2.5,350,220,109,929,9.9,5,5.4,122184,11706,91,3339,40867
1.75,292,152,89,703,3.2,5,5,84620,6674,70,1548,30779
1.75,301,201,109,772,3.9,6,3.7,83099,6849,64,1133,26531
1.25,155,104,52,488,2.8,4,3.6,64686,4636,48,822,20303
0.75,133,85,35,332,2.8,4,1.9,35832,2989,27,1019,12166
1,120,103,41,411,2.2,6,2.4,47062,4187,35,2113,16768
0.5,69,47,24,184,1.7,4,1,26370,1969,20,272,7560
1.25,177,102,66,495,2.4,5,3.5,61308,4268,44,384,20505
1.5,229,130,97,646,3.7,5,4.5,77031,5350,57,1163,23828
0.5,67,47,29,209,1.3,5,1,24177,1961,18,200,7975
1,174,98,41,369,3.7,6,2.4,50181,4256,35,470,16177
1.75,267,201,81,733,2.6,4,3.4,84902,7373,66,852,26217
1.75,215,155,91,635,6.6,5,4.9,87810,6248,68,1777,28419
1.25,176,102,72,527,3,4,3.2,63124,4986,46,1678,20003
1,157,110,48,432,3.2,6,2.5,48359,4136,38,2171,16336
0.5,75,52,20,201,1.3,4,1.3,23501,1965,18,881,8625
1.5,202,165,89,665,4.5,6,3,73103,5710,59,2964,24101
1.5,251,124,79,622,5.7,6,3.9,77479,5404,57,2993,26617
3,454,336,193,1142,11.9,6,8.4,145148,11956,113,6121,44920
0.5,75,52,20,207,1.2,7,1.3,24011,2121,19,408,7618
0.75,115,61,42,301,1.3,4,1.7,35943,2880,27,1228,11763
1,172,94,45,363,3.6,7,2.6,51284,4146,39,1834,16454
1,160,89,56,445,2.2,4,2,47068,4250,39,1920,17247
0.75,120,80,32,312,1.5,4,1.7,39331,2588,28,219,13150
0.5,82,52,32,187,1.5,5,1,25124,1791,18,759,7500
1.75,292,172,100,783,5.7,6,4.3,92203,6937,65,1710,26374
2.5,391,263,150,956,7.8,4,5.2,123944,9080,97,4512,38576
1.5,193,171,94,641,5.5,5,3.4,72042,6324,56,2114,24362
1.25,155,114,57,538,1.6,5,2.5,65527,5183,46,2432,18603
1.25,209,134,72,519,4.4,7,3.5,65607,5088,50,2804,20148
3,380,279,134,1206,6.5,5,6.2,151189,10685,106,1731,44713
3,534,249,174,1088,7.2,4,8.2,141776,12342,106,5534,50118
2,280,217,89,897,2.7,6,4.7,101954,8535,79,2936,29968
1,151,96,62,375,3,7,2.2,47180,3793,38,1170,16309
0.75,97,82,48,296,2.9,7,1.8,37906,2849,29,971,11373
2.5,311,285,114,1041,7.8,4,6.1,124049,9032,96,5250,38698
2,272,203,120,871,5.6,4,4.6,97127,7652,78,710,30588
3,410,253,139,1204,8.5,7,7.4,142173,11917,107,3782,49559
0.5,64,54,20,207,1.3,6,1.2,25896,1861,18,802,7525
0.5,71,44,31,217,1.9,4,1.3,26150,2156,20,822,8884
1.75,299,153,107,700,3.4,6,4.1,85324,7816,61,2601,26980
1,155,98,49,408,3,4,2.9,50979,4317,39,698,16885
1.75,247,173,92,769,5.6,4,5,82640,6601,67,3633,27057
0.5,61,55,21,195,1.2,7,1.2,24033,2085,19,712,8210
2.5,365,218,157,1031,5.6,5,7.2,122827,8741,94,1581,42847
3,478,341,160,1297,4.2,7,6.8,147842,11143,114,1426,51186
1.25,195,143,54,511,2.4,5,2.6,65081,5520,46,1688,20933
3,362,314,163,1081,5.9,4,6.2,158422,11378,108,2826,48386
1.25,223,131,55,453,4.4,5,3,66064,4315,46,839,21272
0.5,74,52,23,219,0.8,5,1.2,25094,1860,19,581,8296
3,491,295,163,1093,7.1,4,6.7,158932,13086,112,3403,53573
0.75,131,77,43,295,2.7,6,1.6,38294,3124,30,379,12416
1.5,198,137,89,604,4,7,3,71040,5948,56,3242,22976
2.5,392,239,128,1111,6.7,6,5.9,128307,9524,93,1774,41047
2,247,228,102,734,4.4,5,4.6,97059,8705,73,2127,32317
0.75,122,71,39,286,1.6,6,1.8,39512,2578,30,231,11285
0.5,82,49,21,200,0.5,7,1.5,25291,2138,19,340,8212
1.25,152,122,53,514,4.2,4,3,60063,5532,45,2427,19569
1,147,84,44,377,3.3,7,2.6,50978,3569,39,475,16826
0.5,77,49,21,201,0.6,5,1.2,24294,2214,18,256,8710
1.5,197,160,66,595,4.1,4,4,77403,6474,55,2757,25425
1.5,189,172,90,644,3.1,4,3.6,75248,5153,59,2953,25109
0.5,89,51,30,215,1.9,4,1.5,25783,1827,18,1139,8446
0.75,113,84,45,300,2.8,7,1.8,35423,3022,27,305,13419
3,471,250,184,1092,7.5,6,6.1,155700,12134,107,4259,47563
1.25,171,101,71,557,4.3,6,2.6,58872,5202,44,451,19911
0.5,61,49,21,209,1.5,4,1.4,26088,2202,18,254,8174
1.5,252,166,71,613,1.9,7,4.1,72751,5552,54,1297,26817
1.25,225,137,69,462,4.4,6,3.6,58955,4811,48,1064,21137
2.5,422,285,148,1105,5.7,6,5.5,122647,11147,89,2192,40195
1.25,214,118,70,518,4.2,5,2.4,59204,4561,47,1119,20423
2,319,186,117,734,7.5,6,4,98953,7240,75,1064,30163
2.5,308,243,155,927,9.3,6,6.6,119020,10499,91,3861,39788
2.5,422,256,114,1097,5.3,6,7.1,131362,11480,93,1766,42614
1.75,276,175,93,649,3.8,4,4.9,83684,6312,67,3300,30824
0.75,123,81,31,299,0.9,7,1.5,37703,2906,27,1556,12931
1,121,114,52,436,1.6,4,2.6,50643,4308,36,2280,16533
1.5,266,162,70,551,2.8,5,4,79124,6981,56,2313,25224
1.75,226,162,77,777,5.8,7,5.2,83378,6637,64,2472,30712
0.5,74,41,20,213,1.5,4,1,25658,2066,19,151,8949
1.25,207,114,54,495,2.5,5,2.5,63452,4632,47,1989,19843
2,293,192,104,850,6.3,7,4.3,99893,9397,79,2251,30864
1.25,160,143,79,514,4.8,5,3,63797,4724,46,1661,18821
0.75,128,60,36,304,1,6,1.6,36912,3108,28,584,11401
0.75,123,70,40,287,2.2,5,2.1,38597,2978,27,1406,12160
3,417,261,138,1219,10.5,7,6.6,151691,13392,114,4699,47421
1.25,165,107,63,450,4,4,3.6,63322,5003,49,2858,21169
0.5,75,51,21,182,1.9,6,1.3,24120,2235,19,1070,8827
2,297,162,114,845,5,4,5.6,94223,8360,72,2248,34218
1,165,83,41,449,2.3,6,2.7,51649,4627,36,1811,14898
0.75,108,65,36,315,2.4,5,1.8,38097,2725,28,1290,12642
0.5,62,44,21,185,1.5,5,1.4,23773,2181,18,903,8068
2.5,421,266,114,1003,8.7,7,4.9,129445,8764,90,4525,42282
1.25,158,132,60,458,3.3,4,2.9,61607,5829,48,1947,20414
2,279,189,116,824,7.9,5,5.5,99547,7673,77,2955,32981
1.5,229,125,63,669,4.2,5,3.1,78686,6796,53,1619,26069
1.5,231,121,66,631,2.9,4,3.1,73070,5390,59,870,22690
1,129,80,64,445,3.6,7,2.4,50345,4490,37,2110,16657
1.25,167,116,70,547,1.9,5,2.6,63383,4815,49,1426,18902
1.75,215,175,98,768,2.2,5,4.6,88186,7664,66,3573,26213
0.5,83,55,24,181,1.1,7,1.2,26304,1743,20,660,7827
0.5,81,53,29,208,1.8,7,1.4,25829,1842,18,807,7649
3,524,267,141,1171,9.8,5,8.8,147295,13966,118,970,45323
1.5,220,156,88,572,2.3,6,4.3,71879,6505,56,3306,25964
1.5,252,141,77,640,1.6,6,4,77166,5547,57,566,25740
1.25,199,129,69,471,1.8,7,2.9,60650,5280,49,1033,20228
2,304,181,92,850,7.8,5,4.6,97530,7104,70,1266,35321
1,175,83,62,375,3.1,5,2.6,49086,3754,40,2071,16148
1.75,225,187,84,772,3.4,6,4.1,84795,7585,65,2821,27759
3,457,246,130,1331,6.2,6,6,145393,10542,109,4883,48787
0.75,120,72,38,328,1.7,7,1.8,37292,3129,29,1504,12915
1.75,308,162,110,657,4.5,4,3.7,92292,6294,70,2099,27630
1,141,113,54,392,2.7,5,2.8,47474,4656,36,1421,17257
2.5,333,258,143,1037,9.8,5,5.8,125111,9772,99,1914,39502
1.25,180,105,72,499,4.1,5,3.1,60400,4931,47,2532,22185
1.75,268,197,88,677,5.3,6,5.2,88135,7471,63,3320,27906
1.25,164,101,77,479,1.9,5,3.6,61723,5844,44,2371,20343
1,142,84,59,385,1.6,4,1.9,52987,4136,37,593,15383
0.5,72,42,29,209,0.9,5,1.2,25979,2162,18,239,8460
3,383,267,170,1201,4.4,7,8.8,143493,13492,119,5441,52285
2.5,341,264,146,958,9.8,7,5.5,124588,10543,91,2809,44689
0.75,104,78,40,271,1.5,4,1.5,37926,2674,28,733,12796
1.75,300,170,88,755,3.5,7,4.4,90850,7797,69,2821,31308
0.75,116,77,48,324,1.8,6,1.7,38650,3058,29,285,11290
2,282,199,84,727,7.3,7,4.6,94752,7001,73,3105,35523
1.5,258,159,91,603,4.6,5,4.5,76899,6564,55,1958,26235
3,466,285,143,1123,9.5,7,8,155034,12237,107,5727,45531
2,292,196,84,775,7.1,5,4.8,99854,8843,71,3071,29984
1.75,266,145,80,775,1.9,6,5.1,91356,7387,67,1954,26213
1.75,237,177,92,655,6.2,6,3.4,88206,6728,64,640,27984
1,169,108,41,445,3.1,7,2.7,50187,4452,37,523,14862
1.25,205,122,76,529,2.6,7,3.4,61668,5641,50,972,21309
2,266,172,116,878,2.6,7,5.5,100609,7634,79,2674,33047
1.25,171,122,65,457,3.6,5,2.7,61103,5676,49,1902,18767
1.25,209,101,63,467,4.8,7,3.1,62594,4934,45,782,19514
2,320,174,82,849,3.5,5,5.5,105630,6907,77,3464,34350
0.75,90,65,40,319,1.6,7,1.9,38779,3231,27,1161,11991
1,125,85,64,407,2,4,2.5,51723,3561,39,2248,16576
3,426,324,182,1342,3.1,4,7.5,150292,10522,111,2976,45026
1,172,92,52,372,1.7,6,2.7,50074,3819,40,585,16913
2,346,182,117,723,7.9,4,3.9,98666,7673,75,4166,34188
1.75,296,178,108,744,4.1,6,3.8,86533,6380,63,2760,29750
1,127,93,52,362,1.1,4,2,50167,4237,37,2027,16520
0.75,95,68,35,331,1.9,7,2,37375,2759,28,592,13417
0.5,89,43,27,211,2,5,1.2,24306,2287,18,1012,8905
1.25,209,102,52,522,3,6,3,63498,5627,50,2734,22351
1.25,154,120,60,502,3.6,6,3.5,65513,5462,49,1618,19238
1.5,257,127,89,636,2.7,6,4.4,72795,6898,55,3199,24345
3,453,292,162,1338,10.4,7,6.2,146640,11349,109,5666,46243
2.5,379,257,151,938,3,5,5.6,117794,10114,88,2997,41172
1.5,202,123,76,582,4.9,7,4.2,70917,5682,54,1975,22458
2.5,384,248,151,1095,4.6,6,6.9,130181,11043,88,3260,43798
1.25,220,108,72,538,3.3,5,3.4,60339,5798,47,2484,19127
1.75,290,147,77,784,2.3,5,5,92168,8143,69,1155,27605
1.25,217,119,63,478,4.1,4,2.5,58771,5218,45,1509,21858
2.5,415,285,162,996,5.8,7,7.3,130018,11082,88,2818,41569
1.5,233,141,66,589,5.6,4,3.8,72539,6045,54,1642,23939
0.5,60,45,27,208,1,7,1,24341,2057,19,232,7543
1.75,237,161,108,711,3.8,4,3.7,87355,6385,63,3506,30111
0.5,64,51,32,200,0.6,4,1.2,24353,1878,20,606,8641
0.75,121,78,46,302,2.1,7,2.2,36479,2807,28,565,11564
0.75,119,63,39,315,2.5,6,2.2,38438,3364,27,705,12888
2,270,214,82,833,6.8,6,6,95007,8321,74,1416,32030
1.75,313,190,111,766,5,6,5.1,82866,6511,69,3131,28014
2,298,227,101,791,2.9,4,5.7,103225,8438,79,2609,31268
1.5,205,146,66,613,5.8,6,3.1,74974,5700,53,643,26307
2,324,220,111,894,6.2,5,5.9,97206,7437,74,2057,34819
1,139,115,51,388,2.1,6,2.5,51991,3720,37,1993,16284
3,421,268,171,1160,4.1,4,6.1,144940,10694,108,1595,50116
1.25,223,142,58,455,1.3,7,3.3,65064,5290,49,625,20462
1.75,282,178,76,659,4.1,7,3.7,87460,6375,70,3321,29811
2,357,185,105,777,3.3,5,5.7,98761,7698,77,3028,31444
1.5,226,126,70,636,5.8,6,3.1,78379,6573,55,3178,22605
2.5,310,260,102,900,7.4,5,6,127391,11644,100,4699,44211
1.25,179,110,71,535,2.7,6,2.6,59230,4461,47,1736,19591
0.75,118,75,48,287,2.7,7,1.5,39352,3412,26,342,11142
1,148,113,62,380,2.7,6,2.5,51952,4011,36,1301,16218
1,173,115,54,377,1.6,4,2.6,52324,3512,35,1366,17144
1.25,199,100,59,453,3.4,7,2.7,58772,5754,45,1491,19348
0.75,96,77,32,277,2.2,6,2.1,36117,3282,30,410,13028
1,171,105,51,429,3.8,6,1.9,47261,4418,37,1435,17744
1.75,271,170,107,717,6.2,4,4.8,90068,8061,67,1451,27636
1.5,235,148,92,656,1.6,5,3.6,77331,6031,55,651,24234
1.75,238,142,89,639,4.5,7,4.5,83106,6194,66,1616,31319
2.5,433,224,108,997,5.1,5,5,126737,10224,99,2372,41772
1.75,267,150,106,761,3.6,6,5.1,85337,7310,68,685,27344
1,159,88,61,410,1.9,6,2.1,49476,3698,40,2065,16915
1,157,108,62,427,2.1,6,2,51550,4591,39,505,15887
1.5,181,159,83,645,5.1,7,3,75784,6187,55,2282,26084
1.25,177,104,72,481,3.5,6,3.1,61431,4750,44,1354,22131
1.25,185,140,76,538,3.7,7,3.1,65305,5755,45,1984,19603
1,162,85,58,377,1.1,7,2.3,48228,3839,39,1393,15188
3,362,326,125,1234,7.2,4,6.6,146975,10830,105,3377,47226
0.5,71,47,23,192,1.1,4,1.4,24592,2147,18,367,8465
1.75,235,192,100,702,2.5,7,4.4,90502,7871,63,654,26869
0.5,66,56,27,221,1.5,7,1.2,24526,2295,20,312,8789
1,154,91,56,448,2.6,5,2,48622,3719,38,561,15044
3,466,293,120,1299,6.7,5,8.3,158786,12454,120,6490,52552
3,466,288,187,1166,8.4,6,6.4,155311,11014,116,4394,51740
2.5,364,252,146,983,5,6,6.4,130381,11732,91,1675,40429
2,255,163,91,839,3.2,6,5.2,104990,7740,72,3410,29613
0.5,89,57,23,199,0.7,7,1.1,26159,2137,20,1085,8565
0.5,74,41,26,186,1,6,1.2,25132,2332,18,283,7406
1.75,242,177,91,678,3.9,5,3.4,90824,8152,67,3885,28269
1.5,195,131,67,610,4.5,5,3.4,78148,5185,57,2019,24939
2.5,396,287,106,1039,3.4,6,7.2,131557,10932,96,2522,44070
2.5,396,206,105,947,6.6,5,6.4,122696,9109,96,1275,40267
1.5,192,149,92,583,3.2,7,4.1,76751,6551,53,2395,23541
2.5,372,271,126,999,8.9,5,6,129664,10814,92,2566,40282
2.5,433,213,156,912,4.9,4,6.8,118641,9573,96,5061,38384
1.75,284,169,97,700,2.7,7,5,85565,6864,65,3088,30259
1.75,313,191,81,786,1.9,5,4.9,89298,7716,61,1079,25972
1.25,217,133,63,508,2.5,6,2.5,64719,4438,49,2463,18904
0.5,86,55,29,209,1.3,6,1.1,23571,1923,19,885,7966
1.25,163,120,72,459,3.9,6,3.3,60526,5378,47,1678,22300
1,161,83,49,441,1.7,6,2.5,48111,3766,39,365,15448
1,141,81,64,431,1.4,7,2.2,49125,4618,38,623,17472
0.75,114,80,36,283,2.4,6,1.6,39307,2590,30,1485,12922
2.5,385,231,106,911,4.4,6,6,120199,9503,88,2588,40673
1.25,157,100,59,458,4.4,4,2.7,62663,5561,48,687,21603
0.5,65,55,27,216,1.1,4,1.1,25742,2172,20,991,8562
2.5,308,208,104,1060,6.7,5,6.1,120241,10741,90,3604,44237
1,130,113,43,397,1.5,5,2.9,51344,3647,38,1663,15901
2,347,177,130,741,6.9,6,5.8,97635,7570,77,4256,35682
1.25,153,135,55,453,2.2,5,2.5,65544,5058,48,2223,19822
0.75,132,85,31,323,1.8,6,2.1,37705,3489,28,763,11564
0.5,71,48,27,222,0.5,7,1.4,26475,2055,19,824,7768
3,379,253,138,1143,9,4,6.9,157754,12372,117,6869,47458
1.25,161,140,54,496,4.6,5,3.7,64580,5026,46,1185,20857
1.75,228,173,93,725,2.9,5,4.9,82756,7697,63,3179,26478
2,357,184,126,720,7,5,4.3,102320,7110,72,2986,35294
1,168,89,63,377,2.1,5,2.6,47227,3562,35,391,15481
2.5,366,274,110,1032,4,6,5.5,122100,9402,96,4123,39588
1,134,114,60,368,1,5,1.9,50923,3464,37,2147,15383
1.75,212,186,79,728,5.3,4,4.1,82549,6198,68,2552,26391
0.5,82,43,32,206,0.7,4,1.4,25832,2007,18,345,8518
1,135,99,53,392,1.8,7,2.1,47595,3764,36,2032,17491
2.5,310,218,116,941,8.4,7,5.1,119416,8901,98,2489,40136
1.75,250,173,93,777,2.8,6,4.7,84824,8005,62,2060,26076
0.75,98,63,39,331,2.1,4,1.7,36522,3419,27,1217,12785
1.25,160,127,80,482,2.1,7,3.5,65634,5488,50,414,20744
3,529,291,194,1093,8.3,4,6.2,156944,11644,113,4157,45607
2,277,207,121,884,5.7,5,5.3,98026,8730,72,3846,32193
1.75,288,162,108,751,3.1,5,5.2,87757,6377,62,1044,26798
3,484,338,184,1329,5.9,6,8.2,150677,13637,118,5270,45602
2.5,447,266,159,1048,5.1,6,5.9,128654,8859,90,1423,39714
0.75,114,79,38,271,2.8,6,1.9,38504,3216,26,879,12842
1.5,181,131,71,667,5.9,5,3.3,73623,6202,57,1049,24696
0.75,99,76,41,298,0.8,5,1.8,38963,2633,30,585,13101
0.5,89,55,21,209,1.8,4,1.4,26175,1881,20,916,7445
3,526,286,185,1214,9.2,7,6.1,141317,10975,113,3103,46304
1.25,180,139,56,531,4.7,4,2.8,59231,4721,50,1276,18650
1.75,256,169,104,684,2.8,6,3.4,91854,7722,64,3038,27432
