Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2.5,977,541,241,1675,22,5,17,146292,23954,6011,51872,37939
3,1235,598,258,2162,22,7,18,183631,30344,6557,59263,43245
0.75,271,142,69,554,6,4,5,42764,8207,2581,15458,11290
0.75,307,157,86,534,5,5,5,39861,7671,2315,16038,10723
2.5,873,477,267,1690,19,4,15,133748,25698,8514,52145,35529
1.5,542,256,168,1052,4,5,9,85146,15463,4070,32152,21913
1,382,186,90,715,4,7,6,57173,9337,2462,20020,14980
0.5,197,101,38,373,5,6,3,26548,5079,1757,9905,7410
0.75,266,129,63,534,3,7,5,42155,8055,2123,15303,11220
2.5,902,560,285,1741,5,4,16,133111,26271,8151,49878,36908
1,342,205,99,699,10,7,7,54418,10286,2291,20592,15008
0.5,201,105,40,325,3,7,3,27882,5249,1326,10271,7211
3,1263,527,344,2053,16,6,19,156061,32691,6607,60806,45194
0.75,292,139,61,511,2,5,5,44010,7942,1649,14901,11102
2,766,402,178,1391,10,6,13,121992,21855,5738,40020,29260
1.75,648,322,160,1200,7,7,11,91895,18826,3897,35369,25187
1.75,622,389,143,1266,13,7,11,105624,18739,4968,37351,25655
3,1046,583,332,2113,13,7,20,184633,32536,10797,59176,43426
0.75,319,129,72,501,3,4,5,41963,6920,2141,14668,10953
0.75,249,171,90,553,4,5,4,40767,7972,1662,15362,10744
1.25,490,216,100,921,11,5,8,70509,12913,3073,25097,18226
2,797,387,236,1427,6,6,13,110128,21716,6121,39460,29526
1,433,199,111,739,7,4,6,53689,10766,2858,20238,14791
2,753,428,240,1500,9,4,12,113917,19077,5640,41763,30264
1.75,603,334,157,1251,7,7,12,100146,18856,3948,34451,25367
2.5,986,566,254,1627,23,7,16,134885,23618,7570,50039,37388
0.5,179,104,44,366,3,6,3,26710,5284,1669,9963,7350
3,1238,607,305,2230,22,4,19,161325,29222,8450,59503,44439
0.75,303,160,69,569,6,6,5,39813,7486,1827,15158,10879
1,412,203,95,682,6,4,6,61751,9173,2584,20857,14303
1.25,534,230,152,934,5,4,8,69625,11702,4341,25042,18636
3,1191,565,241,2252,9,6,20,168767,32805,7476,62351,42884
1.5,524,268,158,1107,8,5,10,87567,15759,3814,30092,22460
2,773,410,158,1433,13,6,12,111916,20110,5754,39804,30232
0.5,168,112,45,375,4,7,3,26806,5164,1763,10071,7484
0.5,211,112,42,355,3,5,3,27054,5391,1624,10641,7156
1.5,496,276,120,1026,7,5,9,89991,15556,4082,31576,22754
2,696,367,200,1327,20,6,13,104017,20052,4616,41169,29869
1.75,625,339,211,1262,16,7,12,96975,16232,4285,34153,24990
3,1220,609,355,2148,28,4,20,183068,28610,9783,59007,43255
0.75,258,161,90,503,4,5,5,39481,7059,2013,15694,10759
1,376,201,119,652,9,7,6,61125,9028,2809,21241,14288
3,1265,672,378,2193,13,6,19,160333,28499,9192,58481,45073
0.75,253,159,65,507,4,5,5,45027,7791,2521,14969,11118
1,331,221,104,712,9,4,6,56091,10930,2515,21006,15166
2,744,402,235,1400,20,4,14,117260,18429,5267,39363,28853
2,740,355,187,1312,7,7,12,111259,20089,6102,42090,29714
0.75,285,132,64,559,7,4,5,39252,7971,2672,15650,10671
1.5,637,325,136,1005,11,4,10,80306,14260,4830,31914,22581
0.5,175,110,46,338,2,4,3,30782,5226,1424,9724,7360
1.75,702,305,187,1293,8,6,12,94083,16656,6282,37197,25320
2.5,874,546,233,1799,10,5,15,148641,23074,5896,51454,37280
3,1178,522,279,2020,23,4,20,164650,31972,9386,59226,45038
1,382,200,124,714,4,5,6,56549,10561,3458,21339,14275
0.5,205,92,40,359,1,5,3,29634,4596,1225,10446,7351
0.5,188,102,56,351,4,6,3,28631,4586,1767,9923,7300
3,1300,534,307,2162,29,4,20,164570,27002,6888,61744,42629
2.5,955,496,265,1853,16,6,17,141443,23847,5465,52117,36314
0.5,207,100,62,344,3,6,3,26639,4941,1174,9811,7124
1.25,526,221,156,864,5,7,8,71514,12733,3579,25377,18287
1.25,532,231,138,834,5,5,8,71061,12162,4426,25721,18713
1.5,586,314,118,1129,13,4,9,84668,15329,4711,30592,21965
1,367,226,104,706,6,4,6,54715,9499,2871,20062,15146
0.75,333,170,63,519,6,4,5,42375,7252,2697,14906,11085
1.25,468,251,147,914,12,5,8,73426,12671,3681,25438,17784
2.5,825,523,191,1845,11,4,16,142242,26501,5757,53573,36152
0.5,217,91,42,370,4,7,3,26707,4570,1321,10067,7416
1,397,230,101,714,7,5,7,56269,10952,3075,20129,15033
1.25,508,248,142,853,10,4,7,66695,12399,2884,24409,18449
0.75,278,137,59,571,2,4,5,41405,7243,2458,15413,10652
1.75,605,397,138,1221,11,4,12,96032,17796,4082,35018,24899
2.5,912,439,291,1711,19,6,17,140099,23461,5977,52890,36797
2,809,404,210,1303,17,6,13,105245,21321,5402,41752,29457
0.5,216,95,42,353,1,6,3,27376,5455,1551,10016,7492
0.5,223,95,40,358,4,6,3,26198,4700,1532,10286,7181
0.75,307,133,71,543,7,7,5,42661,8202,2585,15363,10779
1.25,473,287,144,827,8,6,8,66015,11444,3617,25085,17846
0.75,254,172,65,533,2,4,5,41103,7405,2178,15399,11123
0.75,253,159,71,495,3,7,5,41325,7580,1715,15236,10910
2,773,428,182,1449,14,4,13,107629,21164,5221,41628,28440
1,447,197,102,740,3,4,7,60716,9144,2272,20484,14749
1.75,595,366,211,1328,7,4,11,91522,16811,5046,35370,25060
3,1157,620,306,2294,25,7,19,181840,28523,8750,61621,43908
1.75,604,340,197,1238,13,7,11,98568,18388,5238,34268,26595
1,447,226,84,681,7,4,7,60796,9293,3234,20638,15098
1.25,507,254,117,918,12,5,8,71859,12742,3656,25308,18926
0.5,192,114,52,341,4,7,3,30876,4784,1353,10381,7467
1.75,686,324,171,1146,4,7,10,106865,17222,5595,36019,25447
0.5,187,99,50,332,2,7,3,30374,5348,1668,9937,7311
1.5,544,292,135,1085,8,4,10,92222,15353,5378,30529,21435
0.75,283,160,63,517,7,4,5,43480,6831,2201,15442,11073
1.75,715,391,207,1335,6,4,12,103187,18677,3809,35311,25869
1.25,521,227,112,822,5,4,8,66960,12419,3638,26503,18213
0.5,196,104,61,356,2,6,3,30392,5349,1095,10578,7296
0.5,189,95,56,358,1,4,3,27238,5252,1589,9949,7594
0.5,192,112,57,344,3,7,3,29930,5440,1090,10577,7293
0.75,262,163,79,505,3,4,5,40927,7835,2021,15319,10850
2.5,995,483,301,1848,21,6,17,141980,26654,6681,49037,37662
1.25,502,257,150,934,9,5,8,75490,11486,4157,24758,18755
2,766,377,192,1395,11,4,14,107781,18483,6179,41427,29239
2.5,1122,532,273,1818,10,6,17,152929,26738,7254,51542,35769
0.75,302,137,78,542,2,7,5,44749,7106,2340,15441,11215
1.25,495,252,144,915,7,4,8,72299,12434,3891,24942,18799
2.5,842,532,227,1881,16,5,16,137021,26708,7293,50084,36761
1,449,181,114,703,8,4,6,60349,9151,2354,20947,14818
2,823,356,203,1362,8,5,13,110954,19365,4418,39799,29998
0.75,323,133,58,537,2,5,5,41018,7609,1968,14838,10912
1.25,414,213,154,836,12,5,8,69802,12426,3210,24951,18101
0.5,199,104,44,340,5,6,3,28291,4849,1776,10508,7471
0.5,171,90,38,328,4,5,3,30253,5183,1202,10670,7433
1.75,749,387,216,1261,11,7,10,94924,16304,5274,36752,26221
1.5,598,261,163,1073,9,6,9,79110,14931,5218,31194,21767
3,1159,520,246,2143,29,7,19,182711,27607,6740,58402,43284
2.5,1042,451,308,1765,19,7,16,141688,22890,8414,51598,37765
1.75,675,348,219,1332,5,6,11,91569,18682,4572,36203,25841
1,385,223,90,744,5,4,7,59218,9851,3243,21288,14214
2,730,447,195,1499,18,7,12,118239,20520,6057,41442,30266
2.5,911,491,207,1745,23,5,17,153237,23705,7170,48778,35958
2,891,378,193,1425,5,7,12,111529,20936,5939,41110,30079
0.5,201,109,41,371,4,6,3,29913,5462,1323,10239,7418
3,1307,683,351,2173,29,7,20,177940,31318,6920,63272,43176
3,1306,537,325,2094,17,7,19,185670,30344,10072,60368,43713
2.5,1088,514,245,1752,14,7,16,142759,22942,6157,50402,36181
0.75,329,140,90,531,7,7,5,43375,7383,2298,15998,10843
0.5,166,90,41,360,3,7,3,30177,5285,1315,10239,7541
1,434,181,83,740,8,5,6,56901,9427,2173,19430,14230
1,398,229,87,703,7,4,7,57105,9533,2221,19551,14881
0.75,324,139,78,537,2,6,5,43060,7570,1616,15322,10810
2.5,1079,523,287,1908,13,5,15,149520,24934,7503,50818,36729
1.75,671,302,173,1293,13,5,11,94164,16817,4132,37080,26349
3,1005,621,313,2266,20,5,20,157462,32083,10125,62137,43466
1.5,583,286,186,995,13,5,9,80164,14992,3536,29752,22149
1.5,497,302,167,1073,11,4,9,87904,15990,4623,30846,21639
2.5,1004,524,258,1742,15,6,15,132719,26429,8325,53417,36566
1.75,679,400,178,1270,10,6,11,92213,16491,4077,36413,26099
1,416,192,82,667,2,4,6,56865,9131,2960,20355,15078
0.75,271,161,66,503,5,5,4,44267,8139,2676,14882,11190
1.5,668,277,146,1075,9,5,10,87721,15108,4465,30068,22244
0.75,317,131,69,543,6,6,5,45032,7693,1809,15703,11040
3,1228,549,360,2162,20,5,19,179056,27034,7680,61467,44348
2.5,892,556,299,1890,6,5,15,153333,23931,8397,53674,37481
1.5,575,334,124,979,15,7,10,92314,16133,4338,31706,22376
1.5,666,285,179,990,5,5,9,78849,16278,5259,30330,21607
2,662,398,152,1373,7,4,12,112449,19248,7004,42815,28850
2.5,881,472,269,1625,24,4,15,149662,27157,6008,52879,35728
0.75,286,162,60,542,5,6,5,42928,8019,2543,14697,11286
1,443,200,93,757,3,6,6,52387,10763,2287,21263,14784
1.75,582,346,197,1151,7,7,10,102686,16242,4448,36716,26181
0.75,296,152,58,561,4,6,5,42342,6955,1917,15323,10848
2.5,1107,537,294,1827,12,5,16,133711,27143,5430,53206,37620
1.25,448,251,110,848,9,7,8,67462,12282,3313,26201,17880
1.75,730,389,172,1194,5,7,11,95821,17315,4435,34988,26147
1,404,193,88,669,8,6,7,55132,9250,2959,21243,15060
1,372,197,77,662,7,6,7,53681,9198,3593,21302,14660
2.5,1088,557,231,1746,21,7,15,130649,27062,7993,53299,35808
1.75,743,336,175,1175,5,4,11,99497,17863,5257,35410,24965
1.5,580,319,169,1126,7,6,10,79880,15673,4757,29204,21629
1.5,633,274,161,1043,5,6,9,83899,14265,3314,31416,21580
0.75,283,172,81,557,3,7,5,40737,8070,2482,15335,10887
1,374,182,82,742,5,4,7,58355,9967,2569,19784,14434
3,1040,674,348,2291,11,6,18,170391,30868,8076,61831,43116
3,1146,553,265,1978,23,4,19,181252,30451,6452,60704,44066
0.75,283,158,71,492,3,7,5,44283,7559,1896,15116,10848
2.5,1023,487,291,1688,16,7,15,147386,26108,7415,50095,37553
1,392,220,96,760,6,6,6,58792,10174,2981,19567,15180
3,1146,538,231,2098,18,7,19,164952,28160,9176,64414,45556
2.5,1049,482,220,1675,9,6,16,137401,23149,8557,51937,36204
3,1062,659,359,2054,26,5,19,170252,27519,7525,60044,42721
0.75,289,160,79,515,7,7,5,39721,7157,2046,15910,11279
0.75,300,156,85,524,4,5,5,40287,8146,2351,15770,11114
1.5,643,292,120,1138,13,4,9,85377,15898,3696,30017,21408
2,863,411,213,1305,4,6,12,104798,21732,5172,42837,29182
1.75,599,355,139,1221,4,4,12,93731,18801,4410,36664,25377
3,1275,558,360,1953,7,4,20,184628,32581,9198,59860,44307
0.5,208,113,54,343,4,5,3,29054,4809,1562,10650,7450
0.5,220,87,54,376,3,5,3,26619,4834,1233,10007,7574
0.75,294,145,86,523,5,7,5,44259,7313,2004,15955,11336
1.75,729,320,168,1276,9,4,10,104509,18849,3832,34635,26407
0.75,261,129,90,555,3,5,5,43622,7041,2275,15394,10745
0.75,262,162,77,517,7,4,5,43772,7874,1633,15113,11384
1.75,768,320,161,1321,5,6,11,106538,15833,4017,34956,25363
0.5,203,107,44,379,2,5,3,30015,5163,1485,10384,7168
1.75,745,349,173,1309,17,4,11,108241,15997,3857,37339,26504
2,731,435,252,1525,8,7,12,119399,18766,6243,39451,30377
2,852,457,237,1473,13,5,13,116872,20764,7021,41663,29049
0.5,167,111,62,369,3,6,3,27929,5063,1626,9886,7312
1.25,455,281,96,947,11,7,8,74008,12690,4257,26823,18439
1.5,661,308,156,1015,4,4,9,80216,16102,4396,31397,22268
2.5,898,551,297,1758,9,5,15,148514,23366,6667,51780,36022
1.5,509,284,175,1074,7,6,10,83654,16322,3643,30985,21771
2.5,974,456,219,1820,16,6,16,141647,26756,7917,51385,37536
1.75,779,320,184,1255,10,4,11,91052,17284,4210,35099,25828
1.25,548,261,142,935,8,5,8,75553,12225,3433,25959,18943
0.75,307,133,65,556,4,6,5,45974,8002,2637,14588,11251
1.5,632,296,177,1037,6,4,9,79028,15006,4902,32174,21346
0.75,261,146,66,529,3,5,5,42189,8114,1748,14791,11393
1.25,447,223,152,883,8,6,8,75216,12200,3678,24946,18142
1.75,752,318,189,1279,17,6,12,107714,17045,5695,36963,25642
1.25,493,230,124,942,6,6,8,69520,12864,4358,24514,18556
1.75,771,354,150,1270,10,5,11,97161,16514,5216,34775,26555
0.75,331,165,63,491,6,6,5,41494,7519,1790,14579,10950
0.5,179,91,49,363,5,6,3,26408,4699,1321,10326,7350
0.75,276,130,70,554,2,5,5,43958,7144,1698,14710,11198
0.5,174,113,49,352,4,7,3,27658,5414,1591,10608,7498
1.75,628,383,133,1165,5,6,11,96278,18729,4359,36790,26252
1.75,711,365,213,1309,15,7,11,92255,17649,5038,37550,25882
0.75,303,168,90,533,2,7,5,44808,7859,2238,16096,11071
2,825,371,223,1420,5,4,12,117605,21315,5820,42645,29192
0.5,169,87,39,349,4,7,3,27778,5287,1291,10149,7576
1.75,733,317,134,1188,13,6,10,104814,16320,4578,33994,25064
1.75,603,386,176,1178,14,4,11,94126,16984,3989,36588,26267
0.75,259,163,92,524,4,5,5,44523,8073,2466,14989,10978
1,353,175,105,755,8,7,6,54937,10573,2369,20869,14688
1,345,190,100,722,10,5,7,52151,9057,2284,20649,14244
0.75,250,153,91,545,7,7,5,43186,8112,1684,15364,10939
1,373,212,88,762,10,7,7,61887,10914,2958,20457,14682
1.75,583,337,179,1193,17,5,11,96975,18946,3913,34854,25953
1.5,530,339,119,995,8,5,9,79088,14674,5160,31074,22610
3,994,649,269,2290,21,4,20,165161,29583,9841,60813,45240
1,347,216,117,736,3,5,6,60066,9676,3450,20216,14711
1.5,558,286,144,1065,13,4,9,91450,14876,4718,31765,21440
2,725,407,224,1457,6,7,13,120419,18522,6820,38906,30200
2.5,954,573,280,1736,18,4,15,134402,23499,6541,50336,36752
3,1214,661,327,2193,20,5,19,160603,32296,10255,61588,44306
0.75,290,152,79,551,4,6,5,43567,7675,2625,15750,11066
0.5,206,90,49,375,3,4,3,28472,4989,1413,10266,7165
2,671,425,188,1355,19,7,13,112634,21727,6422,40676,30341
1.5,662,262,182,1116,10,7,9,78837,16232,3249,31234,22667
1.25,430,252,112,907,5,5,8,69597,13606,3466,26456,18640
1.25,413,269,129,895,3,7,8,66666,11766,4241,25710,17922
3,1152,555,360,2119,13,7,20,162242,32286,9437,61257,45116
1.75,613,321,138,1169,9,4,12,102350,16809,5489,34652,25755
1.25,520,215,131,953,10,7,8,77155,13185,3061,24275,18078
1.5,512,331,169,1089,6,7,9,91135,15329,3484,30725,21861
3,1062,681,353,2170,17,7,19,176417,29571,10311,58651,42628
3,1052,638,265,2083,20,4,19,180464,32581,8297,63600,45382
0.5,214,89,58,376,2,6,3,28904,5389,1572,10118,7473
1,342,172,89,762,9,5,6,60320,9253,2384,21059,14611
2,717,367,221,1365,8,6,13,118965,21241,5492,42349,28784
1.5,597,325,155,988,9,4,10,78200,13725,5106,31583,21513
0.75,279,128,58,539,6,6,5,40077,7531,1761,16120,10731
3,1087,653,256,2182,28,7,19,160152,27450,8431,63518,45181
3,1081,536,246,1986,20,5,19,157679,32380,6561,59731,43675
1.5,520,276,159,1141,9,5,10,90691,15434,3591,30134,21928
0.5,204,104,49,361,1,7,3,30948,5439,1690,10746,7462
0.5,204,99,57,334,3,5,3,27261,4834,1103,9779,7391
0.75,263,128,89,509,7,5,5,46499,7252,1668,15626,10699
2,858,443,212,1357,10,6,13,117013,20987,7097,39648,28724
0.5,197,106,41,335,2,7,3,29810,4526,1174,10683,7369
2,721,411,193,1524,9,7,13,120907,18010,5637,40947,28529
0.75,315,156,92,517,3,6,5,40471,7764,1818,15410,11196
2,741,454,231,1400,9,4,12,116766,19097,6971,40182,28577
1.75,584,306,146,1165,13,7,12,101500,16184,3814,35545,26141
1,391,172,95,723,6,6,6,61184,10880,3438,19665,14320
1,335,202,92,755,8,6,7,53090,9280,3313,20407,14693
0.5,186,86,42,346,5,7,3,29625,4756,1662,9908,7348
0.75,265,150,72,516,6,4,5,40545,7272,2079,15913,11019
1.5,571,324,122,1124,14,5,10,91392,14676,4892,31061,21609
2.5,997,467,274,1730,20,5,17,152070,24421,8328,53531,35963
3,1340,644,281,2127,17,4,20,168667,27076,10159,60224,45044
3,1231,547,368,2178,9,4,20,171181,28280,8195,64115,45337
1.75,689,386,201,1253,11,6,11,96418,16256,5376,34969,25726
2,895,377,172,1361,7,6,12,116875,18337,6343,42995,28682
1.25,504,213,120,941,7,6,8,77051,12591,2901,26220,18977
0.5,195,104,51,375,2,6,3,28756,5028,1695,10434,7515
0.75,249,169,90,539,7,4,5,46286,7368,2037,14558,11173
0.75,332,153,91,489,2,5,5,41340,7631,1974,14711,11138
1.25,550,272,108,840,5,7,8,69600,12579,3091,25010,18650
1,431,206,124,735,6,6,6,59808,10064,3221,19819,14416
1.25,413,245,111,844,8,5,8,67622,12375,3000,26019,18628
0.5,177,113,51,372,4,7,3,29734,4981,1256,9866,7365
1.5,561,264,156,1085,12,7,9,88739,16436,5298,31423,22158
3,1208,594,359,2071,22,4,19,184191,28694,9495,60980,45324
1.25,559,224,118,841,3,7,8,65485,12390,3240,25699,18712
0.75,254,136,73,496,5,4,5,39131,7985,2027,14748,11382
1.25,481,279,146,828,8,4,8,75688,11934,4073,24810,18541
2.5,983,535,266,1779,14,4,15,146642,27334,5379,52422,36249
0.75,311,139,82,531,7,4,5,46301,6947,2394,16038,10951
2.5,939,526,206,1686,5,6,15,131667,26923,8412,50040,36218
3,1155,574,242,2141,6,5,19,183390,31363,10580,62131,44460
0.75,274,149,69,539,3,6,5,41096,7027,2637,14899,10775
0.75,272,147,85,535,5,6,4,41816,6984,2502,14558,10838
2,732,440,203,1509,18,6,13,116551,20934,4742,41915,28774
0.5,189,111,39,382,2,4,3,27847,5340,1439,10213,7236
0.5,191,110,52,339,4,5,3,26246,5396,1691,10012,7120
1,449,207,98,667,3,4,6,54312,10683,2465,20444,14217
0.5,191,111,48,345,1,6,3,28214,5400,1574,10469,7339
1.25,450,260,125,863,12,4,8,74274,11724,3399,25836,18921
1.5,634,319,149,1064,6,7,10,85979,15527,4422,31897,22424
3,1286,582,324,1956,25,7,18,159518,32159,10045,60408,43127
0.75,337,152,81,496,5,5,5,45811,7381,2586,14901,11145
1.5,548,276,157,1006,4,4,9,88272,14518,4178,30776,21466
1,436,195,107,749,3,7,7,54682,9250,3007,20957,15059
0.75,276,155,63,494,7,7,5,39316,7196,2012,15096,11134
0.5,209,91,42,326,3,4,3,29399,5060,1723,9887,7420
1.25,532,213,114,942,4,4,8,71162,12183,3684,26867,18175
1.5,603,345,154,975,8,4,9,80795,15875,4152,31985,22291
2.5,1121,465,287,1733,23,4,16,147985,22997,7168,49036,37661
0.75,253,132,88,488,7,7,5,39925,6974,2472,15974,11364
0.5,214,104,49,331,1,6,3,29499,4771,1697,10567,7160
1.5,599,331,142,999,12,7,9,90681,15982,4459,29780,21451
2,892,430,192,1335,18,7,13,115031,19456,5406,39925,29286
1.75,646,302,150,1149,16,7,11,103945,18777,3845,36350,25488
3,1248,686,362,2075,30,5,20,164382,31933,6982,59641,44261
0.75,298,163,92,552,6,6,5,40719,6800,1923,15977,11313
2.5,946,497,292,1640,11,5,17,153969,24319,6391,49100,36375
1,433,214,111,693,5,6,6,53182,10183,2662,19460,14476
1.75,767,362,180,1337,8,7,12,100427,19224,4782,36802,25241
0.75,320,139,78,535,2,5,5,42084,7453,2097,15229,10784
1,375,217,104,735,7,6,6,58836,10149,3294,20830,14993
1.25,472,249,107,821,8,4,8,77151,12246,4235,26184,18504
1,417,226,90,747,4,7,6,56694,9107,3379,20327,15084
1.25,538,221,105,871,5,6,8,68142,12299,4273,26534,17984
1.75,630,315,140,1150,6,4,11,107285,17710,5867,36399,25401
2,781,342,204,1461,4,5,12,117546,18444,5595,39818,29851
1.75,777,385,172,1309,17,7,11,106385,17690,4261,36684,26092
0.75,265,152,76,535,4,6,5,39311,6886,1952,15514,10900
0.5,181,91,62,356,2,5,3,29415,4871,1512,9985,7318
2,869,352,238,1314,9,6,13,118246,18997,4952,41866,30294
1,412,194,91,718,2,6,7,56364,9489,2983,20718,14792
1.75,777,336,191,1203,5,7,11,104557,17568,5539,34550,26522
1,358,222,85,714,6,7,7,53901,10687,3135,19889,15083
1.25,455,233,139,926,4,6,7,68727,12902,3777,26822,18549
1.75,660,376,201,1316,16,5,11,107379,19093,6038,36736,26540
1.75,667,359,177,1269,14,7,11,106878,17485,5625,34961,25237
2,698,362,198,1368,16,5,13,109393,21578,4545,41158,29560
0.75,329,164,60,511,4,6,5,41853,7934,1963,15261,11335
1.75,746,390,200,1198,9,5,11,97479,16739,5570,36821,26150
1.75,698,350,194,1212,8,7,11,96259,18120,5829,35792,25160
2,775,422,159,1465,5,5,12,109199,20085,4545,39617,30129
1.25,471,215,103,837,9,4,8,73606,13043,4302,25941,18244
2,689,342,217,1369,15,7,12,119330,19380,6771,38924,30015
0.5,214,111,57,362,2,6,3,26407,5126,1347,9791,7288
1.25,560,218,128,857,3,4,8,68323,12067,3234,25571,17755
3,1007,643,282,2249,23,6,20,168998,31289,7553,63370,45445
2,891,402,175,1319,9,4,13,106004,20042,4647,39950,30136
1.5,510,274,143,1065,15,4,9,90781,14021,3234,32020,21385
1,435,214,100,707,7,5,6,55883,9800,3590,20597,14570
1.25,471,216,97,902,5,6,8,67310,12204,3039,25804,18889
0.5,198,113,44,371,2,4,3,28490,5196,1428,10155,7557
1.5,634,304,172,1079,4,5,10,80100,13836,3743,31534,22484
1.75,691,318,198,1247,15,5,11,107785,18808,4440,35458,25334
1.5,636,284,141,1144,5,6,10,86984,14536,4380,29244,21662
1.75,621,327,137,1153,15,5,11,107204,18770,5583,37534,26440
0.75,329,148,58,571,7,7,5,46351,7154,2435,14858,11251
1,449,226,126,705,7,7,7,55077,10377,2860,21355,14895
2.5,1030,504,210,1804,14,4,15,153842,26369,7293,51884,36009
0.5,222,87,49,349,1,7,3,30769,5375,1446,10260,7468
3,1170,676,239,2060,13,6,20,170672,30375,10119,58922,42782
1.25,516,276,99,840,10,5,8,76214,12557,2883,26525,18200
1.75,742,373,193,1326,9,7,11,94605,17402,4322,34710,25216
1,412,204,88,747,5,5,6,58566,10068,3382,19636,14851
2,880,351,214,1350,6,4,12,105923,18904,7098,40261,29402
1.5,503,271,160,1100,7,6,9,84558,15210,3590,29140,22145
0.75,288,146,74,497,2,4,5,44393,7913,2276,15126,11216
0.75,292,167,57,492,5,7,5,45771,7329,2442,15704,10786
2.5,931,444,266,1738,12,6,15,140504,26926,8413,52070,37553
1,370,206,123,741,8,4,7,57936,9571,3363,20069,14475
1,412,228,113,732,7,5,6,56498,10251,2867,19561,14631
0.5,201,87,56,365,3,4,3,29693,5327,1763,10482,7266
1.5,657,320,117,1018,6,7,10,83991,14860,4566,29148,22573
0.5,171,99,57,330,3,6,3,26461,5212,1301,10032,7136
1.25,483,276,139,868,4,5,8,76488,12365,3269,25737,18084
3,1041,551,228,2094,11,5,20,161668,31137,9842,62290,44413
1.5,626,313,143,1034,6,4,10,86697,13862,4023,31952,22480
2,770,369,223,1487,14,5,12,106797,19041,4732,42046,30021
2.5,1120,547,198,1771,10,5,16,130411,25858,7094,51402,36983
2,669,417,229,1491,11,7,13,111082,20835,6215,40742,29601
0.5,179,89,42,341,4,4,3,27266,4508,1146,10234,7130
1.5,664,283,120,1101,10,6,9,83473,15051,4478,32007,22207
3,1046,612,298,2032,7,6,18,163449,28773,7012,60359,43440
0.75,280,153,85,565,4,6,5,42934,8207,2671,15390,10877
0.75,324,170,72,557,2,5,5,43159,7905,1969,15784,10963
2.5,1042,428,313,1755,19,7,15,142939,26819,7350,49881,37213
0.75,333,164,71,568,3,7,4,40787,8103,1855,15173,11166
2.5,1093,511,302,1745,9,6,16,138876,25067,6756,49741,37401
0.5,209,85,59,325,3,5,3,26804,5230,1771,10162,7379
3,1039,564,344,2139,9,6,19,176911,28334,10741,60552,43646
1.25,470,215,100,827,3,7,8,68411,12142,3920,25711,18924
