Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2.5,268,103,6,540,309,2,3,4813,12204,142,17261,22635
1,112,63,1.5,263,103,3,0.8,1862,5254,54,9389,9001
1.5,168,87,6.7,326,182,4,0.9,2732,7616,86,11502,13495
1,118,47,4.1,257,105,2,1.2,1904,4818,56,9542,9077
1,121,40,1.3,236,128,4,0.6,2101,5289,61,9535,8989
2.5,246,167,0.5,716,214,2,2.8,4225,10127,123,18198,22283
0.5,47,34,0.4,117,44,3,0.5,880,2564,34,2768,4511
0.75,78,40,0.6,200,89,2,0.7,1422,3271,51,4958,6831
0.75,78,46,3.2,185,95,3,0.5,1281,3057,40,5021,6885
1,122,56,2.6,256,100,3,1.1,1769,4086,49,5606,9230
2,187,109,5.3,520,210,4,2,3555,8845,102,15566,17902
2,211,92,1.1,440,248,2,2.7,3872,9931,109,15922,17959
0.5,47,29,1.1,124,47,2,0.7,1061,2663,30,4769,4513
1.5,177,66,6.6,400,135,2,0.9,2682,7973,72,12440,13867
2,215,133,8.8,544,189,4,2.3,4104,9814,106,16969,18225
1.25,135,72,2.1,292,130,3,1.7,2556,5652,83,8451,11142
2.5,235,104,2.4,589,225,2,1.7,5124,13351,161,19973,22620
2.5,283,166,7.3,525,239,3,1.4,4017,12610,123,22917,22363
1.25,119,54,6.2,276,150,4,0.7,2030,5026,86,11220,11619
1.5,181,85,4,395,178,3,0.9,2827,6973,107,8810,13876
0.75,82,37,0.5,179,83,3,0.5,1530,3037,52,4474,6684
0.75,82,45,2.2,211,79,3,0.8,1382,4198,50,6188,6889
2,243,94,0.5,490,246,4,1.6,4003,8252,138,14434,17884
1.5,172,60,5,309,156,2,1.2,3140,6293,102,9028,13787
0.75,75,30,2.4,191,75,2,0.8,1408,3902,39,4061,6676
1.25,113,84,1.8,298,114,4,1.2,2577,5056,89,11060,11170
0.5,55,21,0.5,137,52,3,0.5,1003,2108,29,2791,4560
0.75,72,37,3.3,172,83,2,0.4,1519,3627,52,5408,6743
1,97,42,5,265,110,2,1.2,2141,5211,53,7402,9203
1.5,185,66,1.5,355,172,4,2.1,3086,6426,80,8734,13414
1.5,148,95,0.1,427,144,4,1,2887,7620,101,9429,13861
1,99,58,3,283,116,2,1.3,1711,4176,56,8113,8930
1.5,155,61,1.2,423,193,4,1.3,3060,6412,73,14328,13770
1,106,66,2.3,230,86,2,0.9,1668,4519,63,5485,8928
0.75,72,49,2.6,215,97,4,1,1356,4114,50,4748,6877
0.75,83,32,0,160,81,3,0.9,1242,3905,51,5768,6697
0.5,57,25,2.4,136,43,3,0.3,841,2607,29,2969,4492
2.5,283,151,8.3,501,230,4,1.8,5100,12883,140,22958,23081
0.5,62,22,0.5,108,53,2,0.7,893,2222,27,4793,4548
3,315,155,0.5,735,283,4,1.8,6184,15947,172,16996,27646
1.75,195,74,0.6,351,181,4,1.1,3588,8761,114,15250,15671
0.5,54,24,0.9,106,62,2,0.6,824,2457,26,3846,4639
1.25,125,62,1,309,133,3,1.7,2450,6522,66,7632,11345
1.25,156,69,5,321,118,2,0.9,2637,5354,74,8592,11214
1.5,138,77,1.1,376,128,2,1.3,2527,7598,79,11209,13420
1.75,181,112,1.1,449,154,2,1.9,3243,8174,111,14397,16115
0.5,57,26,0.2,114,48,3,0.5,810,2158,25,3761,4474
1.25,126,56,1.2,345,146,3,1.4,2466,6519,86,8472,11165
2.5,240,146,3.3,710,319,4,3.1,4530,12474,164,18595,23017
3,278,166,12.5,798,257,3,1.6,6071,12636,191,24624,27485
1,119,67,3.9,225,103,2,0.6,1678,4266,65,8061,9231
1,113,65,2.7,260,87,2,1.1,2130,5592,51,6910,8975
1.25,153,63,0.4,342,134,4,1.6,2177,6409,86,10020,11212
1.25,153,59,5.7,254,128,3,1.7,2188,5614,88,10005,11161
0.5,54,30,1.8,109,60,2,0.4,873,2546,29,4563,4511
1.75,163,74,8.4,368,201,2,1.5,3713,7800,95,9955,16004
0.75,91,50,1.2,154,82,2,1,1595,4037,45,4287,6896
1.75,191,75,6.2,402,224,4,2.2,3736,8472,94,11304,16028
3,317,162,11.4,625,355,2,3.8,5670,13570,148,24725,27387
2.5,274,139,1.1,705,296,3,1.3,4261,13158,131,16122,22974
3,334,124,7.9,769,334,3,2,5061,12359,162,19736,27283
1,124,47,3.6,205,121,2,1.2,2074,4958,63,8501,9253
3,338,122,6.6,817,313,2,3.9,5141,14568,205,18305,26965
2,230,136,6,412,255,3,1.9,3868,10093,143,15352,18085
1.75,218,108,4.2,460,176,3,1.6,2866,8802,114,11897,15898
1,116,48,0.1,285,123,4,0.9,1795,5120,50,6585,9054
1.5,173,80,7.2,323,161,3,1.6,2773,7724,100,9436,13723
0.75,78,48,2.4,151,80,2,0.6,1213,3727,52,4537,6893
2.5,233,165,6.4,560,315,3,2.2,4714,13501,132,18612,23083
2,192,84,4.5,541,250,3,1.1,3504,8984,127,12768,18026
3,307,178,1.4,774,372,3,3.7,5905,16364,145,16578,27567
1.25,133,61,5,317,162,2,0.7,2162,6139,70,9926,11510
2,226,112,5.1,570,183,2,2.3,3669,10710,137,14993,18042
0.5,48,27,1.7,118,50,3,0.6,1017,2535,25,4627,4599
2,235,90,6.1,455,202,3,2.9,3786,8107,106,18997,17874
1,119,65,4.7,230,113,4,0.6,1990,4224,72,8161,8959
1.25,126,68,0.3,286,154,3,0.8,2571,5965,74,11727,11480
2,236,107,1.5,493,202,4,2.8,4286,9223,115,16138,18134
0.5,59,25,1.8,120,56,4,0.5,806,2030,30,4425,4484
2.5,263,124,7.7,561,218,3,3,4149,10132,148,20039,22376
1.5,143,79,4.9,366,162,2,1.4,2540,8191,79,9482,13742
2,216,112,9.4,438,187,2,1.7,3330,10876,117,13463,18578
0.5,58,33,2.1,137,58,2,0.5,996,2619,28,4781,4596
0.5,55,32,0.8,129,48,3,0.7,933,2013,25,2796,4635
1.25,147,83,1.7,354,162,4,1.4,2572,5210,85,11692,11126
0.75,87,39,2.2,169,97,3,1,1446,3872,43,4196,6891
0.5,50,21,1.7,113,44,2,0.4,1031,2502,29,2740,4532
1.25,132,62,6.2,310,122,2,0.7,2622,6445,77,8971,11207
2,211,111,6.5,465,188,4,2.7,3985,9306,122,19038,17915
1.25,123,60,4.7,283,148,2,0.9,2593,5766,61,8293,11134
2.5,298,132,9.5,609,285,2,1.6,4223,12043,124,21372,23196
0.5,56,25,1.6,139,58,2,0.6,909,2786,28,2882,4605
1,125,42,3.9,278,89,2,1,2129,4789,55,6499,9163
1.25,150,55,3.5,292,143,2,1.6,2077,5144,83,6798,11540
2.5,265,153,8.5,693,254,3,2.7,5082,13502,171,18861,22594
0.75,78,50,2.1,195,76,4,0.8,1600,3444,38,4817,6763
0.5,56,25,1.4,135,45,3,0.4,826,2277,24,3468,4558
1.5,154,82,1.4,367,133,4,1.5,3008,6069,86,9125,13351
0.75,92,48,1.2,203,92,2,0.8,1226,3149,52,6412,6703
0.75,93,38,0.1,212,86,4,0.8,1418,3204,51,7074,6903
1.5,146,64,1.8,332,132,4,1.3,3179,6307,102,10203,13390
1,99,43,2.2,268,95,3,1.3,1706,4707,70,6402,9052
2.5,256,146,9.2,537,222,3,1.3,4785,12601,170,17975,22609
2.5,228,105,9.6,553,213,4,2.4,5209,12129,171,23141,22390
1.75,183,93,7.8,413,149,3,1.4,2881,7609,123,12669,16238
2,186,87,8.8,454,186,2,2.7,3423,8885,115,16241,17814
1.25,155,65,2.9,310,144,4,1,2465,6803,77,9241,11397
2.5,253,131,6.9,556,288,2,2.8,4857,12183,173,20945,22364
1.5,137,91,5.3,395,133,3,2.1,2806,6701,74,8932,13597
1.25,116,58,5.4,335,130,3,0.7,2191,6748,63,10937,11549
2,195,98,0.7,434,191,2,1.5,3463,10705,128,16795,18449
0.75,84,42,0.3,160,84,2,0.6,1437,4081,40,6242,6782
1.25,114,77,3,251,136,2,0.6,2461,6574,85,9452,11395
0.75,86,44,2.8,160,95,3,0.7,1609,3968,37,4414,6970
1,104,47,2.7,244,102,2,1.2,2083,5409,72,5867,9120
3,321,124,13.5,658,281,4,4.2,5275,13684,156,24507,27309
0.75,77,47,3.1,212,65,2,0.5,1239,3506,42,4963,6681
1.25,153,55,2.9,334,149,3,1.4,2579,6575,83,10350,11444
0.5,51,31,0.5,111,62,2,0.7,904,2449,29,3285,4629
2,237,117,9.8,556,207,2,1.5,3232,8324,99,16956,18179
1.5,139,78,5.5,389,157,2,1,2819,7705,103,12837,13610
3,353,135,7.9,609,304,4,3.3,5374,15069,171,16586,27838
1,123,58,0.6,241,117,4,0.7,2049,5353,50,6440,9252
2,250,93,3.7,472,193,3,1.2,4083,9227,121,12085,18198
2,198,112,7.2,531,217,2,1.6,3215,11193,104,18051,18482
1.5,149,93,4.9,416,175,2,1.2,2998,7126,106,9503,13383
0.75,93,43,0.8,214,96,2,0.4,1539,4124,40,6041,6929
3,355,192,9.4,702,357,4,4.2,5192,16541,179,16798,27866
0.5,61,33,1.1,123,56,4,0.6,878,2578,31,3305,4621
1.5,159,98,1.9,424,168,2,1.2,3004,8168,84,10813,13565
1.75,169,73,2.3,465,155,2,2.5,3645,8596,90,10305,16158
1.75,199,83,5.1,411,183,4,1.2,2872,8971,88,15041,16167
1.25,114,61,2.9,327,126,2,1.1,2616,6689,89,7483,11566
2.5,310,156,11.2,573,248,3,2.5,4005,11555,176,19399,23210
2.5,294,160,9.9,673,237,3,2.1,4068,10726,174,14348,22332
3,331,201,7.2,646,320,2,4,5790,12089,149,21662,26956
1.25,148,79,3.1,352,149,3,1.8,2386,5228,62,10522,11208
0.75,71,41,3.6,156,70,4,0.7,1536,3204,51,4692,6962
0.5,60,23,2.2,133,52,4,0.3,883,2332,26,4744,4539
0.5,50,32,2.2,133,58,2,0.5,1027,2596,30,4579,4521
2,209,123,0.3,415,222,2,1.3,3481,10269,124,12418,17877
3,321,156,12.5,652,360,3,2.4,5935,14253,215,24497,26746
1.25,141,79,3.3,342,153,4,1.4,2041,5740,73,9224,11551
2,190,86,6.6,489,257,3,1.5,3975,8561,139,17488,17910
2.5,294,154,10.5,509,218,3,1.8,4164,11553,178,21807,22588
0.5,45,25,0.4,120,64,4,0.6,1012,2714,33,4359,4644
0.5,50,26,1,138,52,4,0.3,858,2724,27,3003,4507
0.5,57,33,2.5,128,47,4,0.5,1019,2723,30,3929,4552
1.25,121,61,2.1,305,136,2,1.2,2601,6298,72,8182,11403
2.5,295,130,7.9,691,223,4,2.7,4669,11789,128,13974,23176
1.5,176,63,7.3,337,162,3,0.9,2416,6739,97,14092,13803
2.5,230,158,5.3,557,297,2,1.3,5192,12633,170,14656,23181
1.5,143,94,4.3,334,167,4,1.9,2913,8251,87,12791,13419
1.75,178,99,8.5,366,181,4,1.4,2893,8856,118,12764,16008
0.5,49,31,2.4,139,63,2,0.7,847,2265,25,4428,4632
0.5,58,24,2.5,107,62,4,0.3,1035,2039,29,2784,4472
3,356,165,0.3,786,380,2,2.6,5204,14556,179,23514,27041
1,120,50,1,274,99,3,1.4,1669,4745,49,6598,9196
0.5,50,26,2,111,44,4,0.4,928,2497,36,3677,4459
3,320,183,0.6,639,334,2,2.5,5319,15503,146,24910,27895
1.25,136,52,1,309,161,4,1.3,2085,6160,61,9999,11457
1.5,184,97,1.3,320,181,2,2,2669,6332,78,8913,13806
0.75,82,51,1.4,179,77,3,0.6,1381,3594,52,6012,6748
0.5,60,31,2.2,138,45,4,0.5,862,2366,36,4233,4588
1.25,125,52,0.9,344,154,4,1.6,2024,5589,69,11019,11549
0.75,70,44,3.6,177,94,3,0.9,1256,3611,41,5091,6689
0.75,75,30,3.6,178,64,4,0.4,1397,3866,41,6670,6953
1.75,196,71,8.3,374,201,3,1.9,2869,8393,99,10836,16265
2,226,112,2.8,471,240,3,2.1,3216,10908,135,16357,18313
0.5,49,24,1.4,141,49,2,0.5,910,2192,24,4549,4546
3,327,184,5.5,754,342,2,2.7,5113,15496,200,21809,27303
1.25,130,60,5.4,346,132,3,1.8,2308,5618,61,9749,11440
1.5,137,82,6.6,318,140,2,0.9,3081,6433,106,10040,13883
1.75,200,115,7,443,153,4,2.3,2846,7795,95,11180,16216
1.25,117,64,1.2,335,137,2,1.3,2015,5665,61,10178,11432
1.75,167,108,1.3,484,196,2,1.7,3427,8313,104,13596,15936
2.5,279,168,8.9,500,249,3,2.8,4897,10740,159,19481,22387
1.25,114,71,3.6,317,135,2,0.7,2642,5357,87,8903,11478
0.75,76,47,2.2,160,89,2,0.7,1400,3158,54,6596,6802
3,299,203,3.3,610,361,3,3.6,6064,15874,168,26672,27745
2.5,293,117,0.7,716,234,3,1.4,5365,10021,162,22743,23064
2.5,260,147,2.1,510,294,4,2.4,4213,10497,166,22701,22825
1.75,189,110,7,459,220,4,1.3,3709,7326,122,14349,15698
1.75,172,77,4.2,485,188,4,2,3488,8003,109,11180,15775
3,357,198,12.1,833,364,2,2.9,5533,15158,209,21941,27485
1.5,158,81,1.6,324,132,2,0.8,2509,7391,107,11007,13938
1,91,43,5,244,93,2,0.9,2101,4974,67,5989,8935
2.5,227,145,2.4,645,245,3,1.6,5346,11797,122,21170,22348
2,217,134,7,500,214,2,1.3,3906,10190,123,18182,18108
0.75,72,43,2.1,159,87,2,0.7,1560,3309,40,4848,6765
1.5,184,78,1,358,132,4,1.3,2786,7939,98,14300,13380
1.75,176,75,0,491,209,2,1.5,2959,7755,120,14577,15615
1.5,174,68,5.9,397,148,3,1.5,2591,7878,84,8111,13686
0.5,47,22,0.4,122,63,4,0.6,888,2442,25,3479,4544
2.5,244,117,6.3,615,304,4,2.3,4096,12414,141,19467,23193
3,279,121,14.8,795,372,3,1.7,6391,15543,185,19018,27694
1.5,176,82,0.1,416,184,3,1.6,2863,7235,92,10415,13398
1,112,66,3.8,268,90,2,0.6,1956,5517,52,6361,9225
1.25,153,74,6.2,270,112,3,1.7,2484,5007,67,9031,11178
1.75,202,75,0.7,468,163,3,1.3,3108,7441,126,10411,15733
0.75,79,31,2.3,207,83,2,1,1560,4051,37,6649,6747
0.5,59,27,2.3,132,64,4,0.3,838,2119,31,2803,4506
3,372,127,13.3,634,306,4,2.6,6140,13675,160,16395,26962
1.5,174,78,1.1,355,146,4,2,2646,8191,80,12431,13948
2,188,92,3.5,559,243,4,2.5,3713,8269,114,12004,18234
1,108,50,1.9,236,106,3,0.8,1969,4001,63,8285,9256
2,187,83,6.9,563,237,4,2.8,4055,10784,114,15008,18151
1,115,60,2.5,208,122,4,0.9,2052,5087,50,7781,9232
1,108,51,0.4,285,94,3,0.6,1943,5331,49,6941,9270
0.75,93,43,1.3,212,73,2,0.7,1207,4173,41,5161,6785
1.5,151,73,5.9,323,136,4,1.2,2874,7352,96,9777,13540
2.5,251,129,3.6,573,302,2,1.8,4776,12823,140,19119,22466
0.5,50,26,1.9,108,48,4,0.5,1001,2723,24,3454,4640
2,200,88,8,497,230,3,1.1,4269,10600,104,14915,17931
3,305,159,13.3,722,307,3,3.6,5634,15015,198,25782,27595
1.75,195,91,6.5,456,184,2,2.3,2821,8946,97,12740,15810
2,184,88,3.9,482,248,4,1.7,4006,10511,120,14554,18026
1.75,187,107,2.9,374,161,2,1.1,3045,9139,108,14732,15932
1.5,155,93,2.9,383,187,3,2,2756,7269,98,12889,13881
1.25,136,85,4.9,348,129,3,1.6,2109,5093,90,11648,11134
1,106,62,3,245,107,3,1.1,1857,4377,63,8306,9159
1.75,204,85,4.3,502,218,3,2.2,3363,8583,121,14695,15600
2.5,228,139,7,650,244,3,3.1,5194,11634,170,21275,22523
1.25,124,51,4.1,326,139,4,1.4,2379,5300,61,8544,11425
2,228,87,9.8,502,231,4,1.8,3909,10965,136,14627,18497
2.5,309,145,2.9,668,215,2,2.8,5019,10605,171,17102,23076
0.5,59,26,2.3,102,61,4,0.4,861,2098,27,3222,4624
3,354,173,1,733,295,2,2.9,6395,12717,198,22336,27262
1.25,125,69,0.4,255,160,4,1.4,2621,6950,64,6961,11586
0.75,89,46,0,209,64,3,0.5,1303,4046,53,4302,6795
2,185,127,9.6,469,220,2,1.4,4159,11181,124,12773,17998
1,123,40,2.6,244,110,4,1.1,1907,5567,59,6519,8987
0.5,58,32,1.3,124,50,3,0.3,1028,2373,25,3658,4585
2.5,258,169,7.1,511,213,3,2.4,5195,11955,153,14529,22413
3,318,133,0.3,624,348,4,3.4,5329,16591,205,25387,27163
3,310,191,11.9,827,271,4,2.8,5968,13318,158,25139,26830
2,189,98,0.4,467,226,3,1.5,4122,8360,140,13897,18430
0.5,48,23,1.9,103,49,2,0.5,818,2074,36,2866,4544
1.75,178,88,4.8,352,216,4,2.5,3160,9234,123,16374,16257
2.5,271,163,11.7,692,262,3,1.3,5029,12797,122,21701,23135
2,241,105,4.3,516,225,4,1.7,4088,9522,118,17510,18275
3,366,127,3.9,632,375,4,1.9,5589,15437,161,18082,27199
0.75,92,31,3.2,207,66,4,0.9,1584,3411,41,6426,6769
1.75,161,92,6.8,466,184,2,2.2,2993,8941,112,16699,15581
2,199,122,8.5,568,229,2,1.9,4130,10082,118,13849,18123
2,241,130,4.7,477,185,2,1.5,4171,11189,113,12267,18419
3,355,146,14.5,696,389,4,4.2,5610,12613,170,24846,27527
1.5,166,83,6.2,402,151,4,1.5,2928,6329,103,9203,13499
2,194,98,3.9,568,187,3,2.3,4183,8229,110,11334,17964
0.75,86,48,1.8,186,70,3,0.8,1245,3191,45,5344,6676
1,124,44,0.2,201,106,3,0.9,1892,4009,61,6265,9052
2.5,237,154,2.2,518,291,3,3.2,5174,13168,172,21564,22754
1.25,155,77,0.3,326,151,3,0.9,2341,6519,79,8013,11555
2.5,233,113,12,535,295,2,2.4,5043,11577,140,19596,22911
2.5,282,102,5.3,636,279,2,2.5,4675,12472,169,22889,23129
3,339,201,10.6,855,380,2,3.1,5618,16627,167,18441,27355
1.25,114,76,4.8,269,106,4,1.6,2369,6688,74,9278,11179
2.5,235,123,5.8,606,298,3,1.5,4182,13013,147,13910,22433
2,217,124,1.1,537,185,4,2.2,3455,8503,136,17194,18190
1.5,185,77,7.5,412,162,2,0.8,3119,7592,91,8342,13353
1.5,159,68,0.2,364,178,3,1.8,2854,6012,105,8121,13942
1.5,177,82,5.3,386,129,3,1.5,3124,7437,94,10920,13396
0.75,72,39,2.6,186,96,2,1,1266,3649,44,6491,6731
1.75,218,74,1.1,354,181,3,2.4,3324,7046,108,15320,15746
1.5,138,82,6.8,364,133,3,1.3,3204,7341,80,9435,13743
1.75,205,98,1.9,418,156,4,2.2,3739,7063,120,9952,15806
0.75,69,41,0.3,168,95,2,0.5,1274,3768,38,5128,6946
1.5,160,76,1.9,397,166,3,1.1,2726,6016,82,9698,13632
0.75,82,38,2.1,174,77,2,0.9,1349,4096,45,5808,6876
0.5,47,23,0.8,140,46,4,0.3,864,2066,25,4719,4467
1.5,148,71,5.2,380,138,3,1.6,2903,7975,86,13990,13854
1.25,141,74,2.7,267,107,4,1.5,2159,6086,76,9609,11421
0.5,48,29,0.2,140,59,2,0.5,910,2256,31,4342,4580
0.5,48,33,1.3,127,59,4,0.5,864,2516,25,4194,4504
3,358,143,4.7,855,308,3,1.6,5908,12992,203,17115,27739
1,121,59,3.1,249,86,2,1.2,1728,4786,57,7615,9163
1.75,192,85,0.8,481,196,2,1.9,3231,7605,103,11661,15741
1.25,131,79,1.2,346,125,3,0.7,2276,5847,81,11376,11137
1,92,46,0.3,204,95,4,1.3,1720,4105,68,5615,8973
0.75,78,38,2.9,206,67,2,1,1226,3753,36,5081,6857
0.75,90,38,2.8,169,97,4,0.6,1282,3202,38,6344,6955
0.5,59,28,0.7,136,59,2,0.6,1021,2169,27,4268,4484
1,120,44,1.1,209,86,3,0.8,2129,5425,58,7724,9180
0.5,48,26,0.4,142,64,3,0.3,897,2347,26,3902,4527
0.5,53,21,0.2,108,46,4,0.5,1004,2282,34,4265,4521
3,374,199,12,776,340,4,2.6,5242,16108,186,23606,26902
1.5,142,80,6,355,147,2,1.1,2661,7554,103,11078,13505
2,192,97,1.8,518,222,4,1.9,3934,11165,130,14548,18023
2.5,272,112,1.1,559,213,2,3.3,5034,12049,142,18774,23072
1.25,121,71,2,329,131,2,1.2,2686,6753,72,11270,11218
2.5,234,104,7.2,525,258,2,2.3,4763,10390,132,13609,22267
1.5,145,72,0.9,345,160,3,1.1,2837,7894,101,9443,13531
2.5,310,101,10.5,714,277,3,2.4,4791,11475,156,16282,22874
0.75,92,49,1.9,164,88,3,0.4,1598,3381,51,6059,6912
3,324,168,4.3,692,324,2,3.2,5518,15805,189,18390,26956
2,184,111,6.1,542,232,3,2.8,3289,9140,131,10886,18295
0.5,52,27,2.2,140,50,3,0.7,925,2087,33,3258,4493
1.75,210,107,3.1,393,156,2,1.9,3247,9792,126,15264,15643
2.5,259,131,3.6,711,295,3,3.1,4507,11061,126,23244,22421
1.25,121,55,2.1,297,130,3,1.5,2572,5250,66,10865,11207
2.5,252,154,2.3,547,293,3,2.5,4848,13951,151,16063,22875
3,344,183,5.9,832,369,4,2,4825,15479,163,19032,27257
0.75,75,46,0.9,210,74,2,0.5,1390,3922,51,5216,6796
0.75,75,46,2,177,77,2,0.6,1221,3321,47,5904,6754
2,236,115,4.3,559,247,2,1.2,3216,10425,115,14727,17956
1.5,165,63,2.4,403,151,3,1.7,2876,6626,83,11201,13846
0.75,88,46,2,197,82,2,0.9,1397,3704,53,5577,6798
1.75,213,89,5.5,486,178,3,1.9,3630,8417,105,12433,16134
1.75,213,81,1.9,365,201,2,2,3469,7145,117,9629,15803
0.75,71,44,2.8,179,94,4,0.6,1254,4066,42,6725,6824
0.75,92,39,2.2,209,82,3,1,1577,3620,39,5555,6765
1.25,138,69,1.1,277,129,4,1.1,2390,6797,63,9418,11414
2,238,101,5.5,487,175,2,1.6,3506,10165,101,18549,18527
1.5,143,94,4,418,129,2,1.4,2477,7422,76,10374,13506
1.5,172,93,0.9,401,194,3,1.6,2647,8372,74,11529,13719
0.5,56,23,1.3,127,58,4,0.3,1023,2772,31,4795,4563
0.5,60,32,1.1,102,61,3,0.3,825,2436,35,2920,4550
2,201,122,2.6,501,256,2,2.3,3919,9635,141,18151,18319
2.5,307,154,5.5,674,320,2,1.7,4907,11107,124,17040,22830
2,195,114,8.5,464,201,2,1.2,4076,9714,100,16312,18575
2.5,240,125,11.5,689,282,4,2.7,4327,12467,132,14101,23195
0.75,70,50,3.7,214,80,2,1,1407,3009,39,4424,6921
1.25,134,54,0.5,278,118,4,1.2,2101,6916,73,6885,11496
2,190,131,7.9,493,207,3,2.5,3465,10168,106,16859,18145
2,228,134,6.4,527,213,4,1.4,4201,9558,97,14695,18391
2.5,249,139,3,636,294,3,3.5,4687,13769,161,18225,22876
1.25,120,82,2.3,323,125,2,1.5,2154,6577,88,9329,11198
0.5,46,22,1.5,111,58,4,0.6,904,2421,35,3688,4503
2,224,83,8.2,434,170,4,1.3,4171,10305,110,18871,17936
0.75,87,40,0.8,150,66,2,0.4,1536,3799,40,6700,6785
2.5,268,110,8.1,708,236,2,1.5,4115,13021,125,16251,22921
1.25,118,60,3.3,315,141,2,0.6,2384,5402,88,8251,11137
0.5,53,31,2.2,105,46,4,0.6,821,2077,28,4624,4527
1.75,168,96,1.7,492,223,4,1.4,2806,7664,90,13588,15869
0.5,47,32,1.3,115,49,2,0.6,958,2596,33,3522,4581
