Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1.5,15,6,314,3.6,281,7,10996,8,16472,93,7925,4558
1.75,19,12,345,5.6,361,8,13136,7,21934,131,9034,4707
1.5,20,11,314,3.6,316,8,10537,6,16016,75,7408,3451
1.25,11,9,253,1.1,246,4,10574,6,16396,89,6608,2897
1.5,19,7,283,5.9,319,6,12752,9,18342,77,7725,4446
1.75,21,4,363,6.5,358,9,13978,7,21029,101,8915,5231
0.5,6,5,102,0.2,102,2,3829,9,6597,39,2362,1292
0.75,8,4,157,1.8,146,4,5406,5,7994,37,4267,2290
1.5,18,14,284,2.5,293,7,12488,6,17158,86,6903,4441
1,7,10,210,4.3,209,5,8571,9,12401,57,5647,2996
1,8,6,188,1.1,218,4,7829,5,12923,60,5647,2428
3,38,26,622,11,586,9,24204,6,37690,159,13985,7492
0.5,3,3,98,1.6,95,3,3641,9,5385,38,2689,1197
2.5,18,16,472,7,494,10,18728,7,30530,150,13364,7760
1.25,15,9,257,0.6,263,6,8837,8,15884,80,7027,3199
1,7,6,193,4.9,191,3,8021,5,13119,57,5535,2557
0.5,6,4,97,0.3,109,2,3830,8,6669,40,2883,1552
2.5,24,10,457,7.6,475,14,19116,9,30014,178,12258,7037
1.75,13,14,377,3.2,348,6,13934,8,21274,87,8246,4333
3,39,16,551,10.9,586,10,22719,7,31860,215,17093,8095
2.5,24,19,479,7.5,547,13,19913,7,30352,143,13519,7136
1.25,9,10,246,2.7,263,4,10623,9,13264,75,6510,3600
0.75,7,4,137,1.1,147,3,5931,8,9601,43,3863,2227
0.5,7,2,93,2.4,97,2,3843,5,6650,26,2528,1518
1,8,2,216,0.4,197,5,7902,6,12394,50,5452,2793
0.75,9,6,157,2.2,141,3,6209,7,9651,36,3768,2088
2,30,19,384,0.9,439,11,15354,6,24161,102,11553,5194
0.75,5,6,150,1.7,149,3,5878,8,8516,37,3694,2363
2.5,15,13,521,5.2,516,9,18972,9,28108,159,14495,6286
1,9,8,206,3,194,3,8450,8,11111,69,5517,2887
0.75,5,7,151,2.7,160,3,5586,7,9615,41,4270,1937
0.75,10,5,143,2.9,164,4,6005,7,9960,57,3904,1950
2.5,25,20,486,4.8,516,8,19401,6,29778,144,12614,6479
3,23,10,620,10.5,617,12,25063,7,36717,193,16869,8086
1.5,19,7,296,5.3,302,5,11997,6,19233,85,7508,3587
0.5,4,5,92,2.4,103,2,3714,8,5706,39,2411,1524
2,23,9,388,8.6,426,7,15539,7,21369,103,10547,4853
2.5,21,18,497,6.8,518,8,21196,7,27634,135,11812,7689
0.75,5,3,152,2.4,153,3,6348,9,9739,41,3849,2286
3,33,28,606,9.9,655,13,25467,5,34398,213,16643,8668
1.25,16,5,257,0.9,240,5,8765,9,14228,77,5924,2970
1,13,10,205,1,188,4,8372,9,12348,74,5609,2973
1.5,9,14,278,0.3,317,7,11134,9,16369,109,7296,3998
1,15,7,196,3,206,4,7951,7,11025,73,4784,2414
3,28,25,566,4,573,10,25230,7,37895,212,16442,8142
3,38,21,601,14.4,625,13,22007,9,39304,201,15143,8725
0.5,5,3,102,2.3,102,2,3678,9,6299,26,2453,1529
3,28,9,551,9.4,606,13,23557,8,37178,234,17061,7138
0.75,10,7,134,2.3,155,3,5623,5,9878,42,3990,2321
1.75,17,6,326,1.4,336,8,14148,8,20489,93,8800,4443
2.5,36,7,447,3.1,496,11,20780,7,31445,187,13359,7355
1.25,18,10,247,1.1,271,6,9070,8,13983,64,5875,3984
3,34,24,547,5.3,634,13,24665,9,32347,219,14084,8277
3,33,21,626,3.6,586,10,24891,8,39212,224,15315,8792
2.5,27,24,499,5.4,547,8,21366,8,26510,122,13767,5921
3,34,14,551,12.2,655,12,23978,9,39539,146,15277,7641
0.5,5,5,94,0.1,108,2,3606,7,5785,34,2464,1165
2,18,11,364,9.7,390,7,14687,5,21897,113,9741,5998
0.75,11,3,151,2.5,151,4,5873,7,8108,53,4098,2349
2,19,19,372,3.8,385,9,15893,8,26858,122,10117,5134
1,12,10,207,0.6,198,5,8093,7,10643,56,5762,2604
2.5,20,11,463,2.8,524,8,18194,5,30283,185,13693,7343
1.5,17,5,302,3.1,327,5,11674,5,16543,87,8019,3679
3,41,25,618,1.4,632,16,21585,6,39361,146,15382,8310
2.5,23,12,479,5.8,527,8,17595,7,32760,172,11503,7035
0.75,7,2,156,1.7,154,3,6373,5,8743,40,3879,2389
0.5,4,3,92,1,107,2,3546,6,5970,31,2346,1392
1,12,10,215,2.9,191,4,7611,9,12093,79,4893,2760
1.75,23,4,369,0.8,378,7,12584,8,18533,129,9407,4072
1.75,23,11,344,7,373,9,14190,9,18888,135,8191,4309
2,23,11,358,0.5,407,8,17055,6,25084,110,9687,6392
3,25,17,607,11,642,10,24122,9,33906,225,13867,8904
2.5,29,8,512,4.2,469,10,19074,6,28566,192,13135,7392
0.75,11,4,157,1.2,143,3,5829,9,10021,55,3997,1849
2.5,36,13,491,2.7,493,13,18726,9,30981,131,13662,7315
1.75,15,16,350,6.9,357,9,12818,7,18532,102,8081,5226
0.5,6,3,107,1.6,102,3,4219,5,6490,30,2365,1257
2,28,13,399,4.3,389,9,14851,8,23563,155,10774,5315
1.75,21,7,330,2.8,365,7,13366,7,22684,118,9920,5307
3,42,28,561,13.1,618,10,23536,6,38707,177,14197,7509
1.25,15,7,233,3.4,258,5,9390,9,15578,73,6380,3647
2,25,7,413,8.2,429,9,14796,5,21693,132,11566,5085
0.5,7,5,96,1,106,2,4060,8,5614,35,2634,1192
2.5,17,18,502,5.6,534,13,20123,9,26558,166,12570,7621
2.5,32,19,486,5.4,532,11,19775,9,31184,163,12465,6156
1.75,22,4,376,5.9,344,7,13832,5,22339,99,9076,4674
3,35,16,602,3.6,604,15,22246,7,34562,227,16062,7645
0.75,10,4,149,1.7,143,3,6368,8,9245,47,3684,2301
1,6,7,183,2.2,211,5,7204,7,13101,65,4815,2582
2.5,29,8,504,6.5,507,8,21173,9,33667,175,14423,6240
0.5,6,5,94,1.5,94,2,3889,8,6113,35,2883,1418
3,41,25,602,10.4,630,16,22025,8,31550,209,16935,9445
0.5,5,2,94,1.9,107,2,3745,6,5678,35,2492,1566
1.25,14,7,240,1.6,252,5,9740,6,13501,72,6724,3013
1.25,17,12,233,0.1,250,6,9275,8,13153,66,7077,2974
1.5,11,9,273,5.2,309,8,11237,9,18330,99,8688,4036
1.75,21,17,369,4.7,381,9,13931,5,23567,123,8418,4916
3,19,7,561,1.5,590,15,23872,6,38440,193,15342,8830
1.25,17,7,227,5.7,270,5,10443,8,13195,80,6266,3241
2,24,10,390,9.1,431,7,14009,9,25455,100,10337,6302
1,10,2,207,1.4,195,5,7424,8,10741,49,5198,2436
1.75,12,15,317,8.3,341,9,12689,9,22656,104,8294,4590
1.5,15,9,286,1.2,318,8,10569,9,16067,75,8119,4494
1.25,10,7,261,0.1,256,4,10342,9,13447,78,7077,3397
3,22,25,617,13.3,617,14,23523,6,33459,195,15494,8794
2,17,18,425,6.6,402,10,15275,9,24052,119,11449,6193
1.25,16,3,243,1.2,272,6,10368,8,13855,99,5883,3320
1,14,8,184,1.5,190,4,7600,7,11881,51,5616,3180
1,15,10,202,3.6,201,4,7454,6,11749,55,5432,2715
0.75,8,3,149,0.4,142,3,5974,6,8412,39,3655,2242
1.5,11,13,304,4.6,309,8,10771,9,17019,93,6965,3937
1,9,8,199,0.3,215,5,7949,5,11951,60,5526,2479
1.5,15,13,293,6.9,298,7,10977,5,19225,79,8133,4060
3,31,25,582,10.4,619,15,22938,5,39874,161,14690,8651
2,14,6,409,5.7,417,10,14988,7,22067,105,10927,5696
1,13,9,185,1.8,212,5,7335,6,11822,74,5751,2361
2.5,26,19,486,1.7,468,10,19354,9,29360,134,13486,6811
2,30,17,370,4.7,409,6,15326,5,26137,111,10741,6117
0.5,6,2,107,0.2,110,2,4136,6,6352,37,2712,1187
2.5,36,11,483,7.4,483,13,20558,5,27107,135,12845,7729
2.5,29,14,504,10.7,550,14,20214,5,29325,176,14113,7790
1.25,10,11,264,3.3,274,6,9864,9,14961,73,6586,3224
1.5,18,14,319,2.4,327,6,12506,5,18474,73,7553,4163
1,10,10,206,4.9,202,5,7577,7,11328,75,5132,2992
0.5,5,4,95,0.1,105,2,4237,5,5533,40,2401,1514
1.5,16,3,297,6.9,307,5,12433,5,18604,106,8562,4701
3,39,19,634,6.2,565,10,22185,8,33412,225,16251,7341
2.5,34,19,539,10.6,472,13,20219,7,33268,185,12182,5870
1,9,10,192,2.2,214,4,8529,5,13060,54,5234,2641
1.5,17,3,301,3.8,315,5,10963,5,17109,106,7259,4094
1.75,24,5,369,6.8,385,9,14401,6,19947,90,8937,4300
1,12,3,206,1.1,209,4,8145,7,11273,48,4991,2666
3,35,27,647,11,587,10,21979,6,33263,150,17354,7302
1.75,22,7,334,1.2,374,6,12858,7,23113,133,8369,4843
1.25,18,11,225,2,271,5,10382,5,15678,82,5999,3959
0.5,7,2,106,0.6,109,2,3672,5,5783,39,2354,1388
0.5,4,5,105,2,99,3,4143,9,6679,37,2878,1165
3,41,8,624,14.7,626,15,23386,8,36557,167,16180,8939
0.5,6,4,100,2.2,100,2,3920,6,6404,36,2506,1243
3,24,18,586,2.4,624,13,22313,9,37150,152,17168,8928
1,14,3,186,3.5,199,4,7075,5,11495,50,5324,2769
0.75,5,3,149,1.5,147,4,5379,9,9415,50,4317,1867
1.5,22,12,273,5,316,8,11010,9,17276,90,8632,3856
1.75,11,15,328,3.4,363,9,13868,5,19612,101,10142,5511
1.75,23,5,361,8.7,363,5,13608,5,20723,100,8361,5019
0.5,7,2,89,1,106,2,3637,7,5791,39,2695,1593
0.5,5,3,91,0.3,104,2,4136,6,5464,24,2304,1434
1,8,6,194,0.8,206,5,7450,7,13282,54,5637,2448
3,33,22,547,9.6,611,15,22472,9,32018,194,13885,7620
1.5,22,8,307,5.5,316,8,11791,7,19954,95,7854,3667
0.5,6,2,101,1.3,106,2,3505,9,5414,39,2516,1298
2.5,30,15,455,3.3,534,11,20579,5,29501,129,12178,6710
2,29,18,413,9.4,396,10,16303,5,24574,99,9544,5845
2.5,16,11,526,8.1,520,9,19184,5,27895,163,12841,6992
1.25,15,11,243,3.3,273,7,10378,7,14090,87,6065,3353
0.75,8,3,152,2.2,149,3,6029,9,8004,48,4198,1942
0.5,4,2,89,0.4,97,2,3982,5,6230,27,2429,1231
3,36,11,616,5.2,609,14,25169,5,34333,180,15083,9334
0.75,8,7,140,2.1,144,2,5431,6,9242,51,3909,1861
1.25,11,4,241,5.9,246,5,9505,6,15804,71,6514,3006
2.5,17,12,474,12.2,536,8,21348,7,33723,199,12846,7529
0.5,4,4,94,1.7,107,2,3713,8,6365,26,2881,1452
2,23,5,403,0.7,411,7,15859,7,24705,104,10553,5131
0.5,3,3,101,0.3,94,2,3923,7,6274,33,2736,1264
0.75,5,4,161,0.1,162,4,5407,7,8594,37,3513,2240
0.75,5,2,156,2.4,153,3,5317,9,8696,48,3689,1824
1.25,8,11,251,0.7,240,6,8867,5,14768,77,6024,3270
1.75,11,16,338,7.5,349,7,13641,6,22421,115,8999,5390
1.5,10,10,291,1.9,313,5,11306,8,16798,76,7380,4499
0.5,6,2,107,0.6,105,2,3566,9,6092,28,2807,1206
0.5,7,1,107,0.8,109,2,4241,9,6421,39,2451,1589
1.5,9,9,289,4,297,7,10719,5,18258,109,8368,4127
1.25,11,4,253,6,263,5,9519,7,15352,99,5850,3031
1,8,6,196,2,188,5,7374,7,10987,69,5332,2547
1,12,3,213,4.3,198,3,7770,6,10804,51,4609,2947
1.75,25,4,362,6.4,384,8,13445,5,22991,118,9135,5373
2.5,24,18,523,6.7,493,11,17627,9,31064,158,12850,7058
3,33,22,635,13.7,627,15,22958,9,33431,161,16834,7111
0.75,6,6,162,3.1,147,4,6213,5,8938,44,4169,2005
1.25,15,10,268,5.5,270,7,8903,6,16064,66,6391,3858
1.5,11,8,294,7,328,5,12733,9,16903,104,7431,4324
3,22,9,599,8,608,10,24900,6,36708,225,15248,9414
2.5,34,9,474,7.9,495,14,21099,6,33088,123,11632,6698
1.5,15,5,305,0.3,290,7,11570,6,16673,94,7437,4347
2.5,32,18,483,10.5,495,9,19363,5,33567,134,14084,6702
0.5,3,4,97,1.4,102,2,4110,9,5689,26,2378,1310
0.5,7,3,94,1.1,107,2,4255,8,5773,39,2796,1581
0.5,5,5,93,1.1,98,2,3673,7,6243,25,2723,1345
2,20,19,420,7.6,429,8,15487,8,25098,148,9238,4664
0.75,10,5,139,3.7,142,2,5333,8,8332,42,3602,1746
2,24,9,373,2.4,433,8,14188,7,26414,155,9468,5696
1,14,3,179,0.5,214,5,8533,5,11423,63,4611,2535
0.75,10,5,143,0.8,164,4,6173,6,9431,41,3654,1998
2,27,11,402,3.1,382,7,14872,7,23391,134,10151,5184
2.5,30,7,489,11.1,489,14,17835,9,29817,164,12273,5944
0.75,6,3,145,0.7,158,4,5434,8,8684,45,3779,2295
3,25,9,581,10.2,651,13,25443,8,35043,216,17323,9078
2,22,5,418,0.2,436,10,14921,6,26432,118,10364,5543
0.5,4,3,97,1,104,2,4191,8,6456,38,2404,1588
2,20,12,365,8.3,394,10,15989,9,21245,145,10976,5912
1.5,19,5,282,6.6,282,5,10885,5,20139,79,7782,4299
1.75,23,17,351,4.4,359,9,13096,5,23199,128,8795,4222
0.5,6,5,98,1.7,106,2,4117,8,5341,33,2668,1369
1.25,14,3,228,3.6,266,5,10680,6,15468,80,6298,3867
1,7,6,181,2.3,209,5,8114,8,13084,54,5417,2628
1.75,24,17,340,1.9,373,10,14199,7,23533,112,8318,5203
1.25,8,11,267,3.5,261,5,10233,7,16289,98,6690,3166
2,12,13,382,1.1,434,10,16009,8,23736,129,9874,6319
1.25,18,7,242,1.7,274,4,9887,5,15145,72,7051,3887
1.5,18,10,300,2.7,289,7,10811,5,19674,120,7242,3480
1.75,18,16,314,3.7,360,8,13724,6,22979,88,9468,4054
2,13,20,429,1.4,383,11,17106,7,22760,133,10717,4743
1.25,11,10,233,4.3,271,5,10262,6,13647,83,6049,2997
1,15,4,193,1.4,199,5,7462,5,10838,72,5613,2509
1,7,7,200,2.5,201,5,7869,6,11464,62,5126,2421
2,23,5,418,2.7,431,10,14392,5,26338,104,9504,6077
1.25,17,8,256,3.8,258,6,10289,5,16414,65,6700,3034
1.75,12,14,338,6.6,357,5,13708,6,22176,125,9860,4485
1.25,15,4,263,1.3,264,6,9845,6,15891,99,5936,3647
2.5,27,19,451,11.5,476,14,20379,7,33123,134,11862,6239
1.25,16,4,246,4.4,244,7,9616,8,15283,98,6322,3501
3,32,15,540,14.2,613,13,23115,9,31856,212,15908,7853
1.5,17,6,303,1.5,317,7,12528,5,18318,84,7045,3999
1.25,18,7,259,0.4,238,6,9405,5,15927,97,6503,3208
1.5,17,13,285,0.6,319,6,11582,5,19104,91,8161,4448
0.75,10,2,138,1.1,156,4,6406,9,9851,56,4216,2073
0.75,7,7,146,1.9,161,3,6276,6,8677,49,3902,2280
1.5,21,7,292,7.4,305,5,12234,5,15790,86,8297,3668
3,24,13,614,8.5,581,12,21776,9,38205,204,17156,7674
1,13,10,205,4.5,189,4,8380,7,12265,74,4956,2556
0.5,7,3,92,0.1,100,2,3785,9,6245,39,2593,1493
1,8,8,184,4.9,188,4,8341,5,11925,75,5541,2384
2,30,17,403,4.1,432,11,14084,5,25208,135,9986,5756
1,14,9,181,3.5,203,3,8398,6,11598,77,5140,2458
0.75,11,6,154,0.8,147,4,5467,7,8405,49,4021,2313
0.75,8,6,152,0.6,162,3,5405,8,8191,36,3881,1872
1.75,12,4,320,0,350,6,13476,6,20231,91,8129,4246
1,11,2,194,1.5,199,4,7948,5,13059,59,5130,2852
2,15,16,388,8.4,391,10,14719,5,26233,125,11193,6351
0.75,8,3,161,0.6,157,3,5654,8,7880,58,3846,2020
1,13,2,194,3.6,193,4,8372,8,11980,67,5180,3176
2.5,36,16,515,6.1,495,11,18217,9,33477,199,13382,6733
1.75,24,9,318,5.3,344,9,14321,7,23510,88,9141,4026
0.75,6,3,161,1.4,152,4,6209,6,9038,48,3916,1927
2,14,13,432,5.4,438,7,14665,9,26216,151,10806,4872
1,11,6,185,4.2,209,5,7662,6,11566,72,5549,2621
1.25,14,4,264,0.3,273,7,10241,5,13296,61,6819,3786
2.5,29,8,501,7.7,502,11,18116,9,31017,180,13053,6745
1.25,12,5,230,5.3,252,5,9741,6,15902,84,6105,3818
2,19,11,362,8.8,427,10,15182,5,26366,99,9816,6070
0.75,9,6,139,1.4,147,3,6446,7,8781,43,3608,1904
2,18,14,384,8.5,407,10,15426,8,24684,97,11476,4875
3,31,26,631,1.3,598,14,25160,5,39639,192,14633,9561
1,9,10,193,2.5,206,5,8146,8,11624,58,5048,3166
2,13,16,392,9.4,435,7,17185,8,25081,119,10022,6015
1,12,7,205,0.8,204,5,8311,8,11249,70,5247,2871
1,11,4,185,3.4,204,5,7757,9,12536,74,5235,2402
1.5,14,6,290,5.7,317,7,12477,9,16841,82,6936,4325
2.5,27,10,537,8.3,550,12,18459,5,32704,198,12154,5910
2.5,21,13,455,0.7,546,10,17667,6,29803,149,14085,7249
1,9,8,186,3.4,204,5,7004,6,11525,55,4961,2608
1.75,18,15,337,7.3,336,8,14959,6,20819,105,8455,4639
3,37,17,643,5.5,648,13,25799,9,32865,144,16655,7566
1.75,13,16,345,6.5,353,8,13645,6,23070,117,8228,4650
1.25,18,6,224,5.5,258,4,10626,6,16299,87,6230,3584
1.5,14,13,271,0,290,5,10559,8,17648,87,8346,4549
2,25,14,361,7.6,376,7,16178,5,26670,115,11209,4922
0.75,6,2,152,3.1,152,4,5482,8,8997,38,3969,1782
0.5,4,5,101,0.8,110,2,4128,7,6375,27,2682,1192
0.5,6,5,92,1.1,97,2,3554,6,5747,25,2724,1524
2.5,28,13,463,7.7,545,8,21037,8,33448,173,13664,6220
0.5,4,2,102,2.1,99,2,3570,5,6011,40,2785,1414
0.75,11,4,156,3.5,152,3,5486,8,8917,49,4140,1913
0.75,6,6,148,0.3,152,4,6328,9,8304,51,4023,1747
1.75,24,6,339,0.6,342,6,13270,5,20288,96,9358,4708
1.5,22,4,311,6.3,292,5,10839,7,16891,112,7474,4106
2,15,5,382,5,403,9,15858,7,21309,153,11146,4852
1,10,10,207,1.1,192,3,8121,8,12687,52,4741,2804
0.5,6,2,107,0.1,109,3,3886,5,6152,35,2729,1553
1.25,10,9,244,4.8,241,6,9843,8,15193,83,5940,3865
0.75,5,5,154,1.3,145,4,6034,5,10083,57,3689,2003
3,38,22,551,7,647,14,21152,6,33769,211,15726,9217
0.75,9,3,136,3.7,152,4,6277,6,9396,43,4303,2102
1.5,9,7,281,1.9,327,6,12270,5,15885,107,7397,3491
1.5,20,14,288,4.7,291,6,11563,5,17549,98,8321,3650
1,7,7,205,4.7,188,3,7952,5,11247,73,5747,2573
2,17,13,395,2.1,391,7,15058,6,24341,126,9508,4956
