Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1.5,462,359,130,1215,457,11,0.9,5629,8174,76,3401,3102
1.5,505,286,120,1230,464,11,0.5,5316,8348,73,3336,2752
3,886,584,273,2532,932,8,1.6,10266,12698,145,6431,5853
2.5,849,526,190,2042,691,7,1.4,8635,11265,144,5301,4838
2,531,429,160,1816,581,7,1,6839,8363,100,4273,3527
0.75,262,155,54,656,243,11,0.3,2684,4254,30,1598,1455
3,846,525,281,2661,1009,7,1.1,10587,14480,175,6886,5971
1,284,239,78,905,261,10,0.2,3535,4983,41,2133,1760
0.75,258,170,56,623,230,11,0.6,2901,3892,32,1694,1460
1.25,349,228,118,1064,326,8,0.3,4434,6066,60,2708,2449
2,531,420,155,1810,583,10,0.7,7025,8976,93,4508,4129
2.5,778,455,191,2215,766,11,0.5,9084,12511,116,5390,4905
1.5,430,291,120,1334,403,10,0.8,5347,7921,84,3350,2843
1,296,205,67,908,310,8,0.3,3718,4521,49,2173,1802
1.75,552,346,138,1458,528,7,0.8,6339,7259,71,3924,3050
1.5,495,346,139,1247,505,8,0.6,5321,7146,77,3210,2768
1.25,424,298,117,1135,399,7,0.8,4658,6852,55,2699,2562
2.5,630,558,206,2166,659,7,0.8,9615,11550,151,5449,4292
2,580,454,185,1776,540,8,0.6,7229,10321,126,4261,3460
2.5,594,448,163,2058,853,11,1,9369,12554,140,5527,4978
1.75,479,364,164,1453,555,11,1,6481,9198,106,3960,3657
2,564,388,166,1808,578,8,0.8,7028,10158,111,4349,3804
2,537,346,146,1633,556,7,1.5,6856,10858,80,4217,3915
1,256,178,80,836,269,11,0.3,3498,4154,59,2177,1951
3,768,690,280,2499,1006,11,1.5,10746,14188,170,6810,5127
1.5,402,311,122,1344,391,7,1.1,5393,7365,86,3344,2599
1,251,208,71,896,264,7,0.5,3674,4720,51,2253,1833
1.75,534,413,165,1462,590,7,1.3,6519,8406,87,3953,3162
1.75,572,412,137,1512,580,11,0.4,6080,9266,87,3812,3093
1,268,216,78,877,275,7,0.4,3413,5694,52,2274,1804
2.5,763,516,201,2069,684,11,1.7,8879,10694,148,5491,4815
1,331,202,65,845,285,7,0.5,3564,4469,56,2295,2076
2,604,440,173,1816,627,7,1.5,6983,9932,85,4214,4055
3,954,585,200,2720,928,11,1.6,11567,13931,138,6702,6066
2.5,819,514,232,2195,804,11,1.7,8520,12577,116,5345,5178
2.5,834,488,172,2140,821,8,1,9566,13709,113,5342,4944
1.25,417,236,90,1052,375,10,0.9,4794,5211,62,2801,2167
3,776,561,264,2450,899,10,0.7,10761,17375,144,6525,5890
1.75,550,312,131,1548,554,7,1.2,6236,8371,100,3783,2997
1,288,236,86,836,304,7,0.6,3717,5789,58,2227,1958
0.5,163,119,44,430,140,8,0.2,1726,2583,27,1109,1033
2,647,361,176,1766,639,8,1.3,7125,10261,80,4557,3573
1.75,514,304,132,1430,484,10,0.9,6113,7283,89,3934,2996
3,945,539,226,2694,858,7,2.3,10827,16537,161,6573,5805
2,588,383,146,1796,639,8,0.5,6842,10313,85,4229,3796
0.5,173,100,38,408,170,10,0.3,1812,2253,22,1064,994
1.75,490,334,148,1476,505,10,0.8,6701,8716,93,3705,3183
1.25,422,231,83,1110,397,11,0.9,4664,6491,62,2689,2266
1.5,488,266,113,1364,506,7,0.7,5370,8036,62,3368,2620
3,809,655,211,2433,1001,10,1,10869,15148,124,6863,5918
2.5,834,500,170,2157,779,7,1.5,9002,13222,104,5749,4488
2,517,370,154,1634,544,7,0.6,6929,10808,85,4470,3775
1.5,396,329,98,1254,468,10,1.1,5730,7343,85,3217,2797
1,260,171,83,862,320,8,0.3,3613,4562,61,2255,1813
1.5,378,358,138,1320,500,7,0.4,5464,8318,65,3290,2616
2,584,360,132,1706,640,11,1,7139,11589,99,4325,3955
3,703,696,260,2487,995,11,0.7,10314,14498,160,6648,5890
2.5,609,468,230,2182,800,7,1.2,9262,11421,157,5468,4414
0.5,127,91,34,443,143,8,0.1,1752,2124,27,1082,892
0.5,153,104,44,411,148,7,0.3,1940,2107,27,1098,976
2,687,451,138,1747,522,8,1.1,7313,9709,81,4284,3838
3,915,575,254,2457,894,8,1.4,10737,15774,162,6885,5368
2.5,709,532,186,2044,706,11,1.8,8648,13867,103,5536,4926
1.25,304,299,89,1118,353,10,0.3,4716,6326,79,2663,2497
1.75,563,301,134,1586,486,10,0.6,6003,9349,86,3702,3497
1.5,363,357,128,1287,509,7,0.4,5361,7293,69,3287,2742
2,610,356,159,1772,584,10,1.6,7057,8374,125,4219,3988
2,582,410,145,1655,590,10,0.8,7276,9992,95,4203,3713
0.5,147,109,36,432,131,11,0.4,1770,2642,26,1086,949
3,904,554,223,2681,870,7,1.4,10213,15778,188,6380,5665
0.75,179,168,51,654,248,7,0.4,2786,3861,38,1629,1570
2,539,375,143,1801,548,11,1.4,7611,8304,95,4248,4069
0.75,228,140,59,639,241,7,0.3,2912,4231,36,1711,1458
1.5,359,321,113,1296,480,11,0.4,5417,7249,82,3417,3054
2.5,694,457,168,2041,737,11,1.7,9548,12197,140,5738,5163
1.75,566,300,120,1572,462,7,0.5,6047,7777,82,3743,3671
1.5,520,338,102,1316,480,10,0.8,5774,6311,90,3194,2915
2.5,784,433,197,2253,704,8,1.9,8778,11585,149,5259,4251
1.75,600,351,161,1499,540,10,0.9,6392,8672,107,3880,2976
0.5,166,112,46,455,165,8,0.1,1712,2347,25,1057,945
0.5,145,102,42,421,155,7,0.2,1921,2204,27,1094,1025
0.75,247,168,69,609,256,11,0.4,2918,3385,39,1700,1441
1,303,200,71,858,291,8,0.3,3891,5621,44,2188,1821
2.5,832,528,173,2127,869,10,1.9,9230,14259,129,5320,4758
0.5,174,103,39,428,140,8,0.3,1894,2188,21,1083,976
2,628,345,157,1631,684,8,0.6,7172,9877,111,4218,4089
3,884,619,222,2500,801,7,1.7,10472,16429,179,6638,5536
0.75,213,175,62,657,224,11,0.3,2831,4037,39,1684,1378
1.5,500,303,124,1260,477,10,0.5,5823,8675,78,3299,3041
2,565,382,158,1679,535,7,0.8,7437,9790,104,4522,4001
1,333,199,68,904,262,11,0.5,3796,5145,64,2128,1892
1,253,237,92,869,293,10,0.3,3717,5449,63,2290,2093
1.5,524,266,117,1315,522,8,0.6,5487,7216,74,3432,2747
2,690,356,142,1620,586,10,0.6,7510,11551,127,4301,3606
1.5,365,319,108,1353,481,11,0.7,5302,8296,94,3183,3062
1.5,414,334,138,1333,424,10,1.1,5370,8698,82,3274,3097
1.5,355,279,122,1233,413,10,1,5621,7007,94,3302,2677
0.75,183,134,58,639,254,7,0.5,2737,3559,40,1705,1470
0.5,173,101,35,409,140,7,0.1,1872,2549,22,1131,945
0.5,116,102,44,422,161,7,0.2,1824,2395,29,1140,860
2.5,698,481,203,2225,844,7,1.3,8609,11437,113,5658,4713
1.25,299,247,101,1026,340,11,0.9,4661,6552,61,2846,2126
0.5,128,95,36,450,130,11,0.3,1911,2643,22,1142,933
0.75,235,130,56,609,210,7,0.5,2564,3698,36,1622,1373
3,779,540,202,2471,860,10,1.5,10288,14796,136,6842,5111
0.5,169,101,44,425,169,8,0.4,1909,2695,23,1064,1010
1.75,437,395,151,1486,600,8,1.2,6357,7723,70,3872,3570
1.25,437,240,113,1087,393,8,0.7,4534,5752,68,2678,2251
2.5,694,479,205,2063,824,7,1.8,9582,13399,132,5501,4437
1.25,381,271,105,1118,342,10,0.4,4454,5538,54,2781,2513
2,608,367,159,1781,625,11,0.6,7519,11153,92,4300,3692
0.5,155,100,43,454,158,7,0.3,1950,2609,23,1054,1047
1.25,389,298,116,1111,328,10,0.8,4430,6834,73,2698,2414
0.5,175,110,41,446,159,8,0.4,1725,2512,26,1114,961
1.75,602,341,142,1578,533,7,1.1,6523,8853,111,3994,3026
2,515,430,133,1621,620,11,0.9,7038,10073,113,4222,3504
3,864,596,234,2603,855,8,1.7,11196,15049,120,6760,5293
3,965,556,198,2633,860,7,0.8,11184,12641,138,6686,6094
2,545,417,169,1700,697,7,0.5,7682,10253,110,4318,4076
1.5,401,272,99,1358,477,7,1,5162,7135,84,3383,2899
1,237,176,69,823,270,10,0.7,3480,5355,48,2290,1710
2.5,761,439,209,2210,851,11,0.6,9206,11349,101,5271,4304
3,1044,611,226,2684,830,8,1.4,10824,14075,189,6370,5247
1.5,414,307,129,1275,468,8,1.1,5326,7908,78,3416,3028
1,240,211,65,878,334,7,0.3,3818,4985,52,2199,2023
0.5,138,115,37,437,155,11,0.1,1838,2121,21,1146,1004
1,246,233,82,896,284,7,0.7,3576,5540,40,2143,1878
0.75,256,162,54,667,212,10,0.2,2780,4079,33,1710,1352
1.25,428,264,103,1062,409,11,0.5,4604,6932,74,2857,2245
2.5,766,470,229,2095,834,8,0.5,9193,14420,142,5459,4331
1.25,336,217,83,1122,364,10,0.3,4267,5489,74,2820,2223
1.5,414,335,124,1313,410,11,0.4,5450,7995,64,3373,2682
3,754,681,276,2459,980,10,1.2,11390,13482,171,6396,5399
1.25,416,222,89,1052,403,10,0.3,4713,6128,77,2811,2170
1,243,211,84,825,307,8,0.7,3573,5005,62,2242,1776
1,267,219,69,892,331,8,0.8,3445,4883,46,2257,1755
2,587,359,133,1622,592,11,0.8,7095,9914,119,4308,3468
2,568,365,177,1625,647,10,1.5,7296,8350,108,4366,3806
1,242,176,74,853,308,7,0.4,3441,4474,49,2190,1901
2,587,411,137,1759,564,7,1.3,6923,10474,109,4457,3424
1.75,517,408,119,1460,584,8,1,6811,7704,94,3813,3448
0.5,125,102,44,408,146,11,0.1,1751,2257,24,1105,1036
0.75,175,159,59,630,238,11,0.3,2653,3814,38,1717,1412
1.5,412,353,115,1235,511,7,1,5100,7283,65,3241,2983
1.5,492,316,129,1233,508,11,0.9,5103,8310,75,3403,2707
1.5,427,265,112,1307,495,10,0.8,5849,6585,64,3284,2877
0.75,241,149,56,661,215,8,0.4,2909,3796,42,1673,1405
1.5,514,305,137,1227,415,8,0.8,5180,7579,72,3443,2743
1.75,534,361,122,1483,507,10,1,6744,8017,103,3816,3116
1.25,321,278,106,1096,363,11,0.3,4829,6730,70,2738,2319
1.25,393,242,88,1035,386,8,0.9,4799,6118,62,2637,2475
0.75,191,156,57,675,224,10,0.3,2711,3376,42,1688,1446
0.75,208,144,68,620,248,7,0.4,2708,4288,32,1718,1299
1.5,370,324,131,1271,447,10,0.5,5847,6932,88,3295,2946
1,287,186,94,910,340,7,0.8,3779,4565,58,2250,1868
0.75,193,152,60,645,224,11,0.2,2877,3679,45,1646,1428
1.75,406,325,147,1457,572,10,0.5,6437,8259,74,3881,3423
1.5,484,351,115,1353,405,10,0.8,5231,7416,68,3209,3060
2,497,447,146,1710,570,10,1.1,7106,8622,102,4476,3726
1.5,355,339,138,1224,500,10,1,5504,8317,62,3164,2671
0.75,228,134,60,618,257,11,0.4,2734,3525,35,1580,1465
1,242,172,91,858,317,7,0.4,3777,4815,45,2243,2056
1.75,571,360,136,1420,608,11,1.4,6052,8063,75,3976,3454
3,923,706,285,2547,876,10,1.7,10975,15869,174,6703,5153
1.75,463,375,156,1572,606,7,1.1,6481,9920,72,3829,3169
1.5,492,274,138,1340,518,8,0.7,5634,8483,73,3336,2687
1.75,482,313,141,1537,498,8,1,6555,8577,71,3868,3544
0.5,138,85,47,417,146,7,0.1,1883,2440,22,1079,986
0.5,172,120,37,451,168,10,0.1,1720,2207,21,1088,976
1.75,448,397,139,1478,583,10,1.4,5950,7608,92,3806,3265
3,702,640,203,2676,985,8,1.8,11122,15901,172,6370,5880
1.25,326,266,83,1016,378,7,0.7,4528,6741,54,2675,2324
1,344,186,68,827,335,10,0.6,3800,5639,47,2210,1937
0.5,137,88,35,439,163,11,0.3,1796,2835,26,1058,996
1.25,420,295,114,1046,369,11,0.6,4303,6274,58,2727,2261
2.5,687,577,173,2029,736,7,0.8,9092,13262,101,5455,4434
0.5,127,113,44,442,148,11,0.1,1806,2233,31,1119,871
1.75,425,342,160,1552,503,10,0.7,6047,9974,73,3785,3435
1.5,469,315,117,1269,518,7,0.5,5499,6841,91,3402,3039
1.75,525,360,115,1439,509,11,0.7,6622,7795,95,3973,3555
2,606,362,185,1752,592,10,0.4,7433,10569,85,4479,3818
1.25,424,222,103,1092,357,7,0.3,4845,5437,75,2787,2144
1.5,487,357,112,1227,392,11,0.6,5618,6837,84,3167,2623
2,553,459,145,1752,555,11,1,7061,8460,107,4446,3877
0.5,121,97,38,449,148,10,0.3,1852,2655,22,1096,976
1.25,423,243,111,1078,348,10,0.7,4833,5843,64,2846,2479
1.5,446,299,117,1236,443,7,0.4,5198,7489,77,3186,2597
1.25,397,254,83,1029,325,7,0.7,4495,6427,69,2701,2400
1.5,356,260,107,1310,522,7,0.9,5659,8483,83,3203,2662
1.25,303,234,99,1096,343,7,0.6,4711,5340,56,2801,2538
1.25,407,224,103,1092,392,8,0.5,4353,6246,54,2719,2206
0.75,200,138,53,617,252,8,0.3,2645,3693,33,1578,1376
0.5,125,116,38,423,150,8,0.4,1877,2897,26,1061,942
1.75,612,417,116,1560,486,10,1,6653,8211,90,3900,3025
1.25,296,263,89,1043,427,11,0.7,4292,6039,62,2677,2299
0.75,181,164,69,676,208,11,0.6,2636,3274,40,1662,1298
1.75,490,332,153,1516,462,8,0.8,6070,8815,106,3686,3162
3,784,524,225,2626,971,7,1.1,10374,17061,158,6481,6188
2.5,778,589,189,2254,706,7,1.1,9326,13620,152,5385,4819
1,313,179,91,820,277,10,0.8,3478,4591,46,2134,2077
1,295,207,93,890,338,11,0.7,3767,4611,54,2185,2001
1,343,234,77,840,319,7,0.7,3712,4284,47,2253,1713
2,482,342,150,1811,583,11,1,7328,10406,103,4600,3676
2,533,406,144,1684,585,7,0.7,7473,9995,112,4243,3697
0.5,122,102,38,412,175,11,0.4,1712,2237,21,1072,1030
1,270,205,79,860,318,8,0.2,3608,5597,64,2252,1805
3,979,585,209,2539,808,10,1.5,10431,16661,172,6763,5296
1.25,372,272,97,1017,402,10,0.9,4564,6269,76,2709,2195
1.75,576,363,120,1537,497,11,1.4,6547,9469,104,3731,3529
1.75,560,312,146,1550,556,7,0.8,6358,7864,92,3866,3535
1,239,216,72,878,274,10,0.5,3641,5763,54,2219,1827
3,918,598,285,2431,828,11,1.9,10595,15749,167,6773,5300
2,502,346,176,1653,662,8,1,6865,8306,117,4491,3875
0.75,223,148,69,641,246,11,0.4,2661,4110,37,1635,1368
3,952,617,252,2675,898,8,1.2,10263,13242,143,6547,5113
2,496,401,141,1752,620,10,1,7103,9657,105,4257,3684
1,236,177,74,876,274,7,0.4,3789,4817,48,2252,1770
0.75,235,159,53,674,223,11,0.2,2577,4312,40,1670,1295
0.75,187,164,71,621,248,10,0.2,2563,3409,40,1697,1543
1,245,226,87,883,320,11,0.3,3600,4776,57,2187,1773
2,523,440,131,1780,619,7,1,7207,11440,108,4461,4020
0.5,165,113,46,445,146,10,0.2,1933,2695,29,1053,880
1.25,311,270,104,1135,388,8,0.3,4813,6481,66,2850,2264
1.25,293,275,98,1127,407,11,0.6,4431,6981,71,2737,2397
1,258,229,88,860,329,7,0.5,3809,4284,53,2296,1976
1,340,217,86,828,297,7,0.2,3850,4337,47,2282,1790
1,333,209,78,872,314,10,0.8,3698,5517,63,2166,2033
0.75,236,146,64,645,233,7,0.6,2550,4269,40,1627,1548
1.5,381,284,123,1357,503,10,0.5,5534,8518,78,3329,3071
0.75,233,138,69,618,253,8,0.3,2782,3162,31,1590,1541
1,233,200,75,893,307,11,0.7,3537,5096,49,2231,2074
2,595,356,154,1639,679,7,0.6,7622,9840,85,4312,3935
1,331,179,85,886,288,8,0.6,3655,5354,62,2236,2002
2.5,793,450,205,2210,653,11,1.2,8516,11096,103,5683,4300
3,908,543,255,2587,804,7,1,11516,13670,138,6876,5487
1.5,388,317,106,1262,494,11,1,5317,7715,75,3259,2574
1.75,427,310,166,1516,565,8,0.6,6283,8845,84,3716,3437
0.75,184,142,66,638,254,10,0.2,2705,4025,44,1610,1392
1,302,230,76,874,262,7,0.6,3648,5357,42,2234,1793
0.5,115,115,38,449,174,8,0.3,1793,2599,23,1050,1019
2.5,618,514,202,2057,697,10,1.8,9336,11093,150,5566,4435
3,914,684,280,2467,935,10,2,11404,17133,173,6420,5324
3,830,567,213,2444,850,8,1.4,10950,16250,154,6898,6107
2.5,866,437,215,2186,653,8,1.3,8641,11913,130,5745,5003
0.5,137,91,39,424,141,11,0.1,1738,2055,28,1077,890
3,964,715,258,2444,972,10,1.6,11645,14539,148,6689,6207
2.5,713,497,198,2139,747,7,1.8,8576,10481,132,5342,5197
1.25,345,275,92,1047,414,10,0.7,4693,6311,56,2837,2391
0.75,233,139,51,674,204,10,0.5,2691,3442,40,1722,1316
2.5,792,581,194,2179,670,7,1.1,9411,14459,133,5569,5117
3,939,560,269,2640,906,8,2.2,10532,16919,175,6593,5827
1.25,323,240,101,1125,434,8,0.7,4519,7028,68,2704,2518
2,521,376,141,1817,523,8,0.5,7201,9389,127,4410,3710
1,304,188,93,861,272,10,0.8,3472,5302,61,2147,1899
3,918,557,235,2617,780,8,2.1,10319,13234,120,6377,5576
1,230,183,80,899,264,10,0.8,3456,5048,43,2225,1776
0.5,128,96,47,435,158,8,0.3,1802,2561,32,1072,1036
1,350,232,79,878,324,8,0.3,3879,4676,64,2108,1939
0.75,238,135,68,642,223,7,0.4,2745,3389,39,1722,1416
0.5,151,110,36,428,152,8,0.2,1908,2600,29,1083,973
2,538,466,179,1648,599,7,1.5,7385,10822,126,4443,3778
1.25,314,243,99,1044,413,8,0.9,4606,6016,52,2875,2484
1.25,343,276,95,1086,327,8,0.4,4833,5599,78,2820,2493
1.25,407,298,84,1086,382,7,1,4745,6780,58,2765,2615
0.75,202,146,60,651,236,8,0.5,2891,3822,40,1624,1314
2.5,858,580,184,2242,875,8,1.7,8927,10798,154,5318,5127
0.75,231,175,60,617,205,7,0.4,2891,3083,46,1657,1345
1.25,301,262,89,1113,411,10,0.4,4537,6844,52,2784,2219
2,563,396,172,1626,554,11,1.4,7149,9149,100,4448,3481
1,262,214,67,892,347,11,0.5,3655,5095,41,2142,2021
3,937,684,258,2517,950,8,1.3,10617,17114,171,6360,5905
3,1040,615,214,2583,1027,7,1.4,11031,17150,144,6779,6138
3,980,706,255,2674,910,8,0.8,11002,16854,157,6644,5189
1.5,449,258,117,1343,511,11,1.2,5323,6267,75,3231,2594
1.75,518,309,122,1421,547,11,1.1,5969,8559,96,3733,3516
1,322,227,73,818,318,10,0.3,3746,4829,43,2208,1715
0.75,237,178,62,682,255,8,0.3,2824,3205,44,1601,1549
2,558,444,146,1711,651,8,1.5,7092,10174,85,4595,4134
2,615,400,156,1637,683,11,1.2,7293,9354,127,4386,3904
0.75,234,151,69,642,228,7,0.6,2823,3386,34,1584,1559
2,684,393,139,1748,532,11,0.9,7421,10716,120,4588,3762
0.5,136,93,37,452,136,8,0.3,1767,2353,26,1077,904
1.25,307,266,117,1118,336,11,0.9,4502,5237,54,2750,2181
3,698,534,282,2684,937,8,0.6,11025,15481,171,6605,6236
0.75,260,172,64,676,258,11,0.3,2635,3324,42,1618,1539
0.75,240,168,67,652,245,10,0.3,2768,3972,34,1604,1561
1.25,318,221,96,1064,336,7,0.6,4505,7154,61,2669,2523
0.5,133,86,43,453,151,8,0.2,1823,2220,30,1074,950
1,291,209,85,842,260,7,0.2,3685,5733,56,2214,1927
2.5,778,475,174,2088,849,11,1,8803,10758,109,5332,4613
1.75,499,338,139,1574,571,8,1.3,6086,9618,100,3693,3085
1,322,208,74,818,312,11,0.4,3789,5068,59,2126,1707
2.5,616,442,180,2051,773,11,0.5,9021,10923,145,5657,4489
2.5,826,486,183,2260,651,11,1.7,9284,13110,145,5518,4807
2,677,405,153,1694,587,11,0.9,7550,10750,102,4366,3986
1,230,192,88,855,315,8,0.6,3461,4749,54,2152,2001
2,490,470,142,1699,522,8,0.6,7186,8282,81,4511,3659
1.75,468,413,123,1558,577,11,1.2,6289,9041,100,3705,3411
2.5,685,469,201,2096,803,7,1.1,9247,12619,127,5321,4953
1,325,202,93,857,279,11,0.3,3572,5352,58,2249,1926
0.5,135,102,33,409,156,10,0.2,1921,2063,27,1104,938
2.5,728,468,214,2043,850,8,1.8,9433,14478,156,5435,5199
2.5,746,451,211,2027,723,11,1.9,9039,10750,145,5422,4677
0.5,122,95,41,444,163,7,0.3,1814,2658,30,1113,874
1,334,175,75,844,289,7,0.6,3656,5531,54,2164,1975
2,506,395,184,1771,569,11,1.2,7800,11059,94,4391,3766
1.75,586,307,162,1486,523,8,1.3,6584,9623,84,4018,3608
3,911,522,250,2632,892,11,2.1,10832,16661,167,6862,5957
1.25,416,222,108,1079,402,11,0.3,4311,5837,75,2759,2549
1.25,429,289,102,1124,373,8,0.3,4369,5690,78,2627,2595
0.75,238,162,67,640,233,10,0.3,2762,4170,46,1636,1410
1.5,377,294,128,1347,450,10,1,5279,8109,63,3203,2625
2,471,452,145,1737,647,10,0.4,7277,11574,104,4407,3494
0.75,248,141,56,631,255,7,0.4,2890,3510,46,1615,1453
1.75,489,341,144,1451,501,7,0.4,6600,9715,96,3801,3670
1.75,542,307,137,1528,562,8,0.6,6297,7222,97,3788,3118
0.5,148,103,44,446,133,11,0.3,1924,2072,29,1137,932
1.25,375,243,110,1037,334,8,0.9,4671,6859,57,2659,2258
0.5,125,90,45,429,168,11,0.2,1739,2551,21,1136,892
1.25,389,293,97,1072,327,7,0.8,4815,7033,66,2645,2354
0.75,250,130,66,668,199,8,0.3,2662,4326,34,1655,1409
1.25,378,252,97,1120,335,10,0.9,4273,6677,69,2648,2311
2.5,620,446,185,2072,868,7,1.8,9015,11230,120,5706,5054
2,540,349,150,1809,630,11,1.4,7422,8955,105,4277,3640
1,248,174,75,843,319,10,0.7,3544,4213,55,2197,1704
0.5,160,103,43,419,173,10,0.1,1754,2718,21,1108,1030
2.5,690,536,186,2110,689,10,1,9460,10715,134,5348,4661
1,249,214,85,859,269,11,0.6,3657,4452,41,2214,1985
1.25,305,219,97,1042,333,10,0.5,4394,6742,63,2673,2266
1,299,226,93,845,263,10,0.7,3785,5571,60,2273,2074
1,263,234,75,820,325,11,0.6,3576,5554,58,2269,2083
3,1028,686,219,2721,930,7,0.6,10959,14726,162,6778,5889
1.5,387,356,132,1226,511,10,0.6,5636,6354,68,3214,2924
0.5,138,111,34,433,171,10,0.3,1798,2387,31,1055,967
2.5,697,589,236,2199,805,10,0.9,8740,12334,129,5371,4868
1.75,489,338,151,1568,544,10,1.3,5966,8574,89,3838,3288
1.5,396,307,138,1291,434,7,0.6,5599,6559,94,3199,2816
1.5,482,319,103,1291,521,10,0.8,5227,8468,67,3358,2728
1,262,236,94,852,277,11,0.8,3417,4513,45,2114,1984
2,593,479,166,1637,682,7,0.4,6915,9206,125,4296,3680
2.5,679,523,237,2246,851,8,1.9,8543,12121,147,5543,5005
0.5,120,95,36,432,166,8,0.1,1912,2323,31,1102,938
1.25,360,258,84,1076,369,10,0.8,4577,5165,79,2777,2415
1.75,487,299,120,1564,506,10,0.6,6589,10013,91,3999,3553
1.75,423,396,147,1448,474,10,0.4,6237,7430,89,3757,3342
3,976,572,273,2654,960,7,1.5,10403,15233,124,6837,5202
1.75,449,345,163,1568,512,8,1.1,6808,8848,103,3866,3481
1.5,523,341,117,1280,465,10,0.5,5370,7012,92,3171,3061
2.5,778,591,234,2073,739,8,1.1,9357,10783,146,5514,4619
0.75,258,176,60,608,257,11,0.5,2789,3811,44,1645,1316
1.25,357,293,97,1048,349,8,0.4,4476,5199,75,2826,2307
0.75,187,131,49,673,209,7,0.3,2705,3630,47,1622,1394
0.75,240,133,58,660,210,8,0.2,2813,3166,35,1620,1333
2.5,780,534,171,2033,846,11,0.9,8510,13100,124,5491,5067
2.5,605,549,214,2118,785,7,1.9,9690,14091,133,5656,4635
0.5,118,109,45,453,164,7,0.2,1784,2272,31,1056,1031
0.5,174,107,46,409,149,7,0.3,1879,2129,30,1084,948
0.75,192,153,54,653,249,7,0.2,2599,4349,42,1615,1429
1.75,452,412,115,1504,581,7,0.6,6385,7960,74,3849,3194
1.75,541,330,147,1469,581,8,0.9,6268,10060,84,3917,3175
3,835,613,268,2634,857,10,0.8,11548,13394,183,6517,6003
1.75,434,416,144,1575,546,11,1.1,6622,9094,87,3678,3295
0.5,119,105,35,414,153,10,0.2,1775,2150,31,1118,903
1.5,382,259,98,1258,407,11,1.1,5524,7656,69,3238,2660
2,567,432,134,1629,637,7,1.1,7723,8943,126,4423,3924
1.75,485,310,142,1482,514,11,0.4,6755,9109,108,3769,3232
1.75,475,396,116,1516,589,7,1.2,6802,9523,88,3688,3583
2,498,394,132,1808,679,8,0.9,7607,8252,82,4282,3883
2.5,772,437,199,2048,792,10,1.6,8890,12555,107,5250,5072
2,630,474,190,1765,567,10,1,7780,10256,127,4310,3789
2,652,342,180,1794,680,7,0.8,6942,10706,111,4355,3980
1,299,175,67,856,274,8,0.4,3493,5487,49,2181,1902
2.5,635,434,187,2080,864,7,1.4,8545,11990,123,5743,5043
2,537,357,156,1730,667,7,1.4,6941,8263,100,4386,3619
