Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
1.5,406,279,105,1048,231,5,6,4100,12113,43,408,4149
2,516,351,152,1220,280,4,9,5545,19302,47,484,5359
0.5,130,101,38,339,72,4,2,1334,4845,13,110,1080
1.25,290,255,94,842,198,3,7,3429,12302,36,279,2760
1.25,328,263,94,806,205,4,5,3021,10783,27,354,3593
0.5,130,98,34,320,72,6,2,1225,3716,12,140,1219
0.75,186,135,59,471,109,6,3,2157,5628,20,197,1689
2.5,603,429,196,1526,388,5,11,5812,24623,69,613,6916
2,553,370,134,1297,320,6,11,5445,19597,57,432,5950
1.75,488,353,148,1165,249,3,8,4295,14145,47,398,3670
1.5,349,258,124,903,243,3,7,4334,12850,33,376,3423
2.5,668,513,161,1648,387,3,12,5873,20374,69,586,5977
1.75,483,316,139,1198,247,5,7,4537,16952,42,375,3663
0.5,118,87,39,330,77,6,3,1403,4260,14,117,1426
2.5,585,533,146,1607,375,5,12,7075,17834,58,720,5855
2.5,641,465,190,1568,376,5,10,7219,19048,72,710,5634
0.5,131,104,42,325,71,6,2,1318,4236,14,112,1269
0.5,137,91,34,345,82,5,3,1431,3779,15,137,1419
1.75,422,322,133,1090,246,3,7,4461,13075,48,481,5193
3,738,578,185,2075,433,6,11,7393,26025,83,776,8911
0.75,179,128,43,455,112,6,4,2148,6756,18,211,1876
1.25,325,249,89,815,196,6,6,3235,9294,28,274,2729
2,497,368,170,1289,312,4,8,5095,14412,49,436,5853
1,255,197,62,639,161,6,5,2839,7973,21,218,2448
0.75,184,133,43,493,122,4,4,2150,6325,16,192,2164
1,236,206,62,619,154,3,5,2568,8485,27,211,2957
1.5,345,305,103,946,247,4,6,3529,14721,45,389,4412
1.25,334,238,104,795,186,3,6,3597,10229,27,306,3524
2.5,596,518,141,1567,393,4,11,6825,23529,57,533,5539
1.25,326,253,90,857,182,5,7,3372,10695,28,327,3443
0.75,207,134,56,457,121,6,3,1864,7424,18,185,1924
1.5,367,262,106,939,241,3,6,3692,12116,30,358,4278
1.25,344,260,84,803,193,4,5,2951,10504,33,272,3162
1.75,411,340,123,1069,249,3,9,4160,17228,43,480,3709
2,497,368,135,1218,305,3,10,4771,15227,60,515,4067
1,244,188,72,675,150,6,4,2636,7460,22,236,2501
0.75,174,154,52,519,112,6,3,1921,6204,17,216,1521
1,268,178,63,694,152,3,5,2863,7273,22,244,2135
1.25,298,234,89,820,198,4,5,3372,9061,35,341,3114
0.5,132,106,34,318,78,3,3,1231,4785,11,144,1223
2,529,418,159,1382,306,4,11,5331,15500,52,442,4496
1.25,316,236,80,778,188,5,5,3026,11628,32,360,3196
0.5,139,92,32,321,81,3,2,1216,4612,13,123,1421
0.75,195,157,47,470,109,5,3,2146,6927,17,179,1650
0.75,210,161,60,503,112,4,4,2137,5770,17,174,1605
1.5,370,313,84,1040,242,3,8,3595,14367,33,317,3067
1.75,467,333,115,1063,255,4,9,4820,12431,35,385,4156
3,817,593,188,2088,493,5,14,7315,25866,74,759,7195
1.5,418,305,102,956,232,3,7,4202,14947,37,373,3477
2.5,610,492,170,1520,398,3,12,6518,22332,66,694,6620
0.75,196,156,53,498,123,4,4,1900,5361,18,216,1753
1.25,331,256,100,843,191,5,6,3066,10544,29,305,3042
1.75,425,318,128,1051,253,4,9,4104,12796,43,494,4342
0.75,191,160,43,450,117,4,4,1985,5492,19,202,1927
1.75,425,327,124,1116,258,5,7,4163,17258,46,459,4313
1,240,191,61,683,158,4,4,2614,8315,30,251,2465
3,692,634,184,2075,437,4,13,8559,29731,74,734,7907
1.25,304,231,90,845,192,6,5,3101,8927,37,310,3282
3,728,626,201,1802,469,5,11,7002,27159,62,718,6632
2,546,399,147,1297,309,4,9,5095,14677,43,505,4792
2.5,631,427,206,1718,376,5,10,7109,18615,57,668,7339
1.25,330,225,78,812,206,4,6,3005,11333,35,340,3368
3,693,574,194,1926,435,4,13,7490,26368,69,633,6483
2.5,655,494,161,1683,411,3,11,6235,19402,52,648,5217
3,801,521,210,2060,445,3,14,7163,29731,69,655,7945
1.75,450,375,126,1149,278,4,9,4376,16640,50,413,3640
0.75,179,136,55,492,119,5,4,1896,6070,18,212,2072
3,698,522,231,2025,462,5,16,7694,29673,87,658,6825
3,742,589,207,2080,487,5,15,7265,29974,79,869,8477
2.5,676,489,175,1620,388,5,13,6414,21880,57,720,7478
1.5,369,267,87,1009,244,5,7,3591,10515,44,376,4357
0.75,182,155,60,466,112,6,4,1861,6945,21,183,1752
1.5,396,293,115,953,228,3,7,4285,11442,31,418,4123
1.25,290,217,86,855,198,6,6,3443,9297,26,270,3066
1.75,462,354,135,1107,263,4,7,4737,12428,42,461,4732
2.5,649,430,202,1590,373,4,13,5959,24993,56,592,7136
2,551,418,155,1301,326,4,11,5468,15134,57,436,4151
2,518,389,111,1266,305,6,11,5393,18243,50,482,5757
1.5,403,289,104,1045,221,5,6,3485,12679,39,330,3227
1,239,211,69,633,164,3,4,2580,9005,27,216,2526
0.75,205,133,52,455,108,3,4,1859,6395,19,181,1776
1,260,198,80,652,151,6,5,2470,7545,26,280,2071
1.25,302,218,90,755,199,4,6,3408,9581,29,321,3103
2.5,609,448,168,1621,391,4,11,6355,18413,71,662,6375
1.25,322,246,96,832,185,3,5,3538,10913,28,304,3518
1.5,413,274,93,943,213,4,8,4124,13927,40,327,4153
1.75,412,342,140,1174,288,5,9,4810,13487,36,381,3977
0.5,119,100,42,345,82,5,2,1232,3512,11,111,1252
2.5,672,518,148,1688,401,3,13,7085,18982,73,705,6295
1.75,458,316,106,1088,253,4,8,4646,15108,37,492,4531
0.75,197,155,42,450,122,4,3,1951,6226,20,179,1644
1.75,475,318,125,1168,287,6,9,4295,14469,43,504,3644
2.5,610,474,164,1647,369,6,11,6617,18022,69,635,6995
1.25,334,248,69,758,183,4,6,3579,12085,31,312,3477
1.5,395,298,107,901,245,3,6,3599,13883,31,415,3063
2,504,381,116,1241,317,5,10,4735,19794,55,432,4690
1.5,370,271,89,934,219,6,6,4289,14999,36,379,3571
1,245,193,59,622,148,3,4,2624,7117,28,249,2506
1.5,357,257,87,919,219,5,8,3764,11328,42,364,3683
2,472,407,141,1393,283,5,8,5053,16039,49,557,4804
2.5,655,505,180,1655,371,4,12,5925,23459,56,575,7230
0.75,194,138,46,502,123,6,3,1769,5446,15,191,2124
0.5,120,85,30,308,81,4,2,1276,4899,12,127,1160
1.25,303,256,73,844,178,3,6,3577,11418,33,325,3077
1,267,205,80,615,159,6,5,2671,9169,23,269,2743
0.75,178,139,46,470,119,6,4,1921,6499,17,171,2120
0.75,191,143,46,507,123,3,3,2111,5461,19,195,2035
0.75,205,134,52,465,111,5,4,1954,5409,21,193,1878
1.75,463,337,105,1122,283,4,9,4142,15496,49,413,4377
1.75,487,355,97,1105,271,5,8,4351,15605,48,474,3895
2,556,343,167,1374,298,5,10,4903,18668,53,450,5152
1.75,440,327,110,1144,256,3,8,4947,14911,47,493,4761
1.75,437,344,98,1155,246,3,8,4292,13512,47,481,5006
1.5,419,305,89,1002,243,5,8,4101,14332,39,342,3965
0.75,194,147,54,482,119,4,3,2096,6187,21,215,2231
0.75,207,141,53,454,110,3,4,2016,6197,17,215,2198
1,232,204,65,681,161,4,4,2625,7292,23,283,2191
1,240,185,76,606,141,5,5,2418,8165,24,212,2889
1,251,201,71,667,158,4,5,2791,7262,23,212,2633
3,759,608,169,1827,420,5,16,6981,23915,86,822,7251
0.5,128,103,34,337,74,6,3,1260,3822,13,124,1100
3,744,540,192,1844,487,5,16,8287,29936,74,695,7004
3,799,603,222,1936,424,4,14,7096,27109,80,769,6531
1,267,182,73,698,147,4,5,2514,8503,27,254,2605
1.5,414,272,114,929,229,6,6,4065,12488,31,359,3962
2.5,596,520,144,1538,393,6,9,6667,20499,51,655,5577
3,715,549,172,2060,429,5,16,7496,26486,61,827,7891
2,510,369,143,1343,328,3,10,5620,18477,57,574,4640
1.75,442,368,126,1149,280,6,8,4873,14145,45,448,5172
2,558,413,145,1392,289,5,10,5420,15734,42,526,5219
2.5,625,523,165,1641,409,3,10,5998,24131,72,555,6558
3,729,638,220,2026,490,6,11,7493,24263,81,730,8326
3,692,538,211,1809,471,6,14,8454,28995,68,692,8484
3,711,587,214,1937,485,5,14,8434,22633,62,731,6830
2,467,405,154,1384,284,5,11,4715,16791,58,571,5720
1.25,325,217,91,799,193,4,7,3499,11691,27,269,2918
1.5,384,291,86,1031,243,3,8,3755,10534,37,395,3891
2,484,410,168,1252,282,3,10,5783,17039,47,477,4745
2,492,376,126,1237,312,6,10,5541,18612,41,457,4724
0.5,116,98,29,347,74,4,2,1161,3675,13,128,1370
0.5,120,91,37,316,80,3,2,1228,3656,11,109,1137
1.75,408,316,111,1051,249,6,8,4450,15648,49,376,5141
1.75,427,333,126,1202,289,4,9,4553,14903,40,448,4609
1.75,459,368,116,1196,271,6,8,4868,15155,52,447,4386
1.75,471,314,123,1159,276,5,7,4557,16662,47,503,4607
1,234,179,56,630,162,5,5,2524,8682,21,265,2152
0.5,134,102,30,317,71,6,2,1378,4905,11,143,1059
0.5,140,89,40,318,71,3,2,1393,4213,13,131,1030
0.5,132,101,29,305,72,5,2,1276,3550,14,140,1001
1,266,171,65,603,158,6,4,2792,7862,23,266,2971
1.75,431,344,133,1088,250,5,9,5008,17018,46,472,4703
1.5,352,291,93,910,237,6,8,3529,12094,40,369,3102
1.75,477,313,147,1183,266,6,7,4318,15574,35,425,4135
1.5,379,318,90,1030,213,4,7,3576,12996,44,397,4025
0.75,203,143,42,497,107,6,3,2145,6760,22,173,2221
0.5,120,90,35,313,72,3,2,1318,4907,13,112,1244
1.25,338,234,89,874,189,4,6,2940,9231,26,359,2615
1.5,360,278,97,1012,239,4,7,3664,11068,37,355,3600
2,492,425,161,1299,285,4,11,5685,19310,50,562,5081
0.5,116,85,37,315,82,5,3,1424,3832,14,124,1461
1.25,344,227,69,762,192,5,6,3189,9605,34,316,3587
1.5,361,288,85,1045,218,5,6,3808,13270,44,418,4169
1,248,191,85,600,157,4,4,2798,8839,26,254,2639
0.75,181,153,62,503,111,5,4,2021,5617,20,164,1532
0.5,127,90,39,324,75,5,2,1253,4573,13,112,1270
1,254,189,76,600,141,5,5,2833,9102,28,241,2345
0.5,115,103,41,324,75,5,2,1439,4718,14,116,1388
1,272,198,64,632,158,4,5,2359,9645,21,213,2230
0.5,130,95,34,349,70,4,2,1438,4345,11,131,1008
2,522,420,117,1278,314,6,8,4620,19415,43,562,5733
1,231,183,83,693,142,3,4,2351,7556,30,231,2881
1.75,444,326,145,1070,268,3,7,4915,13992,45,442,4475
3,731,546,172,1873,451,3,14,7113,24766,76,860,8639
1.5,415,268,100,910,225,5,8,4054,12495,43,351,3508
3,793,537,168,1995,429,6,14,6925,21456,86,790,8644
1.75,490,330,122,1110,286,3,10,4076,16917,45,433,3535
3,720,619,206,1913,467,4,14,8423,24361,69,722,8957
1.5,417,274,127,1006,228,6,6,3969,13400,35,396,3298
2,546,344,134,1303,327,6,8,4662,19474,48,536,4336
3,824,616,228,2018,421,4,15,8071,27833,67,743,7552
1.5,374,282,114,942,226,5,7,3888,14991,43,398,4228
0.5,124,89,30,346,75,5,2,1359,3956,10,140,1101
3,796,573,168,1879,477,3,12,8145,22884,83,671,8622
1.5,364,272,85,930,220,3,8,3998,10914,30,429,3792
1,256,170,80,685,157,6,4,2588,9269,29,277,2815
1,240,172,63,687,154,5,4,2695,7770,29,256,2260
1.5,377,299,86,1011,240,5,8,3565,14987,32,392,3515
2,560,397,117,1236,318,4,10,5656,14288,50,487,5778
1,259,215,65,655,153,6,4,2591,8223,22,222,2243
1,258,200,76,650,145,5,5,2875,7216,26,255,2324
0.5,131,96,30,302,78,4,2,1217,4904,13,131,1019
2.5,627,518,166,1540,373,4,9,6819,19746,51,702,6738
0.75,207,154,51,495,110,3,3,2020,5787,20,210,1593
2.5,650,467,206,1642,354,6,9,6165,19527,66,560,7488
0.75,187,132,53,474,110,5,4,2126,7416,21,186,1704
2,461,390,150,1242,322,3,11,4728,17288,49,430,5309
2.5,612,511,201,1704,406,3,14,5813,18861,58,609,5049
1.75,418,322,121,1184,286,5,7,4357,14167,50,436,5010
2,488,383,158,1292,319,4,11,5663,18250,45,490,4863
1.75,483,331,127,1120,249,3,7,4618,16433,51,382,4700
1.25,330,220,81,868,177,5,6,3548,10534,32,320,3337
2,479,354,131,1230,310,5,9,4918,15085,56,459,4005
1.5,360,265,89,994,214,3,7,3677,11390,42,406,3086
1.25,332,224,70,786,201,5,6,3002,11729,29,273,3134
1.75,476,334,100,1092,280,6,9,4744,12964,49,434,4552
2,560,410,165,1234,293,5,11,4756,17550,50,478,5172
1.25,307,259,105,771,186,6,6,3383,9041,36,296,3204
2.5,590,463,198,1588,403,4,12,7040,19429,57,531,7372
1.25,324,224,88,786,186,6,5,2999,11130,25,291,3010
1,274,174,67,665,161,3,4,2636,7515,21,217,2828
1.25,322,218,98,795,177,5,6,2907,9899,31,279,2750
2,553,421,138,1270,300,5,11,5483,18330,41,440,5669
1.5,383,274,111,1008,228,5,6,3666,12067,38,380,3976
0.75,182,160,42,485,115,3,4,2098,6646,18,217,1761
3,763,624,234,1851,438,3,16,8619,29810,75,839,7514
3,759,578,171,1941,424,3,15,8409,28696,87,720,8088
1.75,481,333,129,1116,288,4,7,4363,12391,48,490,4113
1.25,296,259,84,776,182,3,5,3470,11901,34,309,2655
2.5,654,531,182,1692,404,3,11,5789,23584,59,622,7166
1.75,465,361,144,1200,255,3,7,4792,12943,36,411,4310
2.5,643,486,190,1590,379,5,11,6277,24913,65,606,6045
1,238,199,71,661,153,3,5,2363,9272,28,243,2414
0.75,190,130,47,481,111,6,4,1758,7098,18,177,1952
2,538,412,166,1388,299,5,7,4752,16177,43,513,5039
1.75,428,319,145,1185,283,6,9,4670,12781,43,394,5111
3,770,639,186,1895,484,6,12,7237,28505,75,687,6927
2.5,687,483,162,1620,358,3,12,6063,18352,65,648,5323
1.75,469,314,136,1148,287,5,7,4189,16350,41,402,4486
2,536,385,143,1310,321,4,8,5489,15715,42,455,4793
1.25,299,258,97,821,181,6,7,3538,9025,35,337,3707
1.25,298,232,84,851,191,4,6,3040,11609,26,288,2545
1.5,401,271,114,1026,223,5,6,4177,13415,42,397,3055
1,271,182,63,654,147,6,5,2376,7087,23,263,2812
2.5,663,466,199,1537,398,6,9,5965,24087,68,704,6337
1.25,290,245,102,827,184,3,6,3306,9698,37,303,3511
3,792,640,229,1861,441,4,14,7116,22504,87,659,8303
1.25,311,239,105,778,189,4,5,3319,10051,30,271,3705
1,275,211,80,624,147,6,5,2801,8209,24,235,2102
2,497,360,133,1377,319,6,9,5348,14486,52,502,4931
0.5,116,104,41,339,74,5,2,1409,3527,14,123,1155
1,256,177,72,640,159,5,4,2424,7360,22,238,2889
1,243,214,80,687,159,5,5,2594,8758,25,226,2356
2.5,629,514,154,1640,361,4,14,6094,18066,71,650,5669
1.75,408,376,113,1150,269,4,9,4216,17089,36,419,5009
0.5,127,89,35,331,79,4,2,1358,4451,11,117,1399
2.5,619,481,197,1519,397,4,13,6400,22184,65,587,5719
2.5,661,474,165,1631,386,6,12,5859,17634,57,530,6226
3,825,533,209,1986,450,5,13,8184,27933,86,727,6486
1.25,339,266,74,817,180,6,6,3476,11382,37,295,3077
0.75,177,156,53,487,112,3,4,1821,5936,16,194,1638
1.5,419,281,108,942,247,4,6,3616,14050,42,352,3633
0.5,132,107,28,318,71,6,2,1401,3870,13,124,1335
0.75,180,151,62,524,109,3,4,2152,5857,16,199,1915
2,500,379,122,1318,291,4,10,5306,15730,48,504,4760
0.5,127,87,38,321,73,4,3,1219,4244,15,115,1270
3,761,628,190,2000,430,6,15,7953,26125,67,795,7587
1.25,341,215,83,780,176,3,5,3335,10617,28,294,3504
0.75,209,146,52,463,116,4,3,2041,7234,21,205,1723
3,834,551,185,1848,433,5,11,7794,22806,62,847,7919
1.75,409,361,136,1083,255,5,8,4759,14662,42,491,4249
1.5,383,279,84,1033,214,6,7,4031,11067,43,366,4443
1.5,417,289,85,931,235,3,7,4076,14515,35,378,3097
0.5,128,106,28,308,73,5,2,1284,4740,12,126,1166
0.75,194,145,50,488,124,6,4,2057,5611,17,214,1804
3,792,620,207,1818,495,4,11,7539,28020,71,756,6289
1.75,459,368,116,1132,251,5,8,4841,12913,41,375,5160
1.75,404,357,139,1158,284,4,7,4972,13712,46,419,5083
2,549,375,166,1364,319,5,8,5011,17969,57,490,5508
2.5,594,429,164,1710,387,5,10,6539,18273,62,655,5099
1,254,185,83,641,144,5,4,2446,7342,24,252,2909
3,693,572,179,2066,425,3,11,8453,24242,85,772,6314
1.25,317,242,74,758,198,4,5,3571,11753,33,344,3492
1.5,378,263,97,1031,212,3,8,3571,11187,36,345,3629
1.75,470,372,138,1063,252,6,6,4829,15075,50,501,5154
2,495,390,121,1389,324,5,11,5492,18777,57,467,5606
2.5,640,503,172,1528,405,3,9,6680,17761,72,629,6229
1.5,350,272,118,970,219,6,6,3855,13781,42,320,4096
1.5,417,263,107,931,233,4,8,3648,10620,33,386,3758
0.75,196,151,46,507,109,3,4,2096,5880,17,195,1697
2.5,634,521,151,1705,365,3,11,6963,24653,68,598,5359
1.5,394,322,113,1041,234,5,8,3655,14485,30,357,3458
2.5,679,460,147,1690,368,4,10,5977,20168,53,611,6110
0.75,206,148,50,512,123,6,4,1976,5566,19,178,1761
0.75,192,152,43,478,107,3,4,1860,5918,21,207,1659
1.5,398,311,124,1003,243,4,7,4186,14022,31,326,3415
1.5,356,284,123,1044,217,4,8,3915,13875,40,399,3743
3,761,519,207,1926,437,3,12,7227,23616,87,679,6039
2,541,398,134,1303,315,3,8,5590,19191,57,555,5684
2,514,351,153,1214,318,6,10,5323,16085,49,548,4313
0.5,124,99,30,317,77,4,2,1327,3693,11,137,1056
1.75,454,363,125,1086,280,6,8,4348,17074,42,373,4424
1,250,173,70,675,152,4,4,2668,7560,28,280,2996
0.5,139,86,32,334,81,4,2,1319,4941,14,106,1091
3,804,585,207,1886,444,5,15,7151,28335,78,700,6932
1.25,297,226,76,868,198,4,5,3280,8854,37,316,3262
1.75,489,337,118,1154,266,6,9,5002,14752,41,458,3861
0.75,174,142,59,477,106,6,4,1973,7285,17,180,1661
2.5,597,489,158,1675,407,5,12,7150,20821,65,702,6302
1.25,341,239,70,752,191,5,7,3118,11403,27,333,3394
0.5,122,87,36,340,73,4,3,1347,4922,13,110,1229
1.75,446,344,107,1053,277,3,7,4236,15525,44,419,3951
0.5,138,99,30,313,71,4,2,1382,3579,10,144,1168
1.25,293,224,79,857,194,4,6,3076,10180,26,317,3189
2.5,585,474,211,1587,404,4,13,6415,18469,70,613,5256
2.5,619,431,179,1619,389,3,13,6896,24196,73,607,7018
2.5,653,439,194,1561,400,3,14,6004,17807,73,566,7290
3,764,595,221,1900,429,5,14,8516,24677,71,809,8909
2.5,635,478,155,1520,365,4,12,6235,23496,67,636,7131
3,754,615,193,2012,424,3,12,7840,22480,84,633,8586
3,736,526,252,2000,457,5,12,7191,29602,64,837,8879
2.5,609,537,166,1633,377,5,12,5754,21792,72,547,5501
3,768,619,220,2018,485,4,14,8534,28600,61,764,7364
1.25,289,261,87,787,189,5,6,3576,10432,36,265,3515
3,769,549,205,1941,438,4,12,7434,23836,72,867,6900
2.5,685,489,179,1550,365,3,9,5934,22870,62,585,7304
2.5,600,437,203,1643,390,6,13,5815,20497,71,534,6787
3,827,556,254,2090,442,4,15,8181,27184,76,866,6973
2,505,343,150,1356,308,6,8,5775,19374,43,525,4947
1,248,190,79,680,147,4,4,2588,7427,21,254,2152
2.5,614,531,162,1518,384,6,10,7116,23838,67,545,6433
3,805,591,237,1889,489,6,14,8075,25164,77,761,6434
0.75,181,152,58,524,121,4,4,1838,6013,20,208,1784
3,825,518,212,1936,423,4,16,7323,25936,86,694,8881
1,264,182,81,640,149,4,5,2644,9990,25,231,2358
1.5,420,314,93,1030,211,4,6,4026,14400,43,366,3953
1.25,307,249,77,866,189,6,6,3406,11109,27,357,2520
1.25,303,239,76,856,178,6,6,3530,11265,36,332,3550
1,252,204,68,644,155,6,5,2834,8570,22,244,2719
0.75,197,145,46,494,122,4,3,1782,5985,20,210,1856
3,822,534,247,1909,453,6,16,8394,28638,66,724,6137
0.75,202,148,60,461,112,5,4,2075,5563,19,173,1584
1.5,367,318,95,960,215,5,6,4244,14389,37,428,4075
0.75,182,153,43,518,122,5,3,2035,5715,16,167,2004
2.5,622,494,144,1649,411,3,10,6934,18209,53,581,7458
1.5,410,271,113,976,243,6,6,4076,14031,39,317,4026
1.75,459,365,119,1225,254,6,9,4063,14441,41,408,4379
1,262,173,76,632,148,6,4,2617,9437,23,261,2772
1,255,196,82,613,147,6,4,2522,9627,22,243,2119
2,531,344,139,1298,288,6,7,5795,14634,45,496,5587
3,828,597,188,1977,484,6,15,7532,27450,68,689,8198
1.5,409,283,117,1044,244,5,6,3955,14762,39,351,3222
1.25,339,257,69,794,190,4,5,3002,9497,37,306,3335
1.75,409,329,140,1109,247,5,6,4564,14770,39,507,4494
2.5,666,521,146,1714,375,4,9,6132,19901,67,606,6733
