Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2.5,1000,490,225,1653,21,4,16,154687,23596,6167,51263,35959
3,1070,632,304,2030,29,6,19,182920,29233,9676,60170,45168
1.75,663,343,151,1164,17,4,12,108341,17864,6129,35303,25401
1,391,199,112,726,5,7,6,52947,10102,2614,19916,15038
1.5,670,284,121,989,14,7,9,92096,15947,3971,29617,21803
1.5,541,318,163,1120,5,5,9,82040,13638,5320,31330,21603
2.5,1039,463,259,1700,18,6,15,144540,23495,6605,50350,37740
2,788,355,240,1367,17,7,13,104254,18333,5874,41085,29389
1.25,438,278,141,861,6,5,8,73563,12378,3056,25167,18564
1.75,778,365,191,1310,14,7,12,92243,16102,4828,36380,25336
0.75,269,155,63,509,7,5,5,41127,7429,2236,15237,10949
1,365,196,114,677,9,7,7,56285,10716,2453,20109,14240
0.75,321,141,58,561,2,4,5,41192,7274,2390,15787,10930
0.5,197,115,40,371,3,4,3,29819,5416,1654,9926,7240
1.75,787,386,188,1308,17,6,11,104900,16165,4074,34478,26343
1.5,519,298,119,1002,13,7,9,86726,16396,3391,30099,21418
1.5,583,288,188,1065,8,4,9,78455,15102,3237,31137,21847
2,815,368,226,1342,8,7,13,116259,19409,4342,38890,28442
1.75,594,306,207,1171,9,5,12,101594,18013,5865,35761,25293
1.5,584,303,154,1145,15,6,9,83910,13596,4218,30281,22424
1.5,614,258,157,1130,14,7,10,80699,16157,4213,32201,22263
1.25,547,277,132,846,3,6,8,66798,12382,3953,26845,18291
3,1348,687,255,2154,14,6,19,171532,30029,10623,61920,44437
1.5,630,304,146,1013,9,6,9,89147,16432,5065,29771,21701
1.75,627,315,169,1338,14,6,11,94387,17831,5878,37594,26400
3,1092,656,357,2283,8,4,20,175078,29830,9758,59825,43822
0.5,215,102,42,348,2,6,3,27358,5231,1085,10524,7103
2,853,439,160,1359,6,4,12,116084,20570,6499,40022,28994
1,338,223,92,702,7,4,6,55028,10058,3317,21230,14299
3,1208,657,268,1966,8,4,20,174568,31093,7332,62388,44201
1.5,504,339,142,1073,8,4,10,86919,15126,4146,30193,21396
3,1273,571,315,2182,30,7,20,179095,27358,9504,60316,43518
2,828,414,163,1528,6,4,13,104668,20628,7130,41288,29912
1.5,519,325,149,1095,14,5,9,82299,14668,5289,31429,21495
1.25,445,224,141,936,7,5,8,70910,11428,3915,25687,18630
0.5,189,91,54,362,5,6,3,27267,4795,1554,10063,7557
3,1079,529,276,2083,29,5,19,156538,31797,8257,62324,42971
1.25,527,258,144,817,6,5,8,75931,12119,2900,26100,18906
0.75,320,156,68,530,5,6,5,40143,7154,2473,15518,10669
2.5,837,481,299,1857,22,7,16,130096,23879,5424,49832,37733
1.75,782,350,207,1303,13,7,11,104143,16469,4962,35118,25695
1.25,413,279,123,880,8,7,8,67074,12018,3797,24618,18311
1.25,514,286,137,901,7,5,8,74437,12242,4381,26504,18299
3,1056,564,351,2069,18,5,20,165991,32437,8212,62021,43774
0.75,333,148,61,491,5,7,5,45873,7867,1809,14862,10778
2.5,1016,450,310,1733,11,5,16,147167,24085,7206,53621,36939
0.75,250,154,58,525,5,7,5,40012,7113,2238,15659,11008
2.5,1118,455,255,1713,23,5,16,142647,26201,6433,52433,35737
1.25,481,287,112,952,12,6,8,65421,12427,3653,26163,17940
1.25,497,249,135,826,12,7,8,76992,13600,3694,24450,18167
2,834,429,237,1346,4,7,13,109084,18928,7185,41477,29284
1,417,181,85,743,4,7,6,58892,9497,2158,19904,14343
3,1292,586,280,2115,27,4,20,156877,28301,8213,64317,45249
0.75,270,131,66,517,4,6,5,40929,7451,2545,16049,11148
0.5,192,87,51,379,3,5,3,27386,4707,1364,9716,7553
3,1100,531,230,2002,7,4,19,178600,31754,10102,63564,42940
0.75,311,136,79,505,6,6,5,41421,6933,1843,15310,11142
1.25,483,220,103,943,8,6,8,75415,13362,3534,25835,18989
2.5,1117,568,250,1702,14,5,16,152640,25199,6243,51016,36638
1.25,458,239,105,947,6,5,8,73844,11349,3178,24783,18579
3,1319,606,358,1973,22,4,19,166411,28489,7828,62568,43310
3,1275,558,319,2145,21,4,20,168138,27425,8023,61442,43977
3,1006,604,260,2139,15,6,19,157489,30188,6869,60809,43132
1.75,610,353,199,1252,13,4,11,96397,17585,6102,35381,25606
1.5,589,294,115,1081,11,6,9,87889,16237,3549,30357,21386
2.5,1091,565,191,1849,21,4,16,140576,23803,8413,53704,37225
1.75,664,318,219,1212,15,6,12,103882,18377,4753,35907,25265
1.25,449,215,132,828,5,5,8,76102,11943,2995,25265,18738
3,1113,529,350,2046,25,7,20,181605,28542,7753,61021,44510
1.25,434,230,108,817,3,4,8,72039,11947,3384,25439,18679
2,689,449,178,1420,5,6,13,113428,21640,5073,42121,30083
1.75,696,311,146,1290,9,7,11,104148,17548,5555,34839,25240
1.5,539,286,156,986,5,6,9,91596,14070,4960,29836,22779
1,351,173,94,732,7,6,7,57613,9100,2676,20206,14921
1,390,194,108,729,5,7,6,52405,9957,2834,21143,14377
1.25,461,234,104,829,11,7,8,77313,12363,2821,25319,18589
1,373,195,114,756,2,5,6,53824,10951,2462,19791,14547
0.75,304,147,65,495,6,6,5,43774,7345,2268,15528,11282
1.75,601,332,216,1213,8,4,11,103918,17018,4496,35814,25746
2.5,1019,499,193,1899,19,5,15,139500,26582,5492,49404,36875
3,1206,514,325,2000,20,4,20,164368,31434,7238,62587,45424
2,685,405,191,1485,14,6,13,122802,20877,5060,40039,28998
0.75,259,140,63,504,2,4,5,41128,8170,1928,15648,11015
3,1211,652,351,2049,28,7,18,177420,29507,10209,61990,44695
2.5,920,447,311,1806,16,4,17,149646,22647,8328,50162,37635
1.25,520,247,147,873,9,5,8,75668,12820,4329,25239,18776
1,412,191,113,765,7,7,6,56873,10909,3022,19699,14677
1.25,425,250,147,884,4,6,8,75299,11804,4141,25746,17980
1,399,181,90,709,4,7,7,54722,10010,2283,20788,14364
1.25,472,276,156,918,10,7,8,72193,12944,4379,24379,18140
2,817,427,210,1435,17,7,13,104195,21693,4364,42647,29302
0.75,302,156,81,563,4,4,5,39636,7205,2689,15632,10710
0.75,311,158,59,533,7,6,5,42725,7413,2121,15484,10992
2.5,1061,427,228,1890,21,5,16,143277,25790,8911,53678,37026
1.5,509,280,157,1030,9,5,10,83065,15800,4360,30691,21624
1.75,703,401,174,1245,4,6,11,94455,16959,3916,36366,25926
1.25,537,264,101,895,8,6,8,75551,13133,3775,24410,18308
2,715,386,237,1510,5,5,13,113250,21879,6368,41168,30235
1.75,714,344,218,1310,17,4,12,102733,18902,5663,34948,26596
2.5,856,547,298,1786,19,5,16,137117,24649,7926,51423,37235
2.5,1109,508,212,1893,21,7,16,133168,27321,6948,49998,36986
2.5,1077,497,194,1671,7,7,15,131368,25402,8888,51292,36280
2.5,950,432,296,1665,20,6,16,135714,26961,6664,48554,35818
0.5,196,96,44,360,2,7,3,26073,4965,1328,10666,7382
1.75,713,309,211,1161,7,7,12,96703,17063,5518,35696,25518
1.25,493,249,137,937,4,7,8,65309,13432,4175,24918,17824
0.75,272,151,73,569,5,4,5,41036,8062,2314,15129,11130
0.5,189,95,40,362,5,7,3,29800,5054,1297,10711,7175
1.5,554,319,152,1090,5,5,9,80713,14566,3648,31335,21492
0.5,170,86,39,332,3,7,3,28557,5272,1638,10084,7219
3,1185,674,331,2241,10,6,18,178878,31741,6560,60214,43994
1.75,714,350,136,1221,10,7,11,107462,16172,4897,37358,25173
2,834,361,181,1451,13,7,13,115357,19482,6299,40322,29644
3,1321,686,377,2197,26,4,18,170492,32558,8995,61058,43782
0.5,196,107,44,364,3,7,3,28505,5054,1404,10432,7150
0.5,199,100,51,361,2,4,3,29785,5068,1317,10132,7169
2.5,1109,432,282,1705,23,4,17,154232,22827,8722,53408,35517
1.5,670,269,115,1076,11,4,9,84672,13814,4752,29112,22542
0.75,263,139,61,500,2,5,5,41605,8220,2228,15054,11128
1.25,561,257,118,893,5,4,8,75939,11442,2992,24594,17842
0.75,305,154,81,544,5,5,5,44431,7148,2612,15087,11145
0.5,209,114,53,332,5,5,3,27118,4597,1303,10737,7410
1.5,568,276,119,1145,14,7,9,91300,13802,3974,30842,21455
2.5,1043,527,238,1859,18,5,17,134298,23226,8797,50644,35809
1,403,179,90,655,4,6,6,58185,9908,2952,20201,14469
2.5,843,448,261,1750,9,7,16,132120,27093,7616,51117,36578
3,1082,681,270,2047,6,4,20,184541,30666,9999,62751,44750
1.5,514,288,186,1039,13,7,9,86115,14810,4308,30098,21868
2,805,426,215,1432,14,5,12,106993,18461,5624,42273,29645
3,1297,566,359,2129,29,4,20,176138,28036,7765,61084,42630
0.5,184,93,50,364,3,7,3,30799,4992,1514,10397,7250
1,430,216,115,739,9,5,6,52545,9071,3557,21343,14493
3,1164,629,233,2244,16,4,19,166248,32664,7558,63687,45344
1.25,442,234,137,941,7,7,8,65908,11791,3753,26859,18386
3,1258,529,332,2234,28,6,20,156409,27138,10606,63488,42689
0.75,272,150,91,559,5,6,5,43054,7927,2447,15539,10831
1.5,591,257,163,1128,6,4,10,90003,13857,4614,31313,22547
3,995,598,338,2174,28,7,19,171662,27355,9994,64430,44729
0.75,277,166,80,573,4,7,5,39459,6821,1889,14786,10845
1.75,673,353,217,1263,15,7,11,92992,16363,5585,34582,26228
1.25,503,283,101,948,4,5,8,65548,12261,4463,25147,18161
1.25,441,254,116,892,9,5,8,75694,12714,3342,24376,17759
1.25,498,249,98,953,7,7,7,74039,12635,3574,26464,18398
3,1083,546,310,2250,12,6,18,161566,32293,8269,64063,42633
0.75,329,150,73,501,6,5,5,46157,7708,2109,15128,11261
1.25,538,262,139,889,10,6,8,73599,12215,3959,24957,18001
1.75,671,373,145,1227,14,7,11,101039,17006,4375,34408,25747
1.5,510,311,130,1038,10,6,10,85947,13803,3401,29184,21327
0.75,330,171,70,534,2,4,5,40023,7324,2265,15411,11040
2,733,420,220,1366,16,5,12,121727,20866,7082,42681,28489
1,384,209,93,708,8,5,6,58884,10940,3244,20054,14570
3,1125,534,321,2104,13,7,18,156116,30167,8442,60373,45500
2.5,1049,443,280,1776,7,4,17,150165,22892,8194,53678,35781
2,704,428,229,1405,19,4,13,104094,21384,5511,40099,30141
2.5,1104,496,207,1809,20,6,16,133571,22757,7227,49749,35986
0.5,197,106,53,363,1,7,3,30896,4965,1529,9949,7502
2,719,455,243,1334,12,6,12,123022,19195,4419,41277,28485
1,435,184,95,691,6,5,7,54639,10478,3426,20153,14533
1,349,220,118,725,4,7,6,55873,9447,2954,21228,14755
0.75,262,167,67,497,4,5,5,42507,7696,2230,15690,11046
2,696,418,245,1523,15,4,12,116256,20017,5746,39785,28911
1.5,649,300,129,1122,9,6,10,86191,14568,5388,31308,21769
0.75,326,146,89,488,6,6,5,41501,8096,1931,15622,11037
1.75,658,327,149,1251,11,7,11,97683,18122,4152,33989,25403
1.5,506,256,169,1107,3,4,9,86419,14444,4274,29807,21628
3,1085,654,279,2238,13,5,18,163642,28440,9454,59412,42706
1.5,625,278,135,1135,5,7,10,82009,15929,4765,30489,21785
2.5,1001,482,201,1860,16,5,16,133136,25282,5932,53473,37286
2,703,379,250,1305,5,6,13,115272,19408,5854,41865,29767
2.5,1010,564,235,1870,15,6,15,153112,22822,7437,49297,36714
3,1043,668,265,2143,15,5,19,184203,27532,10644,64249,44611
1.25,559,270,119,930,7,5,8,70881,11922,4119,25824,18270
1.5,639,341,185,1118,4,5,10,83784,16266,3894,29293,21663
2,835,451,188,1444,13,5,12,110107,19197,4325,41149,28713
3,993,519,347,2078,27,5,18,184396,31388,7982,58363,44901
1,437,171,106,747,4,6,6,55211,10838,2272,20327,14458
2,882,407,249,1330,5,7,12,119454,19882,6831,42927,29743
1.25,533,247,138,822,7,5,8,70894,13091,2999,25776,18220
0.5,168,93,55,351,2,7,3,27697,5349,1108,9938,7483
2,681,390,164,1360,7,6,13,111615,18113,5473,39872,29040
1.25,440,256,112,898,9,6,8,68969,12904,3741,24449,18569
2.5,848,556,230,1858,13,7,17,151846,25351,5949,50207,37814
0.5,180,103,43,343,5,7,3,27529,5108,1250,10421,7196
1.25,456,262,123,818,3,6,8,70365,12841,3952,26367,18804
1.5,574,286,156,1105,5,6,9,81285,16316,3457,29866,22265
1.5,660,284,168,992,5,5,9,80331,15074,3453,32156,22177
1.25,540,251,98,824,8,6,8,66400,11544,4467,25989,18497
2,747,417,232,1445,13,6,13,115862,19592,5041,42407,28959
1.75,674,298,165,1239,12,6,11,98753,16272,4731,36783,25017
0.75,255,148,66,509,7,6,5,42052,6945,2429,15634,10823
1.25,432,235,99,842,12,6,8,66689,12259,3642,26342,18374
0.5,177,112,55,354,4,6,3,27653,4884,1402,10368,7281
3,1259,579,236,2163,17,5,20,160662,30817,9653,64016,43169
1,389,219,116,664,6,6,6,58770,9359,2466,20813,15076
2.5,1076,474,201,1739,11,4,16,136070,26754,5523,51719,36594
2.5,1003,446,306,1700,6,7,17,131025,27427,5509,48973,37139
1,344,209,104,753,2,4,6,57121,9011,2835,20159,14850
2.5,1084,446,193,1832,6,7,15,152546,23461,5426,53311,36446
2,819,455,153,1425,10,6,12,109049,19708,5877,39981,30164
2.5,853,452,228,1708,17,5,17,145752,22678,8467,52707,36718
2.5,836,534,279,1800,21,6,16,136876,26178,7948,48983,37268
2,699,387,154,1499,14,4,13,111705,21779,5063,42484,28731
3,1203,672,253,1951,17,4,18,156064,30238,9367,60459,44245
2,855,395,232,1430,12,5,12,108183,19250,7089,41648,28850
0.5,198,90,61,367,2,5,3,28030,5217,1569,10323,7494
1.75,688,314,156,1252,12,5,11,91487,16179,4854,34391,25627
1.75,699,327,176,1221,16,6,11,103472,18786,5965,36214,25326
1,375,228,100,686,9,7,6,59830,9881,3020,19996,14621
1.25,552,214,143,951,7,5,8,72427,12743,3732,26232,18801
0.5,199,111,45,360,5,6,3,26695,5350,1176,10481,7465
2.5,1106,444,220,1903,18,7,16,145051,26519,7397,50174,36042
0.75,314,171,67,570,7,6,4,40067,7140,2104,15981,10717
0.5,178,108,44,347,3,6,3,26269,5240,1457,9853,7581
1.75,693,347,193,1282,4,4,10,94053,17982,5903,37127,25318
1.75,780,347,168,1333,15,4,10,107734,16847,4258,37569,25181
1.25,458,231,105,892,12,4,8,73304,12838,3621,25664,18384
1.25,479,260,128,892,8,6,8,67956,13504,3376,24250,18448
2.5,903,521,244,1718,9,7,17,134301,27080,7780,52834,36867
1,434,213,109,721,6,6,6,59702,10497,3451,19491,14849
3,1292,590,322,2277,13,4,18,164378,30207,7172,58777,43633
0.75,254,156,72,561,4,5,5,46465,7401,2552,15805,10935
0.5,181,102,58,357,2,7,3,27263,4532,1226,10442,7598
0.75,261,145,57,488,6,7,5,41082,7636,2376,14750,10961
1.75,628,362,192,1177,5,4,11,96201,19197,4537,37569,24925
0.75,280,172,69,541,5,5,5,41050,7364,1753,15896,10824
1,368,230,109,697,8,5,7,57883,10266,3420,19589,14660
1.5,617,282,149,976,14,6,9,82189,15227,4801,31082,22429
1.5,519,298,168,985,5,5,9,78223,14564,4585,30425,22779
0.75,294,135,88,547,5,5,5,42075,7208,2688,15804,11036
3,1075,688,352,2151,10,4,19,181958,30160,7380,60489,43841
2.5,1066,433,204,1751,14,4,16,151291,27278,5539,53277,35849
0.75,337,145,72,560,2,7,4,42486,7574,1859,16110,11239
0.75,311,168,93,561,3,5,5,45834,8132,2533,15867,11095
0.5,177,103,54,342,1,6,3,27318,4959,1324,10368,7466
1.75,752,326,140,1249,16,4,12,92533,18182,6243,37373,26518
2,888,360,230,1485,7,7,12,118834,21330,4514,41027,29550
0.75,296,156,62,543,5,5,5,45626,7357,1740,14706,11299
1.5,554,307,131,1040,13,6,10,90757,13724,4080,30751,22034
1.25,560,242,143,863,3,7,8,71034,11499,2684,25840,17831
0.5,200,87,42,340,1,7,3,28148,5106,1280,10522,7458
0.75,312,167,61,494,6,5,5,40101,8176,2069,14750,11090
0.75,303,141,84,515,7,6,5,40823,8182,1869,16092,10890
0.75,296,159,86,521,6,6,4,44190,7274,2072,14885,11174
0.75,276,167,80,555,4,6,5,44612,8080,2532,15391,10989
2,898,437,184,1352,19,7,13,116871,18479,4836,42728,29049
0.5,220,103,52,380,4,4,3,27490,5170,1515,10054,7283
0.75,279,156,76,519,6,7,5,40341,6836,2178,15258,11295
3,1230,586,267,2013,26,7,19,161449,32699,8888,61376,43410
1.75,719,351,203,1286,6,7,12,105654,15887,4054,36233,25958
0.5,203,103,63,367,2,6,3,28723,4805,1759,10038,7350
2,679,415,252,1368,14,5,13,116548,18970,6775,40828,29516
1.25,547,277,101,911,9,4,8,73511,12231,3595,25769,18680
3,1219,605,307,1992,13,7,20,167501,28052,10288,60966,45181
1.25,447,268,119,813,6,7,8,74837,12002,3367,24928,18733
1.25,416,239,119,851,9,6,8,70797,11860,3449,24402,18634
2.5,975,559,228,1696,9,5,15,132754,23022,8223,50792,36646
1.75,594,379,214,1212,10,6,12,94202,17120,6249,36286,25140
1.75,679,329,215,1217,12,7,11,99986,16140,4519,35891,25288
1.5,557,321,167,1048,10,6,9,89877,15314,3273,30348,21926
3,1034,619,334,2266,8,4,19,179138,28752,7865,61241,43317
2.5,981,546,313,1844,23,4,15,142524,26216,7389,48699,35534
3,1291,550,247,1968,23,7,20,184086,30525,10466,58590,44879
1.75,763,365,218,1193,16,6,11,91440,18603,5931,36563,25672
0.75,293,133,80,501,3,5,5,40160,6770,2608,16107,10883
1.5,666,296,175,999,9,7,10,87025,16191,3799,30054,21406
