Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2.5,964,424,305,15163,1944,4,18,145484,22773,40,23002,5324
1,439,142,81,6253,1028,6,7,59970,8801,15,9277,2016
0.75,283,110,58,4951,548,5,5,44915,6808,11,7083,1434
2,882,334,184,13843,1451,6,15,122168,19914,31,19750,4221
2.5,1090,395,286,17553,2632,2,19,151795,22732,37,24639,5451
1.75,735,235,219,12369,1707,5,14,114192,15503,28,17088,3782
2,769,359,238,11216,1896,5,16,114734,19359,26,18802,4375
1,380,139,89,6745,904,5,8,61742,9394,12,9548,2152
1.25,485,196,110,8066,1126,6,9,70034,12345,19,12182,2651
1.5,612,200,157,9775,1523,4,11,94357,12320,19,14177,2841
1.25,458,160,150,8211,1447,4,9,80973,12352,16,11563,2655
1.75,710,297,197,10395,1964,2,12,100375,17403,31,16792,3578
2,725,249,232,12742,1449,6,15,120230,16455,35,19337,4116
2,802,255,176,12393,1694,2,15,116249,19680,24,19054,3852
2.5,879,321,314,18138,2200,3,19,154057,21394,40,23814,5053
3,1312,518,316,19355,2157,3,22,169224,28682,40,28233,6126
2.5,1108,354,308,15469,1936,4,19,155776,21900,28,23161,4704
0.75,316,93,64,4637,777,6,6,42848,6359,8,7319,1496
0.75,305,97,90,4501,737,5,5,46242,6352,9,6903,1495
1,417,178,123,5829,1178,2,8,56471,8985,13,9885,1905
3,1219,495,269,19631,2524,2,23,177448,29696,39,29580,6021
0.75,297,90,90,4205,723,6,6,45628,7319,9,7178,1601
1.5,580,232,160,9785,1549,6,11,87651,14154,21,13984,3228
2.5,1021,303,235,15496,2591,2,19,164004,20363,39,24307,5074
1.5,587,243,158,9049,1148,2,11,89754,12418,17,14534,2967
1.25,528,157,144,8374,1249,6,9,74127,10091,14,11729,2592
1.5,549,208,142,10325,1412,2,11,90801,12088,24,14816,2907
1.75,624,313,191,10909,1885,2,12,112674,16630,22,16312,3618
2.5,1040,320,218,15113,2457,6,20,163569,20983,44,23851,5151
1.25,483,176,111,8198,1025,3,10,78164,10051,15,12207,2665
1.5,612,211,156,8667,1319,5,12,87996,13558,19,14691,2997
2,892,270,218,13374,1769,3,16,121228,17053,26,19152,4048
3,1238,400,229,17812,3027,2,24,177713,27570,50,27612,6570
0.5,183,78,42,3156,357,2,4,29978,4923,7,4921,987
0.75,265,126,85,5125,751,4,6,47706,6736,11,7099,1580
1.5,643,243,119,9541,1762,6,12,94026,12100,22,14100,3125
2,836,329,168,13688,2038,4,16,117260,19822,24,18944,4353
2,733,252,188,14599,2163,3,14,123896,18564,23,19026,3863
1.5,570,224,121,9261,1441,5,11,92652,14800,23,14811,2962
2,779,316,219,13690,1848,3,16,118393,19992,27,18425,3909
2,867,349,165,14462,1807,6,16,127751,18761,35,19377,3797
2,869,353,226,13749,1440,5,15,129208,19710,30,18729,4131
1,370,160,111,5918,848,6,7,62186,9296,13,9425,1961
2.5,1016,358,215,15157,1892,3,19,163024,22688,30,23109,5446
1,424,168,116,6019,1021,6,8,58593,8991,17,9629,1881
1.25,444,217,154,7730,1295,4,10,75119,11004,16,11880,2701
2,723,275,247,14196,1452,5,15,117538,18092,27,18970,4376
0.75,290,103,59,5009,710,5,5,46531,6425,10,7142,1581
1.75,621,211,179,12010,1709,3,13,101474,14491,27,16375,3360
3,1298,529,254,19233,2517,4,24,183698,28241,45,29488,6396
3,1174,412,245,19714,2351,4,23,171652,26935,39,28514,6247
1.5,669,251,115,10811,1701,4,12,85581,14377,21,14048,2941
2.5,959,406,206,14913,2907,4,20,150843,23254,39,23592,5096
3,1292,386,242,20820,3417,5,23,187646,29672,38,28245,5731
1.25,516,189,99,9020,892,2,10,76425,10391,22,11549,2436
3,1055,396,377,19152,2806,5,22,190652,25938,46,28358,5934
1.25,497,162,102,8128,1227,2,9,76263,12213,18,12204,2377
0.5,193,70,58,3540,370,5,4,30819,4958,9,4872,1096
1.5,674,259,128,9714,1725,3,12,84163,12518,20,14147,3143
2,830,245,232,14590,2061,3,15,124155,17722,32,18963,4154
1.5,667,263,153,10141,1466,4,12,92450,12753,23,14175,2928
0.75,263,102,78,4463,551,2,6,49485,7196,11,7133,1469
2.5,916,328,304,16926,2558,5,18,152985,22194,41,23728,4774
1.5,629,234,117,10129,1326,5,11,91262,14978,27,14481,2946
0.5,191,86,55,3521,361,6,4,30446,4799,6,4657,1063
1.25,522,220,133,7898,954,3,9,71448,10007,22,12090,2460
2.5,945,336,256,14250,1912,3,18,142790,23781,40,23527,5038
1.75,687,263,208,10395,1583,4,13,103394,14879,28,17053,3744
1,426,139,103,7194,743,4,7,60237,9140,14,9660,2034
1,399,163,96,6552,855,4,8,60869,8026,17,9782,1964
0.5,186,76,48,3630,379,3,4,32323,4584,8,4922,1002
0.75,303,116,93,4446,711,3,6,45585,7275,10,7258,1424
0.5,189,78,60,3191,513,4,4,32297,4580,8,4892,944
1.5,579,206,114,9216,1124,3,11,97893,14174,24,14703,2837
1.75,617,290,158,10836,1918,5,13,104478,16356,31,16722,3679
0.5,177,65,40,2807,409,3,4,31243,4844,7,4912,1065
2,746,274,213,11825,1575,4,15,124581,19837,28,18867,3860
1.25,440,209,144,8364,935,6,9,70139,10221,18,12296,2638
2.5,1124,401,223,18025,2062,6,19,163914,20319,38,24294,4778
1.5,642,204,156,8878,1781,4,12,91362,13283,17,14271,3272
1,395,145,120,7034,855,6,8,58638,9649,18,9755,1886
1.5,538,183,174,8706,1461,3,11,97622,12565,17,14340,2908
3,1156,407,292,17554,2572,5,21,175904,29161,50,29030,6073
0.75,281,121,58,5412,643,2,6,48448,6614,11,7341,1582
1.5,618,255,188,10906,1331,5,11,97276,13427,19,14815,2929
2.5,1113,406,243,14226,2256,6,20,156553,21562,42,23067,5387
1.25,553,151,106,8513,1331,4,10,75295,12460,17,11708,2502
0.5,190,70,43,3077,362,6,4,30916,4206,6,4610,1038
3,1335,393,274,20807,2324,5,23,182439,26724,51,28478,6364
1,360,154,104,5957,905,3,8,58835,9683,12,9360,2189
2,878,288,187,13458,2108,2,15,125800,19745,35,19499,3853
2,777,256,184,13702,1938,3,15,125670,16571,28,19427,4360
1.75,725,275,187,12086,1457,6,13,107965,14661,20,16889,3437
1.5,561,221,121,8873,1394,3,11,98298,12665,26,14218,2912
1.25,526,175,111,7712,1333,3,10,80068,12100,14,11901,2489
0.5,192,62,62,3567,446,6,4,31388,4147,9,4738,1077
1.75,720,306,174,12273,1300,5,13,103256,15397,29,17023,3746
1,381,124,77,6641,701,2,7,64695,9739,13,9381,2050
2,875,319,206,13180,2207,4,15,130114,17049,26,19297,4141
1,370,149,101,5793,713,4,7,61634,9421,11,9787,1929
3,1242,485,229,16876,3109,3,22,190402,28210,50,27742,5803
2.5,931,389,218,17300,2710,4,18,158121,24295,31,23180,5017
1.5,570,221,176,9036,1229,5,12,86209,14174,27,14353,3244
1.5,606,195,133,8605,1550,6,12,84996,14858,24,14396,3001
1.75,674,216,207,12372,1259,3,12,104086,17345,28,16954,3671
0.75,332,125,73,4250,724,2,6,49174,7315,10,7234,1637
1,368,169,100,7119,796,6,8,64546,9981,15,9637,2177
1.75,742,274,146,10255,1999,2,14,107955,16686,23,16975,3534
1,355,172,77,6225,702,4,7,65723,8618,11,9282,1919
2,871,347,206,14245,2276,2,16,127530,18457,28,19620,3934
1.5,633,222,115,10006,1680,5,11,98287,12759,20,14379,3017
1,383,156,98,6738,756,4,8,57882,8887,17,9353,2171
0.5,188,61,58,3480,466,5,4,31217,4210,8,4616,1003
1.75,625,216,199,9871,1753,6,13,106399,15132,25,17289,3804
0.5,213,78,55,3315,485,6,4,28594,4917,7,4650,1082
1,423,138,82,5749,1014,4,7,62647,8689,17,9557,2057
1,395,120,121,6299,1125,2,8,61001,9073,17,9713,1943
1.75,762,296,138,11396,1934,6,13,102058,16021,24,16322,3694
0.5,194,81,61,2892,413,3,4,29928,4020,7,4635,995
1.75,613,280,177,10761,1325,4,14,109358,15921,27,16794,3703
2.5,925,332,252,16373,2262,3,18,155025,23121,31,24318,5136
2,802,297,221,14519,2318,4,16,131371,19446,27,18422,4395
1.5,595,205,170,8986,1262,2,11,97368,12043,21,14816,3083
0.5,222,67,45,3143,562,3,4,29816,4256,6,4894,1041
1,417,152,108,6563,947,6,8,65660,8359,12,9552,2076
1.5,630,265,131,9436,1399,5,12,86481,12957,25,14647,3048
2,817,278,173,13766,1473,4,16,112213,19605,25,19678,4183
2,822,309,205,14078,1435,5,15,112380,17428,26,19047,3886
1.75,666,220,135,12487,1441,3,13,115205,16329,22,17217,3718
2.5,883,338,206,17430,2963,5,19,144542,20487,39,23811,4901
1.75,760,233,157,12419,2053,6,13,106282,14642,26,16729,3538
0.75,268,123,76,4602,892,2,6,47921,7058,9,6908,1584
2,751,294,184,11832,2315,3,15,120259,16870,25,19271,4146
1.75,686,216,179,10617,1889,2,14,112276,14880,24,16992,3576
1,360,141,88,7026,1020,4,7,58828,8891,13,9255,1886
1.5,551,255,117,10841,1359,2,12,91190,14266,26,14244,2965
3,1121,503,274,18018,3010,6,22,181995,29083,44,28348,5689
3,1101,443,253,19218,2374,5,23,184808,25892,39,28745,5798
0.5,195,78,42,2894,376,2,4,29533,4200,6,4714,1094
3,1237,505,373,18629,3360,5,22,192572,27272,46,29414,5966
0.5,183,71,53,3110,443,5,4,31360,4012,8,4793,1012
1.5,619,226,130,8434,1589,2,12,87792,13002,25,14609,2893
0.5,188,67,42,3446,497,5,4,29577,4483,8,4698,986
2,752,340,236,12849,1606,4,15,131856,19140,33,19356,3782
1.5,595,190,141,10089,1527,3,11,97865,12402,26,14575,3080
1.25,502,171,113,8117,1105,3,9,75128,10985,21,11635,2739
2.5,1106,363,193,16320,1897,5,20,144457,21554,33,23575,5109
1,392,124,108,6228,851,5,8,60570,9286,18,9811,1931
3,1068,450,230,16936,3302,5,22,176054,29233,41,28532,6342
0.5,187,90,56,2826,413,2,4,30228,4773,8,4856,999
3,1288,366,232,17553,2272,2,22,184649,25821,48,28777,6359
1.25,459,204,148,7152,1244,5,10,76916,10809,14,11871,2468
3,1167,410,343,17626,3178,3,21,197206,25532,42,28535,5934
1.25,439,151,150,7563,1451,5,10,72309,11864,17,11689,2647
1.75,756,271,145,10088,1623,3,13,99661,14425,21,16845,3390
2,845,306,201,11490,1921,2,15,112078,16516,26,18807,4390
0.5,180,72,60,2924,538,2,4,32405,4964,7,4760,996
0.75,271,108,92,5155,738,4,6,46297,6161,9,7122,1447
1.5,560,223,132,9655,1074,4,11,92221,14133,17,14843,3273
0.5,216,67,59,3474,416,4,4,31770,4392,8,4884,1082
1.75,777,293,184,10410,1361,4,13,98208,17237,31,17286,3711
1.75,726,213,203,10289,1365,2,14,115023,16954,28,16629,3462
1.25,522,158,99,7513,1274,5,9,82030,11274,20,11834,2581
1,359,162,109,5962,1051,2,7,57239,8985,18,9658,1883
1,404,167,96,6398,909,5,8,63834,8730,15,9489,1955
1.75,651,269,148,10739,1443,6,13,114184,16800,25,16459,3324
1,397,180,97,6675,788,6,7,64614,8306,15,9335,2144
1.5,566,237,147,9701,1574,4,12,98117,14104,17,14386,3249
1.25,461,221,97,7905,1144,5,9,74773,11691,16,11990,2432
1.25,550,219,142,8571,1237,2,9,72288,11502,19,12190,2714
0.75,316,105,58,4333,719,5,6,43927,6578,10,7203,1561
1.75,781,233,179,12313,1417,2,13,110623,17054,29,16802,3828
1.5,674,262,154,8805,1340,2,11,90699,14926,23,14381,3063
1.5,597,192,121,10791,1278,3,12,85641,14088,20,14625,2927
1.5,557,256,133,8778,1688,4,12,85425,14555,25,13807,2905
2.5,1062,381,218,14236,2736,4,19,143470,22422,42,23066,5270
1.25,488,180,120,7503,954,6,10,76258,12316,21,12240,2527
0.5,204,71,40,3135,600,4,4,32716,4437,6,4781,1013
1.25,468,174,115,7593,952,2,10,75797,10109,18,11967,2670
2.5,883,387,297,17253,2704,5,20,145347,22055,34,24271,4920
3,1137,387,316,20888,2748,5,22,196265,29717,47,29440,6532
0.75,288,91,69,4350,660,5,6,42044,6194,9,6972,1591
2.5,959,394,307,15229,1880,5,20,150378,24870,42,23139,4791
2.5,1069,380,213,17227,1930,3,19,144534,22693,40,23219,5052
1,393,150,107,6157,832,2,8,58222,8488,16,9433,2018
2,790,287,246,13489,2072,4,16,115617,18322,26,19539,3914
2,879,339,169,13910,1596,4,15,130467,16788,23,19273,4002
0.75,291,112,84,4821,825,5,5,46793,6856,10,7199,1427
2,781,318,235,13677,1662,5,15,120212,16384,32,18747,3919
1.5,541,211,171,9046,1054,6,11,89710,13756,17,13916,3050
2.5,886,450,261,16074,2007,2,18,159454,22596,28,24649,4740
1,439,155,116,6008,1143,5,7,60050,9772,13,9283,1934
2.5,970,309,192,14448,1949,5,19,157126,23915,33,23367,4971
0.75,316,132,73,5317,819,2,6,46181,6113,9,7054,1605
1,362,167,97,5747,1052,2,7,57085,8559,14,9764,1969
0.75,263,115,78,5240,818,2,6,47414,6663,12,7123,1532
1.5,609,225,139,8780,1733,5,11,96699,13761,19,14221,2971
0.5,191,77,39,3342,482,2,4,29349,4677,6,4791,988
2.5,1075,393,255,14574,2121,3,19,155051,23992,45,24153,5193
2,746,323,244,12288,1692,2,15,117293,19726,27,19218,3864
0.75,315,131,66,4613,732,4,5,46642,7211,10,7218,1577
3,1252,396,348,20278,2738,4,22,183142,24659,44,28565,5801
1.75,761,306,154,9885,1376,3,14,115169,17474,21,16780,3841
2.5,1034,319,284,16674,2897,4,18,163592,20604,35,23486,5192
2.5,1086,430,283,16381,2284,6,19,159877,23006,41,23086,5458
0.75,325,100,83,4500,620,2,6,46178,7411,10,7353,1589
0.75,286,107,75,4261,872,6,6,45302,7416,12,7136,1636
2.5,1060,392,237,17272,2561,5,19,145345,22186,43,23240,4745
1.75,699,233,201,11408,1624,5,13,111698,14203,27,16815,3296
1.25,460,199,100,7122,1149,3,9,72117,12166,17,11793,2509
2.5,1018,369,235,15522,2303,5,19,145581,24023,36,23528,5064
1.75,637,212,200,9897,2038,4,14,108509,16462,31,16160,3349
1,397,161,79,6946,1157,6,8,63012,8682,18,9363,2162
3,1196,438,369,19661,3375,6,23,182365,27691,37,27604,5865
3,1209,441,296,20577,3286,3,22,189059,29996,48,29170,6201
0.5,218,80,50,3365,365,6,4,29886,4532,6,4689,982
2,810,333,171,11299,1725,6,15,117779,18103,27,19108,4274
0.75,322,95,61,4245,787,6,6,42632,6747,9,7218,1516
0.75,297,112,72,4253,566,4,6,47495,7177,12,7091,1567
1.5,633,222,180,9939,1462,4,11,98522,14134,17,14645,3026
1.5,590,240,126,9368,1784,2,11,94215,13633,26,14174,3286
1.25,545,200,110,7864,1214,3,10,80090,11906,19,11512,2540
1.75,765,308,204,12318,1968,4,14,100811,14131,31,17239,3381
1.75,651,304,173,12475,1621,2,14,98675,14997,28,16946,3579
2,813,262,184,14539,2051,6,15,124455,17874,35,19237,4345
1,423,175,76,6128,997,4,8,60366,9170,17,9860,1952
3,1132,490,367,17601,2668,6,23,175273,25321,48,28466,6117
2,830,272,241,12403,1659,4,15,126911,17534,23,18443,4177
0.5,209,78,55,2932,373,5,4,31352,4580,8,4849,1065
2,748,329,173,12424,1725,6,14,114434,19130,24,19495,4360
3,1245,502,302,18653,2928,5,22,179631,24877,38,29187,6433
1.75,663,243,209,10279,2008,5,13,102767,17180,31,16203,3841
2,899,360,238,12306,1926,2,15,112031,17154,32,19131,4296
2,786,301,205,14507,2348,3,15,117025,17353,27,19560,4161
2.5,1025,322,274,16593,2266,5,20,141209,21660,43,23063,4957
3,1287,491,311,21802,2443,4,22,197002,24115,51,28251,6483
3,1066,537,331,19104,2329,5,22,188144,25283,43,27867,5810
2,794,343,241,12574,1479,4,15,127949,17427,22,19709,3940
1.5,600,223,143,10870,1738,5,12,92659,14805,22,14289,2930
1,373,142,115,6444,1144,3,7,56049,8643,14,9254,1917
1,430,133,82,6735,891,6,8,63192,8976,12,9337,2060
1,403,176,90,6032,860,4,7,58979,8350,18,9712,1906
0.75,276,113,69,5333,819,2,6,49034,7166,11,7112,1567
0.75,264,108,86,4964,898,2,6,44204,6902,12,7322,1427
0.75,325,133,73,4832,869,4,6,45249,7218,9,7200,1571
1.5,667,244,169,10920,1601,2,12,97621,14561,18,14256,3014
1.5,613,268,168,9104,1372,4,11,95626,14148,21,13995,3292
1.75,679,296,162,12283,1585,3,13,108469,14000,27,17117,3535
1.25,514,188,128,8283,1023,6,10,73953,10147,22,11722,2366
2.5,897,429,304,14341,2232,4,20,154598,20173,30,23197,4924
0.75,313,105,65,4518,647,2,6,44675,7191,9,6975,1460
1.25,558,213,117,7871,1265,6,10,78410,12316,14,12371,2533
2,706,271,164,12835,1401,4,14,116446,17622,26,19168,3926
1,436,125,77,6707,757,5,8,64215,8926,15,9727,2066
2.5,879,309,217,16599,2590,6,18,156597,20471,37,23827,4706
1,424,167,113,6147,828,3,8,58831,8397,17,9772,2195
1.5,607,244,174,10218,1242,6,11,98894,13947,20,14575,2858
1,440,144,103,6833,714,3,8,62487,8791,17,9828,2013
3,1100,452,235,17709,3450,6,22,180726,24224,50,27904,6319
1.75,644,290,209,10443,1806,5,14,114712,14714,28,16525,3607
3,1163,524,291,20398,2810,3,21,184544,25154,44,29308,6121
1.25,542,189,121,8955,1233,3,9,72953,12241,20,11630,2653
2,769,303,207,11755,2159,3,16,129348,19908,33,19590,4370
3,1155,536,341,19189,3031,4,22,172592,27901,42,27638,5815
3,1119,526,261,17407,3299,3,22,171354,29062,42,28828,6037
1.25,497,170,136,8210,1323,3,9,70640,10364,16,11550,2588
1,425,174,87,6388,992,2,8,63085,9551,17,9211,1917
1.5,664,181,121,8859,1624,5,12,89809,13212,17,14364,3287
2.5,934,437,213,17766,1817,5,19,152265,23686,29,23942,5482
0.5,205,80,52,3204,498,5,4,31020,4325,7,4631,1037
2,829,274,207,12210,1623,3,15,129507,18529,34,19119,4001
0.75,312,109,65,5031,660,5,6,48477,6382,10,7181,1582
1.5,632,267,150,9776,1419,2,11,89803,12897,25,13987,3132
1.5,548,190,126,9061,1445,6,11,90929,12895,18,13861,2969
2,793,341,172,13722,1961,5,15,131416,18493,28,18546,3783
2,888,310,202,13734,2048,3,15,113846,19165,35,19749,4357
0.75,271,123,79,4608,859,3,6,42931,7277,10,7034,1630
0.5,215,66,54,3007,426,3,4,31469,4388,8,4855,1008
0.5,205,61,42,3246,563,5,4,28292,4448,9,4647,1080
1,442,164,125,6498,1148,4,7,62091,8247,12,9680,2191
1.5,526,258,143,10560,1423,4,12,84537,14157,24,14674,2869
2,743,326,217,12232,2279,3,16,131673,16548,25,19366,3863
1.5,592,253,127,10122,1714,3,11,96029,13461,22,13980,3055
1.75,748,264,179,12641,1960,5,13,98687,14701,27,16901,3622
1.5,533,262,141,10345,1118,6,12,90529,13733,24,13871,3123
2,760,272,205,12843,2372,6,15,130038,16712,27,19197,3946
1.5,556,195,145,8524,1443,6,11,94174,12215,17,14617,3083
1.5,631,182,181,10601,1669,2,11,91878,12663,18,14430,3014
1,417,142,113,6505,1150,6,7,56004,9312,17,9589,1911
1,397,151,123,6327,883,5,8,58595,9447,17,9896,1987
2,709,324,203,14422,2049,3,15,127468,18370,24,18477,4261
0.75,281,93,70,4381,530,6,6,47271,6336,9,6920,1449
2.5,1023,319,233,14762,2644,4,18,156967,24987,39,23008,5485
1.75,716,228,204,11541,1676,2,13,99615,16070,26,17047,3489
1,399,149,101,6012,923,5,8,59732,9553,16,9413,2006
0.5,202,70,47,3353,594,4,4,32666,4353,7,4708,1059
2,830,321,176,11742,1422,5,15,114404,19461,34,18495,4190
0.5,186,66,62,3186,552,6,4,29098,4332,6,4943,997
3,1342,368,286,17387,3010,5,23,187007,27431,53,27948,5805
1.25,491,217,153,8186,1332,2,10,78524,11880,21,12023,2609
1,374,135,95,5811,1097,6,8,63936,8449,14,9556,2027
1.5,543,207,175,9249,1298,6,12,94939,14924,24,13854,2889
1.25,519,205,128,8719,1010,5,9,72673,10368,22,12061,2384
1.25,497,209,123,8331,1077,6,9,80079,11248,16,11782,2613
1.75,744,221,153,10014,1280,4,14,106106,17212,26,16892,3642
2.5,1110,303,205,18127,2733,3,18,142393,21262,29,24698,4710
1,375,140,107,5756,870,5,7,65910,9244,11,9862,1902
2.5,1038,442,214,16738,2815,6,19,154448,20900,41,23228,4879
1.5,608,256,142,8931,1308,6,11,88465,13549,21,14373,2999
1,406,133,104,6462,935,4,8,60933,9234,16,9642,2117
1,392,138,78,7067,929,2,8,59251,8547,18,9784,1978
0.5,185,78,54,2975,433,6,4,32873,4448,6,4896,1001
3,1234,532,291,18792,2831,4,22,171148,29145,39,27715,6095
0.75,273,102,71,4548,850,6,6,46291,6571,9,7188,1423
1.5,567,229,136,9126,1192,4,12,91740,14759,25,14448,2942
0.5,222,82,46,3336,581,5,4,29043,4273,6,4863,1017
0.75,293,118,76,5281,747,3,5,43163,6734,13,7064,1631
0.5,183,80,55,3000,491,6,4,32655,4966,6,4898,994
3,1176,480,275,17961,2161,4,23,194784,26712,35,29089,6552
3,1342,539,296,19867,3111,6,24,194897,25799,43,28933,6459
0.5,186,73,51,3034,419,5,4,32077,4270,6,4700,1036
2.5,926,332,256,15413,2471,2,20,141601,20991,38,23334,5219
2.5,1119,341,261,17847,1767,3,19,144285,22990,31,24576,5008
2,761,350,179,14170,1794,5,14,112674,18024,33,19560,4047
1.5,624,236,133,10171,1385,3,11,93714,12728,21,13862,2834
0.5,202,90,45,3328,533,3,4,29021,4220,9,4684,1059
3,1098,462,328,18776,2257,5,24,185086,28534,52,28075,6350
0.75,279,111,72,4444,548,3,6,44975,6008,9,7370,1485
3,1113,495,301,21759,2942,4,22,192738,24417,52,29469,5645
2.5,1070,388,299,18196,2685,3,20,162626,21471,42,24332,4964
0.75,327,98,89,4613,851,2,6,45888,6780,9,7105,1550
2,854,292,230,12370,2193,2,14,116077,19985,35,19412,4360
2.5,1001,389,281,17729,2479,6,18,160119,23580,37,24356,5130
2,893,336,240,12852,2126,3,15,129491,19421,31,19547,3840
2.5,999,410,236,15873,2251,6,19,160676,24539,30,24595,5296
1.75,670,236,151,12220,1965,2,13,107097,15676,23,16458,3662
3,1117,470,347,19125,2782,5,22,185556,27599,34,28500,6115
0.75,278,114,58,4566,844,4,5,44550,6512,13,7141,1561
1.25,550,191,97,7117,1325,6,10,72487,10174,18,11892,2506
1.5,649,194,186,9725,1702,6,11,92023,14592,25,13803,3169
2.5,1094,396,214,15749,1778,4,18,156553,24837,40,24103,5399
1.75,746,288,134,12054,1485,4,14,110073,16055,28,17173,3345
2,806,327,207,11825,1523,5,15,113969,19662,23,19436,3951
3,1232,374,258,17867,2664,3,24,176260,27561,49,28044,6095
0.5,197,85,58,2882,368,4,4,30172,4163,8,4913,989
1,372,169,104,7188,1121,3,7,64034,8372,16,9300,2024
1.5,594,217,173,9396,1623,6,11,90041,14711,24,13909,3201
0.75,312,108,94,4496,594,3,6,46309,6303,13,7169,1582
2.5,1112,331,313,15289,2332,5,18,152492,20116,34,24347,5476
2.5,1108,402,291,14763,2283,6,19,155306,23342,42,23978,5057
2.5,925,388,287,16021,2193,2,18,163749,23596,40,23939,5272
1.5,637,242,152,10783,1788,4,11,98478,14032,20,14481,3272
2,886,276,180,11462,1885,3,15,115437,17043,28,19273,4011
0.5,221,82,40,3342,434,5,4,30374,4868,7,4866,990
0.5,199,71,47,3014,369,5,4,31535,4525,6,4775,948
1.75,683,255,208,11255,1926,5,13,102403,17025,23,16123,3811
1.25,479,174,154,9086,973,4,10,72063,11477,20,12171,2464
3,1217,451,373,20761,2291,4,24,184127,29635,40,28848,6265
3,1260,521,337,20820,2738,2,22,189908,29211,45,28026,6385
1.25,552,195,98,8531,1348,4,9,73750,11766,17,12098,2352
1,354,135,87,6549,714,6,7,63296,9151,15,9658,1890
3,1099,483,238,19705,3422,2,24,168752,29182,38,29396,6436
2,747,349,229,14188,2388,3,15,124059,19131,25,19267,4199
1.25,539,159,97,7043,1051,5,10,76652,11262,21,11675,2691
1.5,651,199,129,9585,1436,4,11,90759,12712,26,14428,2996
1,383,135,116,6364,777,5,7,59766,9747,11,9469,2195
1,384,162,99,5777,1169,3,8,59424,9417,16,9742,2028
2,781,294,155,12126,1746,4,16,120012,19848,27,19641,4317
1.5,558,214,165,9179,1607,6,11,98701,14212,17,14755,3169
0.75,292,112,73,4388,731,3,6,45757,6683,12,7176,1633
0.5,184,77,45,2831,443,2,4,31144,4859,8,4894,1003
3,1293,529,311,19806,2640,5,22,181490,28404,47,28540,5991
2,709,312,169,11331,1718,3,15,130320,19979,31,19361,3953
