Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
0.75,106,80,35,328,0.8,1.8,0.2,36583,4,28,301,4304
1.5,190,137,63,581,3.2,4.1,1.3,71666,6,55,2064,8147
0.75,110,83,47,330,1.2,1.7,0.9,35574,5,29,1335,4254
1,131,100,63,408,1.3,2.4,0.2,50515,4,36,403,5064
1,163,87,64,450,2.9,2.8,1.2,47324,6,40,1979,5240
1.5,210,135,90,618,4.5,3.9,1.2,75462,4,56,2957,8370
0.75,133,71,38,321,1.5,1.6,0.7,35880,7,29,1112,4351
1.75,215,166,113,659,5.6,4,1.1,83163,6,65,2634,9216
3,447,260,149,1247,3.5,8.7,3.7,154578,4,117,5197,16561
1.25,187,122,66,467,3.5,2.9,0.1,60792,7,45,792,7219
1.25,201,120,80,536,3.1,2.4,0.6,59429,4,47,2435,6392
3,513,335,192,1186,7.4,6.7,2.3,151271,6,119,1082,14495
3,400,243,180,1243,8.2,8.7,2.3,147255,7,114,2612,16507
1.25,183,143,56,539,4.5,2.6,0.9,64641,6,45,2522,6294
0.5,68,44,26,198,0.9,1.3,0.4,24909,4,19,480,2830
3,486,284,146,1231,9,5.7,3,156082,5,111,3938,16086
1.25,167,119,57,562,3.6,3.4,0.6,64706,6,45,1288,6585
2,304,197,86,745,5.5,5.6,1.6,104806,7,76,2214,9735
1,165,99,42,393,1.6,2.8,0.8,50647,7,38,1425,4936
0.75,110,83,46,290,1.9,1.6,0.5,38716,7,28,626,3607
0.75,125,85,37,290,2.8,1.5,1,38624,6,27,1652,4269
0.5,63,49,26,219,1.2,1,0.2,23891,5,18,307,2431
1.5,189,135,85,612,5.9,3,1.5,76998,7,53,1139,8815
1.75,268,182,79,668,2.9,4.3,1.4,82340,7,66,2036,9679
1.25,160,131,59,467,1.6,3.6,1.1,62917,6,49,2600,6582
1.75,260,160,88,681,5.7,4.6,1.5,86923,5,67,3869,10274
0.5,61,47,24,197,0.8,1.3,0.2,24476,5,18,1083,2679
3,471,248,136,1329,7.1,7.2,0.6,157645,6,110,1742,16423
1.75,284,162,110,763,1.8,4.8,1.1,86630,6,63,590,9740
1.75,272,172,109,652,2,4.4,1.8,91862,6,62,2441,9838
0.5,85,42,27,223,1.5,1.1,0.1,25236,4,19,768,2862
1,137,108,46,364,2.9,2.7,0.3,47376,7,38,1265,5216
1.75,251,178,114,762,6.2,4.7,0.8,84000,4,68,1746,9288
1.25,214,137,53,482,3.7,2.9,0.1,59450,5,44,2133,7079
2.5,391,261,147,1013,8.7,5.2,0.4,127975,7,95,843,12132
1.75,276,175,80,645,4.3,4.2,2.2,84110,5,66,2966,8970
0.5,61,56,31,180,1.5,1.3,0,24921,7,19,613,2502
1.75,274,157,110,786,3.2,4.2,2.2,90441,7,68,1564,9489
0.5,63,45,20,186,2,1.1,0.6,26434,5,19,634,2613
2.5,306,257,147,934,9.6,5.7,3.2,126758,4,99,4859,12102
1.5,195,148,74,609,4.2,4,0.9,71169,4,59,2540,7335
1.25,195,100,73,555,3.1,3.5,1.7,60081,4,49,950,6845
1.75,272,145,71,635,1.8,4.1,0.4,85666,4,65,2530,9789
1.75,231,168,100,741,1.9,4.7,1.7,83744,5,68,1312,8411
2.5,446,259,146,1097,4.2,7,2.8,130517,5,98,3023,12715
1,155,103,53,423,3.1,2.2,0.6,49030,6,36,1653,5803
1.25,186,132,57,457,4.8,2.4,0.3,63818,5,44,1626,6401
1,124,100,60,422,3.5,2.1,0.7,51352,5,36,1033,5236
1.5,242,129,67,672,4.1,3,1.7,74200,5,54,1416,7269
2,254,199,92,770,4.5,4.3,2.6,103524,7,71,1887,11733
2.5,340,265,121,1058,6.7,7.5,1.3,131442,7,93,4859,12200
1.25,152,107,51,496,3.3,3.4,0.1,59146,6,45,2792,6705
0.75,93,66,44,328,1.4,2.1,0.3,37230,7,28,792,4379
2,320,191,110,839,3.2,4.5,1.6,97733,6,78,2734,10422
0.5,84,54,27,192,0.7,1,0.7,25294,4,20,919,2433
1.25,217,125,79,478,2.7,2.9,1.5,66082,6,49,1562,6977
2.5,397,204,146,974,2.6,6.8,3,123595,5,91,3602,12434
1.5,201,142,97,661,5.5,3.8,0.4,74872,4,57,1217,8156
0.5,79,45,23,181,1.2,1.3,0.3,26162,6,19,186,2937
1.25,154,130,70,454,3.7,3.5,0.8,64297,4,45,872,6142
1,123,86,63,397,1.5,2.2,0.5,50742,7,39,1140,5575
2.5,444,241,118,1086,6.6,6.1,3.1,123024,5,92,4686,14189
0.5,84,56,25,188,1.8,1.1,0.5,25721,4,19,1119,2480
2.5,338,219,149,1123,4,5.8,0.3,129445,5,100,4801,13230
1.25,214,108,72,528,3.2,2.5,1.3,61196,6,46,1945,7229
0.75,122,71,34,316,1.6,1.8,1,36042,5,28,869,4014
1.75,305,174,112,759,4,4.8,1.8,85501,4,70,3883,8524
0.5,62,54,26,219,0.9,1.2,0.4,25024,6,19,505,2693
0.5,85,47,28,194,1,1.2,0.6,24779,7,19,990,2726
1.25,155,129,62,482,3.9,3.5,0.5,59708,6,45,1442,6401
1.25,220,112,55,500,4.3,3.4,0.1,61163,4,49,2608,7231
0.75,128,74,48,306,0.8,1.8,0.6,36994,5,27,811,3663
1,169,99,55,381,3.6,2.8,1.2,49467,6,40,521,4920
0.75,120,72,39,286,0.8,2,0.6,36511,7,26,944,4002
2.5,338,273,108,954,9.2,5.4,1.2,118219,4,93,970,14444
2.5,306,248,144,978,6.1,5.8,2.5,120909,6,90,1766,12540
3,374,304,163,1159,11.6,7.2,3.1,150940,6,109,5397,14613
1.5,220,131,85,666,4.7,3.1,0.3,73406,4,60,2653,7426
2.5,345,239,144,1022,9.1,5.9,0.9,130084,7,98,1460,12274
0.75,117,72,40,270,1.7,1.6,0.1,37992,5,30,1631,3872
3,503,342,141,1105,5.5,6.8,3.4,154086,4,107,2926,17275
1.5,184,160,72,614,2.5,3.4,1.8,74297,7,60,1615,7917
2.5,440,224,147,923,8.7,6,1.7,118649,4,96,1889,13164
1.75,251,164,84,661,3.3,4.1,0.5,87908,6,69,2888,8802
2.5,336,261,101,906,4.9,5.6,2.6,128264,6,88,3118,12430
2,241,226,128,843,2.2,5.7,1.6,96564,5,76,4441,11767
1.5,192,159,64,658,5.4,3.6,0.2,75730,4,54,1743,8785
0.75,114,78,34,287,0.9,2.2,1,37586,4,29,749,4404
3,453,342,160,1162,11.1,8.2,2.5,158647,6,111,3316,16795
2,307,199,113,798,4.5,3.9,1.3,100642,5,71,2852,10432
2.5,337,214,107,985,3.3,6.6,1,119715,7,88,5209,12697
2.5,363,275,112,1012,5.6,7,0.6,131690,5,91,5474,13617
1.75,277,195,85,716,6.9,4.4,1.3,84506,6,68,738,9805
0.5,83,51,27,223,0.8,1.5,0.5,23703,6,20,1030,2599
2,348,218,123,857,2.2,4.2,1.3,105856,6,71,1707,10433
1,158,93,52,381,3.6,2.2,0.4,47196,7,38,859,5052
0.75,118,75,32,329,2.1,1.6,1,36025,5,30,1664,4054
1,152,114,60,434,2.8,2.7,0.9,52489,4,38,1058,4800
1,131,97,55,437,3.2,2.5,1.1,48521,5,40,2203,5069
2.5,424,278,107,907,8.5,5.6,2.5,122378,4,93,3728,12635
0.75,94,64,47,327,1.4,1.6,0.7,37175,5,27,941,3995
3,463,300,129,1336,11.7,7.4,4.1,145439,6,114,3753,14735
2.5,384,263,107,995,7.3,5.4,1,118061,5,92,4558,12123
1.25,208,128,66,477,1.9,3.6,1.2,65981,4,50,2291,6236
2,320,207,90,746,3.4,5.8,1.2,98653,5,73,2673,10763
0.5,85,53,29,183,1.4,1,0.1,25543,7,18,634,2918
1.5,227,134,93,613,2.7,4.2,2,77935,6,53,2690,7858
1.75,238,167,92,734,5.1,4.7,0.4,88343,7,62,516,10002
0.75,109,82,34,333,1.5,1.7,0.9,37178,5,28,604,3881
1.25,210,120,60,518,4.9,2.5,0.6,62248,4,46,1205,6355
1.5,235,143,70,553,1.5,3.4,2.1,75861,6,58,1603,7575
3,498,257,184,1344,7.1,6.3,1,148774,4,119,1610,17519
2,299,201,82,813,2.3,5.4,1,103162,6,79,2724,10698
3,478,282,159,1306,11,8.5,0.4,148532,4,112,6030,16249
1.5,239,157,87,552,3.8,4.2,0,79310,7,56,2371,8423
3,387,281,174,1115,3.4,7.9,1.4,143996,5,110,948,16604
0.75,106,71,35,295,2.7,1.7,0.5,36436,6,26,1715,4402
3,513,296,160,1290,3.9,5.8,0.9,158296,5,120,3488,14419
1.25,205,129,80,540,3.7,2.7,0.6,62059,7,46,1470,6635
2,273,175,84,856,3.9,4.9,1.5,103323,7,71,2079,11178
1.25,192,121,78,512,3.6,2.6,0.9,65571,7,44,1640,6446
2,251,203,83,774,2.8,3.8,0.9,97299,7,75,2155,10587
0.75,98,65,30,280,0.8,1.7,0.4,36816,5,28,576,3815
0.75,128,67,37,287,2.6,1.5,0.4,37966,5,28,737,4315
1.5,247,140,61,637,4.9,4.2,1.2,75349,7,54,1852,7841
0.5,60,53,30,197,1,1.2,0.4,25559,6,18,394,2498
1.5,211,148,95,607,2.6,3.6,0.3,73179,7,57,3128,7757
1.25,204,123,51,477,2.9,3.6,0.7,65583,4,47,1768,6748
0.5,63,55,26,190,0.7,1,0.3,24124,4,20,848,2838
0.5,65,50,28,208,1.8,1.4,0.2,25773,6,18,415,2454
1,132,91,62,391,2,2.6,0.3,51126,5,40,1155,5396
1.25,178,142,61,500,3.1,3.7,1.6,63519,4,47,2405,6583
0.5,86,42,29,203,1,1,0.5,23741,4,18,189,2633
2.5,389,222,162,1118,5.7,4.9,2,128626,6,89,2016,12200
3,444,335,131,1176,4.9,6.3,1.2,142499,5,117,6609,15095
1.5,244,137,75,618,5.6,3.2,0.8,78823,6,55,839,7943
1.75,249,172,98,724,4.1,3.8,1.4,87327,6,62,2174,9499
1.75,241,155,91,766,5.3,3.6,0,88719,7,68,630,8541
0.5,66,52,23,213,1.9,1.1,0.1,26367,6,19,312,2452
0.75,112,81,45,271,2,1.9,0.7,37761,7,29,1446,3807
1.75,212,176,93,750,2.7,3.9,0.2,87559,4,67,3609,8873
1,166,109,52,369,1.5,2.8,0.8,48826,5,38,1776,4943
2.5,316,281,119,1013,3.3,5.3,2.7,124485,7,92,4793,12794
2.5,384,248,139,1120,7.2,5,1.9,125004,5,91,1713,14088
1.25,159,112,73,517,1.5,3.5,1.6,58851,5,50,383,7309
1.5,227,146,80,582,3.5,3.7,0.4,74381,4,53,3396,8295
1.75,271,153,77,768,6.3,3.7,1.6,92088,6,67,3239,9847
0.75,94,65,40,284,1.1,1.9,0.7,38159,6,28,840,3775
0.5,84,41,23,199,0.5,1.3,0.4,24577,6,18,320,2889
2,360,224,91,764,2.4,5.7,0.2,100687,7,75,2506,10367
1,151,96,61,382,2.8,2.1,1.4,50820,6,36,2146,5612
1.75,299,171,88,696,4,5.1,1.6,88867,5,61,2331,8449
1.75,273,159,99,729,4.7,4.3,0.1,83634,4,62,2856,8681
1.5,182,124,78,577,5.9,3.8,0,71640,5,57,2748,8543
2,262,216,114,847,6.4,4.8,0.3,99219,6,79,4287,11570
1,165,81,45,371,2.9,2.3,0.1,47036,7,38,1432,5064
1.5,184,131,96,567,2.3,3.5,1.3,74552,5,56,866,8290
1.5,204,140,76,577,3.1,3.8,0.4,71028,7,60,3043,7936
1.25,161,111,58,530,3.9,3.1,1.3,63961,6,47,870,6043
1.75,296,148,79,658,2.4,4.1,0.9,90369,6,67,620,8988
3,494,293,132,1167,9.4,8.3,1.3,153774,5,112,3663,14802
2,283,223,91,837,6,5.9,2.2,98110,6,74,2327,11431
1.5,251,132,82,665,1.7,4,0.5,77388,7,58,1820,7855
1.5,203,167,80,658,2.7,3.1,0.4,75046,6,53,1988,8365
0.75,118,63,37,302,1.1,2.2,1,38061,6,27,890,4133
1.25,150,112,67,547,1.6,3.3,1.6,61859,4,45,1712,7341
0.75,98,85,36,275,0.9,1.5,0.7,36727,7,30,938,4249
0.5,86,51,28,212,1.1,1.3,0,23525,7,20,887,2683
1,122,111,63,410,1.8,2,0.5,48148,5,36,1621,4989
0.5,70,55,21,184,1.7,1.3,0,24105,6,19,1009,2485
3,385,305,131,1164,10.4,6.1,1.2,151242,4,116,4332,17254
0.5,75,54,30,210,1.2,1.4,0.2,24677,4,20,411,2448
2,357,181,106,774,7.6,5.9,0.5,96723,7,77,2301,10093
3,372,253,125,1309,11.1,8.8,2.2,149088,4,112,1914,17445
0.75,131,60,32,296,2.3,1.6,0.4,38230,4,28,311,3988
2.5,411,276,162,1040,8.7,6.5,0.3,122530,7,97,881,14148
0.75,122,70,40,296,2.3,1.8,0.8,39428,4,29,547,3960
0.5,65,56,25,219,0.7,1.2,0.6,25145,6,18,636,2514
0.5,73,56,23,199,1.1,1,0.4,25195,5,19,1103,2727
1,124,114,40,433,2.5,2.4,0,52924,4,36,761,5326
1,132,105,60,418,3.5,2.6,0.2,51305,4,38,1278,5512
2,240,161,106,797,7.7,5.7,0.8,104045,6,75,3178,11703
2,248,164,89,757,6.1,5,1.8,99827,5,78,892,10388
1.5,266,157,73,646,2.5,3.7,0.8,78642,5,54,1209,8240
1,134,89,62,375,3.6,2.8,0.5,51132,4,36,1281,5389
2,251,193,103,812,2.4,5.6,1.7,103901,5,72,3182,11722
2,331,185,81,864,7.9,4.5,2.7,95161,7,76,2977,9916
1.75,254,173,79,636,3.7,4.5,0.6,89372,7,62,899,9458
3,414,330,177,1265,10.4,8.9,1.7,158234,5,113,1742,17011
0.5,70,55,28,188,1.8,1,0.4,25857,6,18,972,2575
1,158,105,62,426,3.8,2.6,0.3,51930,4,38,1457,5467
0.75,124,67,45,287,1.6,2,0.3,36566,4,28,939,4171
3,406,273,134,1337,8.2,6.1,3.6,145929,5,115,1750,15855
0.75,127,72,43,273,1.5,1.9,0.4,37985,7,27,267,3868
0.5,80,43,26,195,1,1.2,0,23607,4,19,282,2406
1,165,114,59,396,3.2,2.6,1,52594,6,37,570,5760
1.5,223,122,72,633,3.3,3.5,1.7,78146,6,57,741,7856
1.5,200,135,62,660,5,4.3,1.5,77175,5,60,2499,8723
3,495,300,122,1213,10.3,6.5,2,153870,4,112,5668,17252
1,131,109,47,376,3.9,2.4,1.4,52771,4,35,360,5355
1,148,102,58,381,2.3,2.2,1.1,47090,7,38,2124,5779
2.5,422,275,147,966,4,5.1,3.4,126168,5,95,2417,14112
0.5,71,44,25,197,1.7,1.4,0.5,26421,6,18,613,2818
1.25,174,133,68,527,4.7,3.3,0.9,61873,5,44,2460,6800
1.75,220,192,96,700,6.3,5,0.1,92345,6,68,3204,8577
1.75,239,192,101,726,6.3,4.9,1.1,90528,6,65,1437,10139
1.25,199,128,66,557,2.6,2.5,0.9,66021,6,46,633,7041
1.25,193,132,64,496,4.7,3.1,0.1,59320,4,48,1619,7066
1.75,293,170,88,664,5.6,4.2,2.3,91851,6,68,1799,8646
2,245,192,98,877,7.3,4.6,2.4,101969,7,75,1972,11476
2.5,389,243,119,970,4.7,4.9,1.9,128793,4,88,4016,12280
2,249,184,117,828,5.5,5.1,0.5,95981,6,76,1109,10178
1,166,89,63,397,3.8,2.5,0.8,47988,7,36,709,5543
1.25,207,126,79,536,2.4,2.7,1.6,65634,4,46,1192,7191
1.25,209,124,81,505,4.4,2.9,1.4,61889,7,48,486,6510
0.75,131,74,38,288,1.5,1.6,0.7,36635,4,28,1175,3719
1.75,234,186,91,668,3.8,3.5,0.3,83185,5,66,774,10265
0.75,115,76,46,327,1.5,1.6,0.9,38274,7,28,1143,3873
1,180,112,62,407,1.2,2,1.2,51258,4,37,1596,4815
1.5,265,153,74,540,5.3,3,0.6,75279,6,54,3010,8548
2,301,230,95,861,2.8,5.4,2.2,98214,7,72,1836,10552
1.5,212,159,76,581,3.8,3,1.3,73382,6,54,1228,7759
2,298,187,104,885,4.9,5.7,1.9,97738,4,70,2136,9935
0.5,72,55,28,182,1.9,1.4,0.6,26212,4,18,438,2774
0.75,97,64,45,295,2.4,1.8,1,36547,7,30,848,3903
0.75,106,77,41,298,2.5,1.7,0.7,39685,4,30,1439,4154
1.5,232,142,97,560,2.1,3.9,0.1,72138,6,60,1354,8458
1.75,244,194,84,704,2.1,4,2.4,82342,6,68,2707,9596
1,127,83,41,417,2.6,2.3,0.8,48561,7,39,1966,4968
2,243,203,116,891,3.1,5.2,2,95901,4,77,3309,11211
2.5,449,234,119,1073,7.3,5.9,0.8,119884,5,94,2594,14392
1.75,301,179,100,684,6.2,4.9,0.4,89705,7,68,3087,10241
2.5,300,269,145,950,7.7,4.8,0.7,129253,4,100,2963,13136
1.5,227,162,67,629,2.1,2.9,0.9,78064,5,57,3368,8284
2.5,424,226,115,946,8.5,7.1,0.7,128160,7,90,4013,12388
0.75,103,81,46,273,2.4,2.1,0.9,39156,6,29,540,4281
2.5,320,240,159,981,4.7,6.2,2.2,128872,4,92,1443,14311
1.75,222,199,102,670,3.2,4.2,0.3,91696,7,67,3097,9649
2.5,340,232,121,921,8.9,6.6,1.3,122263,5,89,4319,13044
0.75,131,68,38,274,2.1,1.7,0.2,37383,5,29,1295,4007
2,320,218,91,755,4.7,4.4,0.4,101123,4,78,1541,9669
1.25,186,126,56,545,4.8,3.1,0.2,65611,4,44,2055,6672
1.5,268,157,84,560,4.5,3.5,1.3,77995,4,58,1757,7629
1.25,165,120,73,542,1.6,2.7,0.6,63698,7,45,686,6145
3,385,343,123,1328,8.9,6.4,3,143472,6,108,6427,15101
2,333,222,114,742,6.3,4.6,0.2,102401,4,73,1720,10645
3,447,316,190,1083,3.5,8.9,0.2,155307,5,114,6685,16751
2,269,223,127,868,5.6,4.3,2.7,99367,6,75,3757,10529
0.75,106,70,43,298,1.9,1.8,0.9,37186,4,26,623,4404
2.5,408,242,128,959,9.3,5.5,0.1,121236,7,89,5494,12369
0.75,107,75,39,321,2.7,1.9,0.6,39040,4,28,458,3877
1.5,261,158,61,542,6,3.1,0.7,72489,7,59,2110,7525
1.25,225,136,75,491,4.3,3.5,0.7,64916,4,44,499,6819
0.75,104,66,43,336,0.9,1.7,0.6,36776,4,27,1345,4370
1,172,107,41,369,1.5,2,1.1,51965,7,36,1450,4813
1.75,285,195,82,713,3.8,5,0.9,89607,5,70,1776,9886
2.5,361,266,113,1058,3.1,7.2,2,127180,7,93,1555,12032
0.5,60,48,23,208,0.6,1.2,0.1,25223,4,19,342,2643
2,348,227,111,732,4,5.6,2.6,94378,6,80,945,11090
1.75,239,167,76,781,5.9,4.2,0.5,92504,4,70,1408,9599
0.75,94,67,45,276,1.9,1.9,0.4,37710,5,27,805,3613
2.5,370,251,126,1006,4.8,6.8,1.8,125200,4,88,2765,12508
1.25,194,117,80,525,3.6,3.1,0.8,63682,6,46,2137,6087
0.5,68,45,21,198,1.6,1.3,0,25842,5,20,1045,2429
1.75,241,140,87,671,2.7,4.3,0.7,87632,5,67,1456,9254
2.5,403,217,124,1071,3.6,5.4,2.9,126116,5,99,1933,12796
1,166,115,62,418,3.9,3,1.1,52544,5,37,2244,5285
0.75,111,64,43,332,2.7,1.6,0.1,38709,7,27,740,3690
2.5,420,217,133,1076,8.8,4.8,1.9,132360,6,88,1272,14713
3,415,267,171,1129,6.4,6.7,2.8,147496,4,116,3586,16245
0.5,80,57,26,201,0.5,1.3,0.7,24181,6,19,689,2430
0.5,73,52,22,189,1.5,1,0.3,25447,7,20,264,2941
0.75,103,63,44,336,2.3,1.4,0.7,36015,6,28,279,3900
0.5,71,44,24,214,1.2,1.1,0.5,26396,4,18,234,2675
2,252,225,100,896,2.6,5.4,0.7,102773,7,79,3645,11798
3,486,307,185,1187,11.2,8.6,2.3,154289,4,115,5511,15704
1.75,215,201,72,735,4.4,3.7,0.9,92546,4,62,1117,8842
3,391,342,153,1266,9.4,6.9,1.5,149638,4,112,3575,17629
2.5,430,248,150,934,9.8,5.7,3,126709,6,90,4532,13185
1.75,223,172,98,718,6.1,3.4,0.4,86736,4,64,2795,9787
1.25,187,140,75,537,3.8,2.6,0.1,61338,4,44,2415,6197
2,273,208,87,895,2.8,4.5,0.8,105715,7,72,3927,11739
1,163,111,45,378,2.1,2.6,1,50837,4,38,1238,5474
1.25,216,119,67,545,4.5,2.7,1.4,64877,4,46,769,6298
1,164,111,61,373,3.5,2.4,0.5,48163,6,38,1782,4955
3,404,274,135,1095,4.8,8.7,2.7,153984,6,107,5339,16955
0.5,60,43,22,181,0.9,1.2,0.6,26066,6,19,237,2832
2,350,203,107,852,5.8,4.4,0.7,102753,7,71,2781,11029
0.5,73,41,20,181,1.7,1,0.6,25449,6,18,491,2445
3,467,311,127,1204,7,8,3.8,145295,7,116,2454,16519
1.5,193,134,70,630,3.7,3.5,1.5,74965,6,56,1696,7222
1,127,108,43,368,3.9,3,1.2,48876,7,35,1546,5746
2,337,186,88,731,6.8,5.1,0.8,95804,7,72,4443,9929
0.5,73,53,26,181,1.7,1.4,0.6,23661,5,20,905,2572
1.5,213,132,66,577,5.8,3.9,0.1,75947,4,54,1813,8816
2,270,201,91,785,5.5,5.9,2.6,102170,6,78,3864,10558
0.75,103,76,43,314,2.4,1.4,0.7,39268,4,27,1448,4167
1,144,84,42,435,2.5,2.9,0.4,50933,6,39,528,4994
3,384,241,166,1252,10.4,7.9,1.1,145114,7,113,2004,17403
1.25,201,126,56,540,2.9,3.7,0.4,60058,7,48,1468,6038
2,356,169,82,798,5.3,5.5,2,102550,4,77,2850,11625
2.5,430,282,143,926,4,6.3,2.4,127712,4,93,2441,12539
3,537,255,159,1117,4.6,9,4.2,152386,4,112,2195,16667
0.5,65,41,21,195,1.4,1.4,0.2,25731,7,19,1099,2733
0.75,106,64,39,333,1.5,1.6,0.2,36232,5,28,307,3904
3,470,323,131,1349,7.8,6.2,0.2,148877,7,110,1531,17475
3,531,240,190,1345,9.7,5.7,3.2,142790,6,110,3969,17430
1,148,104,46,429,2.2,2,0.4,51646,5,35,1819,5741
0.75,132,81,46,286,1.5,1.7,0,36942,4,27,270,4191
2.5,431,207,160,961,6.7,6.8,2.5,121952,6,95,3054,14413
3,382,270,169,1120,5,8.5,1.8,143030,6,109,5502,16329
1.25,210,110,70,512,2,3.5,1.2,66084,6,46,768,7164
2.5,380,272,137,1091,5.5,5.4,2.8,128658,4,93,4550,14328
2.5,422,217,128,1098,4.1,5.9,3.4,119369,7,99,4280,14398
1.5,230,128,74,551,1.7,4.3,1.1,70829,6,57,3003,8256
3,492,243,166,1286,7.2,8.9,3.9,141617,7,107,2448,14825
