Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2.5,1187,294,114,2076,3.3,3,14,65889,17490,3171,9538,49370
1.5,815,165,66,1149,3.6,2,9,40010,9078,1674,5938,35113
2.5,1197,292,146,2102,7.1,6,15,67295,16804,3610,10161,50470
2.5,1189,321,120,2022,3.1,4,17,73456,16042,3137,10971,55064
1.25,648,111,72,980,1.6,4,9,32858,6374,1666,4904,23921
3,1643,326,224,2694,5.4,6,16,78167,19459,3469,12386,60044
1.75,898,163,107,1540,4.8,4,11,45228,9999,2409,7522,35374
2.5,1130,244,94,2189,6.2,4,17,57774,15874,3053,10330,60375
2,903,166,122,1512,4,5,14,51241,13703,2799,8540,46015
1.25,565,135,76,1055,1.8,4,8,36531,6620,1745,4848,26073
1.75,844,174,72,1352,1.9,3,11,44430,9906,2592,7280,34937
1.75,804,170,76,1407,4.5,2,11,46106,10886,2172,6686,42497
1.75,843,199,110,1404,4.3,5,10,47575,10351,2533,7236,36861
0.5,245,47,31,399,0.7,4,3,14041,2585,666,1946,9690
1.5,766,181,103,1316,3.6,4,9,42336,8342,1837,6301,28742
0.5,260,43,34,432,1,5,3,12291,3306,633,2110,10114
0.75,368,97,28,587,1.4,4,5,18293,4178,1057,2893,17779
1,491,108,63,897,1.9,6,6,27462,6584,1468,4286,19325
2,1017,164,133,1544,5,3,13,49074,12423,2721,8484,46949
2,930,228,75,1651,3.2,3,12,51351,11742,2462,8224,39722
1.75,800,191,104,1329,5.2,4,12,48557,9192,2140,7781,41842
0.5,233,49,36,446,1.4,6,3,14616,2746,577,1949,10696
0.75,400,67,48,632,1.4,2,5,17383,4068,1065,2882,15336
1.5,747,169,60,1133,2.6,3,9,37395,8342,1918,6745,32033
0.5,238,55,20,405,0.7,6,3,13719,2903,619,2065,9828
1,473,127,42,866,1.4,2,7,26464,6493,1230,4123,20410
1,485,128,75,775,2,6,7,25869,5074,1486,4098,21303
3,1609,365,166,2669,7.2,4,16,76448,17256,3584,11956,57103
3,1462,298,148,2473,7.9,6,20,76350,20054,3779,12148,74608
3,1597,372,160,2592,3.9,2,16,81210,17934,4372,11592,59391
2.5,1181,263,176,2113,2.7,2,15,56658,15370,3549,10370,53405
2.5,1224,271,175,2213,4.2,4,14,69504,16809,3532,10270,57959
1,470,128,41,761,2.3,5,6,24249,6668,1268,4032,22132
0.5,241,53,36,377,1.1,6,3,11886,3338,690,1984,10843
3,1421,362,138,2525,6.8,2,19,69250,17020,3897,12127,63563
1.25,585,142,90,1108,2.9,3,7,35643,7564,1674,4771,30307
1.5,762,140,95,1303,4,3,10,40906,10261,1827,6401,30762
2.5,1316,209,91,2011,5,5,14,66482,15886,3223,10632,57356
0.5,234,55,20,395,0.6,4,3,11263,2586,614,2165,11676
1.5,680,160,84,1144,2.9,2,8,43582,8249,2177,6207,33172
2.5,1162,242,170,1905,7.4,5,13,56032,13205,2960,9960,49665
1.75,917,215,73,1565,4.7,2,10,49947,11753,2204,6804,34240
1.5,680,127,74,1271,3.5,6,10,33252,9343,1733,6514,31824
1.25,679,113,82,942,3.6,4,8,28962,6254,1518,5510,25736
1.25,648,119,47,968,2,5,7,29221,7703,1857,5528,27424
1.25,585,144,62,1109,3.3,2,6,27773,6903,1805,5243,23824
1.5,736,163,73,1294,3,5,10,43905,8322,1689,6484,30186
2.5,1146,233,135,1979,3.8,2,17,60214,13067,2941,10990,61069
1.25,586,105,71,1049,2,2,7,35572,8431,1789,5109,27509
0.5,254,42,31,379,0.7,2,3,13967,3281,655,2064,12111
2.5,1172,294,170,2222,5.6,6,17,71158,16484,3188,9588,54839
3,1551,259,161,2607,3.1,4,16,79916,15959,3501,12086,74821
1.25,653,131,89,1083,1.9,4,7,32610,7923,1643,5517,23826
3,1508,263,152,2365,3.1,3,16,66960,16508,3823,13310,67417
1.25,607,114,47,964,2.3,3,7,27681,6324,1403,5421,28495
1.5,750,144,68,1313,3.4,2,10,41105,10311,2083,5784,33188
1.5,817,187,60,1255,3.6,5,10,37667,9116,1652,5801,29114
2,1027,246,125,1675,4.9,3,12,57961,11761,2663,7700,48478
1,526,110,62,812,2.5,2,5,23079,5687,1214,3924,19223
2,1082,259,112,1573,3.2,6,14,59989,12606,2974,8629,45953
2,1046,167,148,1613,4.9,5,11,54658,10169,2922,7903,48636
2.5,1288,237,133,1966,4.3,3,15,58036,16781,3037,10359,53763
1.75,935,209,86,1428,1.8,2,11,47454,12031,2552,7698,36975
1.75,813,223,93,1510,3.4,5,10,39332,12185,2233,7264,33476
1.5,682,175,84,1315,3.3,6,9,41759,8911,1853,6690,35586
0.5,245,55,35,424,1.1,4,3,14307,3031,727,1909,11226
2,1017,221,80,1796,2.3,5,11,48652,13605,2985,8877,45728
1.5,798,156,113,1209,4,3,10,37621,9160,1854,6510,36547
3,1410,308,214,2597,7,5,18,79556,15114,4025,12640,67695
1.5,718,139,62,1146,1.7,2,8,36728,7689,2121,5711,30870
1,516,129,61,752,2.2,4,7,23525,6384,1453,4082,20675
0.75,404,83,39,667,1.9,6,5,16820,4323,1073,3193,14820
2,1080,220,129,1787,4,6,11,53771,12829,2638,8768,44587
1,538,93,52,846,2.3,3,6,27857,6276,1452,4422,20097
2,926,196,104,1737,3.4,2,13,56855,13669,2691,7731,38303
1,494,107,76,836,2,6,7,27183,6634,1244,4257,23882
1,482,117,57,879,2.4,5,6,24181,5275,1367,4201,24160
0.5,257,50,34,387,1.3,6,3,14410,2732,560,2154,9889
0.75,372,62,49,567,1.9,5,4,20871,4531,1005,3253,16926
1.5,720,135,62,1193,2.2,6,8,33153,10141,1689,6642,31441
1.5,702,144,81,1202,2.7,3,8,43163,9337,2199,6577,31800
1.75,836,155,124,1558,2,2,11,49008,11937,2492,6879,38169
1.25,586,143,71,1095,1.9,6,7,29373,6435,1530,5104,26464
1.5,783,126,96,1232,3,4,9,39066,7936,1706,6262,31671
1.75,942,162,93,1522,2.1,3,12,40895,10518,2405,6860,38971
0.75,405,88,32,574,2.2,3,5,17376,3777,836,3108,18322
0.75,398,91,52,664,1.5,5,5,22228,3914,1022,2902,17369
1.25,582,103,60,1056,2.9,5,9,31096,6856,1532,4936,26597
1.25,636,130,78,990,3.3,6,7,30445,6390,1513,5436,27073
2,929,233,132,1637,5.2,5,12,44042,12112,2574,8409,39972
1.75,838,226,123,1464,2.9,6,11,50458,12197,1953,6848,41969
0.5,269,42,21,432,0.9,4,3,13440,3048,742,2211,10430
0.75,380,85,50,616,2.2,4,4,18628,3780,1117,3209,16534
3,1585,326,167,2347,6.9,4,18,84858,16040,4252,13117,68926
1.5,695,141,74,1239,2.4,5,8,37876,7777,1717,6168,34690
3,1397,315,161,2360,6.3,6,16,81109,20897,3506,13254,72359
0.75,371,67,48,655,1.2,3,4,17029,3906,1076,2991,16016
2,939,189,130,1775,3.2,5,14,46576,10378,2694,8384,41596
1.25,574,113,58,954,3.2,5,8,30457,8036,1487,4920,23965
2,1063,177,100,1637,3,2,13,55297,13360,2999,7912,42632
2.5,1205,314,103,2030,2.8,4,15,66272,13940,3189,11198,60586
1,458,124,69,768,2.5,2,6,27264,5521,1160,4347,20458
1.75,842,148,98,1328,3.4,6,9,45571,9765,2366,7342,36823
1,492,105,58,834,2.7,6,6,27340,5766,1353,4421,20969
2,1032,186,101,1681,5.3,4,11,59899,11438,2930,8136,41858
0.75,342,76,28,618,0.9,5,5,17904,5043,1002,2896,15046
2.5,1211,308,179,2095,3.2,2,16,64495,13332,3126,9610,50927
2.5,1152,215,120,1973,2.5,5,14,62292,15826,3288,9996,49800
1,499,129,73,844,1.6,6,5,28872,6766,1499,4197,24389
1,517,95,59,872,2.7,2,5,26542,5276,1191,4197,23104
0.75,368,73,53,596,1.1,4,4,19684,4700,870,2967,14592
1,462,112,52,889,2.7,5,7,28149,5549,1366,4294,20392
3,1479,338,203,2396,6.8,6,16,86304,16831,3604,13190,69963
1.75,861,195,90,1440,4.8,4,11,47662,9098,2530,6822,39667
0.5,263,50,30,423,1.1,4,3,14099,3493,698,2037,11565
1.25,605,150,57,979,1.4,5,8,35853,7421,1845,5160,29606
2.5,1155,271,93,2207,5.9,5,14,68371,15798,3503,10976,52571
0.5,230,59,23,438,1.2,2,3,14412,3148,715,2133,10522
2.5,1160,275,152,2169,6,5,16,72358,16238,3489,10794,55372
0.75,398,65,54,675,2.2,5,4,16676,5197,849,3337,17015
1.75,883,205,98,1458,5.2,5,10,51496,11999,2406,6938,37490
1.5,788,139,84,1199,2.4,6,10,33476,8906,1813,6465,30454
3,1488,390,177,2473,8.2,4,17,89501,17604,3820,12855,59930
0.5,264,41,37,429,1.5,3,3,14492,2794,579,2170,11251
1.25,612,143,68,1066,2.1,6,9,33769,7526,1783,5511,30751
0.75,409,76,57,652,1.1,5,5,16533,4627,1033,3357,17217
1,459,99,47,873,1.8,3,6,22734,5351,1211,3814,19098
2,1031,242,148,1672,4.5,6,11,57746,13468,2658,7913,42112
1.25,566,155,64,1065,2.8,5,9,34632,6725,1416,5141,29742
2,994,245,133,1716,5.3,3,11,58949,12518,2812,8330,47564
3,1445,330,216,2446,5.2,3,16,89383,20651,3339,11838,69482
0.5,268,55,27,403,1.2,3,3,13847,3282,734,2112,11307
0.5,253,48,29,430,1.1,6,3,11777,2721,685,2028,12211
3,1452,246,181,2586,5.1,2,20,78112,15977,3308,12685,74463
0.5,247,64,22,447,0.7,2,3,13485,2801,718,2000,10377
1.5,684,167,90,1280,2.1,6,9,42241,8662,1914,5840,33819
2.5,1218,313,112,2083,3.1,6,16,74587,16653,3359,10799,61628
0.75,412,71,51,608,1.4,3,5,17869,5084,861,3055,17087
0.5,247,45,22,381,1.1,3,3,14353,3429,675,2011,10851
2.5,1286,320,106,2145,7.2,4,14,60315,15423,3726,9881,60192
2,965,230,130,1650,3.4,4,10,52613,11882,2948,8776,49015
2,930,165,102,1591,3.8,6,11,57695,10790,2343,8628,43436
1.25,575,108,78,1085,2.3,4,8,29606,6937,1582,5598,25938
1.75,889,208,78,1331,2.9,4,9,47696,10385,2158,7141,42242
3,1436,359,180,2397,5,3,18,86962,19210,3756,12047,67816
0.5,238,57,36,393,1.4,3,3,11613,2541,554,2085,11828
1,531,110,73,804,2.1,5,7,28247,5450,1189,4181,24356
0.5,270,59,18,430,0.9,6,3,12111,2589,571,1929,11533
2,971,194,103,1736,2.7,6,13,48392,10861,2478,8062,43149
0.5,231,49,22,392,1.3,2,3,11665,3227,589,2226,10322
1.5,688,184,95,1322,3,3,10,43679,10052,1820,6335,34099
0.5,264,51,19,378,1.3,4,3,11134,2746,726,1928,11665
2.5,1337,258,104,1993,6,6,15,63493,17363,3314,10954,59449
1.25,574,138,49,1115,3.6,2,8,31842,7928,1694,5101,27745
0.5,268,55,25,401,0.8,5,3,14390,2690,724,2176,11755
2.5,1231,253,150,2170,5.9,2,14,62912,17368,3497,10428,62221
1.5,738,152,76,1168,2.5,6,9,34044,8577,1896,5830,35260
3,1407,346,123,2385,5.6,6,19,67771,18715,4406,13173,63465
0.5,245,61,33,390,1,2,3,12107,3338,641,1974,10244
0.5,246,54,18,392,0.6,3,3,11901,3278,610,2200,9922
1,534,130,60,893,1.1,3,6,27033,6880,1151,4151,21253
1.5,684,124,87,1131,3.1,2,10,39855,9396,2203,6695,34711
3,1379,292,208,2601,8.1,5,18,79092,20105,4087,13444,65955
2,983,236,79,1630,3.2,4,11,53509,13718,2549,8749,41887
2,903,204,125,1584,2.2,5,12,51091,12092,2297,8137,46088
0.5,247,62,23,407,0.9,3,3,13958,3061,689,2234,11489
2.5,1159,246,119,2002,5.8,2,15,56328,15748,2961,10854,59594
3,1403,312,197,2360,5.2,6,16,87271,16039,3802,11453,58577
0.5,271,49,27,381,1.3,4,3,11047,3084,644,1998,11617
2,967,253,100,1593,2.6,5,14,44026,13695,2813,8230,46069
1,504,82,57,848,1.2,5,6,29520,6286,1299,4434,21944
2,1000,241,104,1639,5.9,2,12,55848,10445,2865,8522,46590
2.5,1139,315,141,1981,4.5,6,17,72723,15292,3736,11102,53038
1.25,611,127,56,1001,3.5,6,8,31742,7593,1422,4926,24507
1.5,744,128,84,1198,1.7,2,9,44909,8702,1800,6615,31461
0.5,229,46,31,415,1.4,2,3,14989,2786,665,2164,11448
1,503,120,67,872,2.3,3,6,22994,6365,1442,4147,21685
1.5,781,146,56,1259,1.8,3,8,36401,9301,2246,6112,29714
2,936,252,115,1572,5.6,3,12,44082,10252,2665,8660,49464
1.75,905,163,89,1513,4.5,4,11,40765,8765,2022,6905,36985
2.5,1241,285,128,1952,3.6,2,13,67569,14240,2891,9979,59628
0.75,373,72,29,652,2.2,3,5,17386,4101,938,3119,15827
2,1064,197,105,1696,2.8,6,11,51926,12450,2445,7601,39184
1.5,733,167,105,1219,3.1,5,10,35913,9136,1973,6142,28912
0.5,275,52,22,418,1.2,2,3,13776,2628,665,1933,11530
1.5,820,157,72,1290,4.5,3,10,35721,8577,1996,6658,36121
1.25,585,157,71,958,2.4,5,7,33521,8176,1732,5553,23871
1.75,936,200,118,1568,3.3,5,10,41739,11619,2416,7841,36488
2.5,1321,256,121,1985,5.3,5,16,65210,13780,3042,10233,47995
0.5,249,44,37,429,0.6,4,3,13475,2795,679,2096,11048
2.5,1267,238,172,1998,2.7,5,14,68056,12558,3071,10148,47610
2.5,1331,291,138,2014,7.4,2,13,68703,13134,3214,10722,59085
2.5,1241,274,170,2171,4.6,3,13,68435,12972,3611,10965,57820
0.75,407,96,37,672,0.9,4,5,16962,4814,865,3314,16804
1.75,957,175,63,1449,4.2,3,12,39518,10195,2588,7109,41512
1,492,84,58,834,1.9,3,6,24466,5473,1242,4281,23079
1,476,114,39,771,1.7,3,7,24207,6115,1294,3940,24139
0.75,361,84,34,615,1.9,5,4,19715,4048,833,2920,15022
1.25,662,127,77,1043,2.4,4,7,35328,6813,1532,4770,30285
3,1557,258,228,2251,8.2,4,19,73654,18806,4383,12761,59091
1.75,847,226,101,1550,3.8,5,10,41766,9661,1992,7683,34189
2,933,250,100,1548,3.3,3,11,49540,10843,2511,7988,49808
1.5,776,175,91,1242,3.1,5,9,41028,7813,1815,5812,31574
0.75,355,92,47,614,2,4,5,17321,4465,834,2961,16928
1.75,849,213,131,1546,4,3,10,42938,10851,2191,7132,40640
3,1605,337,144,2686,8.8,4,17,80589,16218,3742,12580,61844
3,1457,311,218,2642,6.2,5,16,81960,19482,4347,12462,72328
2,1062,238,149,1546,4.7,5,11,44464,10113,2295,7938,41662
1.25,661,145,91,1114,2.3,2,7,27764,7393,1633,5106,25650
1.75,875,154,126,1446,5,5,9,49510,11337,2511,6768,43177
1,531,122,51,898,1.7,2,6,26317,5207,1242,4432,22621
0.5,228,41,36,412,1,3,3,14376,3304,708,2053,11321
0.75,339,87,54,586,1,5,5,16831,4568,1059,3150,18576
0.75,388,94,28,597,1.2,5,4,21697,4714,1065,2979,15059
0.75,339,81,53,639,1.9,6,4,18667,4165,995,2943,14810
1.5,760,134,111,1272,4.2,5,9,35214,7662,1942,6314,37271
0.75,375,79,37,674,1.3,5,4,18953,4477,866,3216,15621
1.5,760,186,78,1180,4.4,5,8,42329,7577,2021,6171,36185
1.5,802,140,66,1345,2.6,2,9,33806,9868,1871,6538,32764
1,456,90,43,777,2.1,2,6,23547,6369,1163,4123,23488
0.75,388,93,49,590,1.7,4,5,21555,3881,1089,3164,16882
2.5,1164,243,150,2038,3.9,2,13,69224,15352,2772,9730,48812
3,1546,276,220,2380,6.4,6,19,88182,16172,4300,12246,57337
1.75,842,156,105,1512,2.9,3,10,50317,8793,2396,7812,41707
2.5,1335,282,110,2029,4.7,6,13,73280,17388,3114,10885,53282
1.25,598,153,70,943,3.6,2,7,36524,7258,1414,5552,25490
2.5,1260,316,158,2105,3.4,4,16,55222,15041,2827,11074,47519
2,1045,196,127,1556,2.8,5,10,45316,11663,2436,8098,45407
2.5,1235,257,132,1965,2.8,4,17,70651,13374,2752,10199,59960
1,527,129,69,755,1.7,4,7,27830,5013,1134,3880,22306
1,526,103,46,856,1.2,2,5,22020,5249,1122,4073,20231
0.5,260,46,23,393,0.8,6,3,13158,2528,640,2091,10449
1.5,741,140,93,1224,4.1,5,8,34182,9121,1751,6597,36084
1.75,795,177,74,1360,3.5,3,9,39420,10850,2465,7755,41523
1.25,586,123,92,969,2.8,4,7,30709,8198,1684,4838,26501
1.5,747,190,104,1337,2,3,10,40363,10064,1816,5866,29076
1.25,603,134,81,1075,2.2,3,7,29717,7064,1670,5366,29931
0.75,358,91,34,601,1.5,4,4,19021,4074,921,3322,17829
2.5,1247,259,152,2114,6.9,5,16,71380,16278,3269,10166,51245
1.25,651,134,54,1093,1.4,4,8,30860,7419,1574,4917,27890
1.5,677,129,71,1154,2.5,6,8,41526,9633,2054,5873,28621
1.75,858,182,102,1340,3.7,4,10,46425,11636,2602,7851,36797
0.5,273,48,35,415,1.3,2,3,12744,2607,587,1991,10049
3,1604,339,135,2526,8,4,21,88714,20909,3370,12497,65635
2.5,1307,243,165,1950,5.6,5,13,63624,12541,2878,9883,48080
1.75,796,146,86,1461,2.1,6,11,47179,11149,2186,7043,37887
3,1598,313,188,2395,8.6,2,19,71917,20326,3984,12491,60136
2.5,1339,316,99,2126,7.4,4,13,71836,17270,3473,9877,51942
1.75,848,222,63,1345,2.5,6,11,47990,10341,2304,6656,41813
1.5,751,131,109,1324,2.5,3,9,42528,7996,1811,6509,28727
0.75,352,75,46,610,0.8,4,5,21032,4988,948,2905,18381
1,528,89,73,774,2.3,3,5,22462,5895,1121,3977,22032
2,930,168,98,1692,2.1,3,14,57470,11019,2510,7615,49195
1.25,670,113,51,1081,3.1,2,7,36088,6872,1599,4798,30756
1.25,593,160,92,1004,3.3,5,9,27910,6655,1515,5397,25244
0.5,233,59,21,440,1.2,3,3,13992,3434,739,1991,11793
2.5,1248,225,122,1961,3.2,5,16,64778,16844,3546,10714,52928
3,1572,267,175,2404,8.5,4,18,84945,16912,3888,12404,62916
1.75,890,219,75,1393,5.1,4,11,51094,10759,2074,6800,43382
1.75,831,176,67,1563,4.8,6,10,38674,12125,2158,7587,38063
0.75,340,90,29,618,1.1,4,5,16995,4514,1032,3186,18630
3,1578,317,127,2267,5.9,4,16,83641,16576,3823,12429,57716
2.5,1256,275,167,2016,3.1,3,17,68923,12708,3308,10506,55299
1.75,953,217,86,1490,4.2,4,12,40543,11828,2616,7511,36055
0.75,404,80,49,637,1.5,4,4,17156,4438,927,2971,16119
2,1030,179,140,1796,5,2,12,45303,10054,2264,8600,39584
1.5,818,150,107,1285,2.5,4,10,33294,9390,2160,5767,29035
1.75,854,224,129,1476,5.1,5,10,44820,11085,2456,7654,38919
2,943,227,101,1573,3.6,3,13,59582,13765,2740,8426,45198
1.25,648,104,70,1039,2.5,5,7,35812,7446,1811,4968,30051
3,1506,282,173,2374,6.5,2,17,84198,19835,4218,11958,70132
1,536,87,71,764,2.4,4,6,25209,6791,1201,4300,23292
