Cultivated area (hec),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Seed(Kg),Irrigation frequency,Insecticide (lit),Yield (kg),Water (m3),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
2.5,729,439,181,2141,873,7,0.7,10572,16450,166,4532,12010
1.25,359,219,115,1087,403,11,0.5,5239,7666,77,2359,6221
1.25,416,264,97,1030,424,8,0.3,5110,8070,81,2080,6032
1,282,226,79,866,331,10,0.5,4631,6788,70,1735,4931
2,589,444,158,1819,672,7,0.7,9134,13254,128,3746,9712
0.5,135,87,36,418,134,8,0.1,2060,3204,29,943,2369
2.5,742,593,226,2203,824,7,1.4,11121,17079,170,4661,11957
0.75,251,141,56,612,219,10,0.3,3425,5104,49,1355,3749
1.5,489,269,125,1218,515,11,0.4,7407,9351,106,2801,7507
2.5,808,513,233,2099,804,7,1.9,11223,17671,167,4662,10908
0.5,168,110,33,421,148,8,0.1,2403,3344,36,932,2167
1,342,184,75,904,315,7,0.4,4919,6156,67,1880,5045
0.75,216,135,68,666,242,7,0.3,3572,5241,50,1358,3711
2,596,392,138,1637,654,10,1.2,9611,13418,146,3605,9597
2,652,350,185,1675,621,11,1.4,8299,13483,120,3773,9243
3,1046,625,285,2665,804,10,0.8,13876,20930,204,5549,14934
0.5,135,104,46,419,145,8,0.2,2052,3196,31,875,2193
2.5,691,445,181,2108,775,8,0.5,10980,15608,142,4251,12403
3,989,683,271,2537,945,8,1,14706,21083,171,5086,12958
1,336,195,87,899,342,8,0.3,4741,6357,61,1846,4741
1,279,239,85,854,282,7,0.3,4804,6348,57,1828,4685
1,343,207,86,890,340,7,0.7,4708,6711,72,1801,4971
1.5,467,277,98,1225,467,11,0.7,7165,9257,91,2788,7404
3,835,526,254,2539,849,7,1.3,12870,20564,200,5593,14882
1.75,479,321,117,1474,610,7,1.2,7975,11406,110,3146,8559
0.5,161,111,38,441,136,7,0.1,2005,3107,31,940,2543
1.75,605,366,131,1530,602,10,0.8,7652,11117,114,3186,8483
0.5,166,107,33,443,155,7,0.1,2180,3379,34,941,2147
0.5,159,96,38,418,132,10,0.4,2394,3447,35,903,2281
1.75,478,350,155,1556,505,11,1,7888,11361,113,2895,8086
1.75,531,341,132,1439,516,8,0.4,8227,11544,118,3301,8630
1.75,604,318,148,1467,537,7,0.9,7171,11233,120,3083,8389
1.75,572,351,138,1455,497,8,1.4,7380,10850,102,3182,8910
2.5,813,444,230,2094,798,7,1.9,10557,15342,150,4377,10781
1.25,414,213,94,1065,365,8,0.9,5276,8453,84,2295,5703
3,946,554,244,2575,786,7,1.1,13456,19910,199,5465,14071
1.75,591,369,166,1428,495,11,0.5,8314,11363,103,3149,7764
3,911,542,197,2640,854,7,1.5,14684,20733,182,5607,14112
1.5,507,354,117,1216,426,8,0.8,6972,9311,105,2699,6830
1.25,400,292,108,1056,385,10,0.5,6167,7717,75,2238,5932
1.25,421,254,104,1115,334,7,0.4,5860,8441,83,2360,5191
3,850,537,237,2702,1040,10,0.9,12258,20217,174,5090,13792
1.25,375,264,84,1105,342,10,0.4,5068,7884,75,2236,5318
1.5,408,308,100,1290,395,11,0.6,6919,9508,92,2746,7057
1.25,342,296,104,1041,429,11,0.8,6114,8142,86,2074,6062
0.75,258,172,55,638,213,8,0.3,3491,5169,53,1417,3780
1,272,207,92,826,295,7,0.7,4057,6379,67,1820,4829
0.5,145,90,41,439,133,11,0.3,2052,3180,31,832,2168
2,587,476,156,1699,632,7,0.5,8249,14137,143,3779,9541
3,930,549,209,2532,906,10,1.4,14818,20471,200,5197,14270
1.5,439,358,117,1319,494,10,0.5,7345,9458,104,2694,6932
1,330,171,94,833,327,11,0.4,4581,6704,70,1651,4158
1.75,609,398,117,1513,524,8,0.9,7629,12041,127,2905,7523
1.25,429,284,112,1099,423,10,0.6,5028,7823,82,2204,5349
3,954,544,237,2605,823,8,1.6,14257,19967,180,5250,14565
1.75,527,361,161,1544,535,7,0.7,7103,11472,121,3090,8879
3,988,581,209,2730,940,11,2.3,12096,20334,177,5434,13674
1.25,436,239,118,1081,390,7,0.7,5939,8057,77,2187,6326
2,644,362,148,1633,538,10,1.5,8745,13609,133,3733,9871
0.75,255,152,53,617,231,8,0.5,3025,4814,49,1406,3557
1.5,519,288,128,1321,404,7,0.8,6173,9940,90,2787,7387
1.25,357,250,102,1093,385,7,0.6,6087,8251,79,2313,5914
0.5,172,90,35,448,166,11,0.2,2321,3378,35,871,2236
0.5,136,101,37,453,156,8,0.3,2036,3064,29,846,2105
1,346,220,82,827,273,10,0.4,4694,6545,58,1857,4233
0.75,206,177,62,625,198,10,0.5,3196,5160,42,1357,3714
1,290,239,74,833,271,7,0.5,4349,6846,73,1675,4645
1.25,431,277,88,1022,339,10,0.3,5702,8447,79,2357,5397
1.25,383,250,90,1055,357,10,0.8,6116,8817,82,2125,5231
1.75,541,364,145,1585,604,11,1,8566,11694,119,3279,8571
3,983,698,256,2473,950,11,1.1,12318,21179,169,4961,14000
1,274,221,71,904,350,10,0.3,4543,6123,57,1794,4909
1,293,207,85,811,327,8,0.6,4787,6819,69,1797,4970
2,582,385,175,1813,569,8,1.2,8778,12319,134,3775,10034
2.5,781,470,228,2026,804,8,1.6,10070,15517,155,4637,11363
1,318,187,72,842,331,8,0.3,4347,6467,72,1790,5043
0.5,138,119,41,444,132,7,0.4,2451,3247,30,867,2269
1.75,593,393,142,1581,556,10,0.5,7839,11829,121,3157,8914
0.75,222,143,58,636,242,8,0.2,3554,4815,46,1403,3513
3,928,615,212,2558,1045,11,1.4,13858,19982,213,5097,14657
1,321,194,70,830,292,7,0.3,4830,6524,68,1698,4222
0.5,169,100,46,445,160,10,0.3,2490,3157,28,891,2156
0.5,172,94,40,442,136,10,0.2,2445,3415,35,935,2227
1.25,392,220,101,1109,326,10,0.6,5703,7818,73,2081,5261
1.25,369,289,87,1133,419,10,0.9,5323,8408,72,2204,5927
0.5,169,107,47,429,169,7,0.3,2031,3456,33,834,2471
0.75,259,159,55,608,218,8,0.3,3566,4847,50,1377,3289
2.5,849,462,215,2043,828,10,1.1,10424,16819,177,4382,10897
0.5,168,117,46,426,170,11,0.3,2254,3503,30,942,2182
2,648,440,152,1653,655,10,0.8,9383,13472,127,3308,9626
1.5,458,353,104,1251,484,8,0.7,6604,9416,108,2691,7499
1.5,471,263,110,1235,508,11,0.7,6391,9160,94,2761,7144
1.5,440,312,140,1282,423,10,1.1,6341,10143,110,2593,6902
1.5,498,258,133,1359,494,11,1,6586,10413,85,2619,6472
0.75,239,139,56,647,200,8,0.3,3359,4623,43,1305,3204
3,833,615,272,2726,1004,8,1.7,12421,19705,170,5430,14734
1,276,185,87,898,348,10,0.7,4416,6295,57,1865,4986
1.75,557,310,163,1440,541,10,0.9,8140,10991,118,2912,8470
0.5,145,116,35,421,134,8,0.2,2111,3380,32,851,2402
1.5,455,297,140,1240,399,10,0.7,6976,10601,97,2691,6339
0.75,213,154,60,621,251,8,0.2,3276,5204,55,1364,3396
3,928,661,262,2672,787,7,1.5,13516,20302,203,5152,14644
2.5,862,434,209,2096,788,8,0.8,11962,15454,168,4673,10771
1,342,178,68,904,295,11,0.2,4351,6229,58,1767,4473
2.5,786,527,230,2147,744,11,1.8,11473,17160,146,4710,11104
1.25,407,252,117,1061,329,10,0.7,5054,8184,82,2130,5477
1.25,415,298,90,1096,396,10,1,5999,8681,77,2280,5991
0.5,135,94,37,434,147,8,0.3,2009,3100,33,849,2189
1.25,397,270,105,1074,376,7,0.4,5399,8395,84,2351,6133
0.5,148,103,39,413,170,7,0.2,2258,3225,37,917,2515
1,287,227,77,886,284,10,0.5,4242,6773,74,1675,4177
1.75,608,396,157,1448,532,7,0.7,7703,10823,117,3187,8860
0.5,172,115,46,432,170,7,0.3,2146,3080,34,935,2263
3,842,523,257,2726,787,7,2.3,12138,18803,171,5308,13948
1.25,410,219,90,1070,335,7,0.3,5664,7854,87,2170,5748
0.75,224,180,66,619,196,11,0.5,3128,4785,46,1284,3374
1.75,543,418,166,1560,487,10,0.5,7028,10988,104,2976,8318
3,813,588,236,2548,1039,8,1.4,13631,19432,182,5357,13833
0.5,147,99,46,429,136,7,0.4,2329,3302,36,917,2242
2,699,470,181,1702,536,7,1.6,8426,13844,113,3472,10034
3,918,712,282,2642,808,7,0.9,14951,18909,183,5504,13564
1,327,199,71,874,345,10,0.4,4615,6482,61,1833,4497
2,628,342,186,1648,551,11,0.6,9180,13236,141,3419,8996
1.5,421,255,106,1306,440,8,0.9,6780,9243,107,2552,6859
1.75,576,340,142,1590,463,10,0.4,8396,10736,113,3149,7832
1.75,598,352,158,1461,601,7,1.1,8552,11877,121,3096,8588
0.5,138,118,47,426,166,7,0.4,2389,3438,33,875,2449
1.25,430,269,109,1131,361,7,0.4,5965,8148,84,2153,6281
3,979,516,264,2474,1047,7,0.8,14163,19429,216,5372,14033
0.75,211,158,68,630,213,11,0.4,3258,4673,54,1350,3729
0.5,144,111,38,407,164,8,0.4,2126,3211,30,842,2275
2.5,721,479,171,2178,687,8,1.8,11184,15867,151,4683,10512
0.75,254,138,57,625,225,8,0.5,3729,5081,48,1380,3503
3,848,629,268,2457,931,8,2.2,13226,18737,218,5555,12886
0.75,236,144,65,609,226,11,0.5,3739,4861,42,1331,3270
2.5,814,428,178,2200,728,7,1.7,10293,16994,154,4704,12263
1.25,401,266,95,1115,415,7,0.6,6049,8085,78,2113,6323
2.5,723,552,175,2118,860,11,0.8,11367,15531,164,4355,12555
0.75,219,157,66,664,197,11,0.3,3454,4825,43,1302,3395
1.5,476,301,100,1253,468,10,1,6012,9374,108,2699,6711
0.75,255,145,61,680,229,11,0.5,3244,4797,52,1239,3601
0.75,228,129,57,673,247,7,0.2,3432,4611,50,1363,3142
2,607,418,186,1744,543,8,0.9,9176,14003,123,3441,9783
3,875,575,219,2549,823,10,0.9,14599,19533,218,5499,13498
1.25,340,262,99,1052,387,10,0.7,5500,8804,86,2279,5223
1.5,406,260,125,1294,478,10,1.1,6364,10415,105,2633,7318
1.5,420,327,131,1232,440,10,0.8,7332,10176,87,2695,7387
3,1009,576,220,2430,877,11,0.6,13132,19874,181,5545,14838
1.75,596,367,146,1447,477,8,1.2,8640,11446,128,3206,8443
2,657,409,148,1768,626,8,0.8,9731,12225,120,3326,10009
2,613,342,146,1706,527,8,0.6,9817,13678,129,3308,10140
3,1023,564,249,2575,937,10,1.7,14543,19375,187,5487,14853
0.5,145,89,43,411,161,10,0.2,2299,3098,29,864,2153
3,903,654,258,2474,984,7,2,12506,18699,217,5273,15296
2,568,475,144,1655,568,11,0.5,9210,12994,139,3533,8363
1.75,506,344,161,1460,456,8,0.8,7015,10983,128,2905,8068
1,287,236,71,829,308,8,0.3,4211,6991,67,1859,4259
1,288,172,94,907,333,11,0.5,4328,6903,64,1787,4607
0.5,143,87,38,412,165,11,0.4,2392,3142,35,867,2429
1.75,479,323,116,1584,567,7,1.2,7947,11437,123,3272,8569
2.5,798,434,179,2272,779,11,1.7,10413,15614,180,4522,11067
0.75,258,174,68,659,209,11,0.6,3308,5210,43,1390,3135
0.5,146,105,42,437,147,10,0.1,2079,3103,35,840,2434
0.5,173,90,43,423,150,7,0.1,2456,3334,33,903,2200
1.25,348,275,99,1034,391,8,0.6,6159,7720,79,2331,6318
1.75,518,350,130,1573,505,11,0.9,7625,10734,116,2920,8672
1,299,179,87,812,323,7,0.2,4716,7000,59,1725,4661
1,299,214,68,890,282,11,0.5,4627,6977,58,1863,4994
1,276,194,87,879,296,10,0.4,4361,6274,62,1781,4564
1,348,180,71,905,297,8,0.3,4918,6106,69,1699,4753
2,635,365,164,1806,555,7,0.9,8038,12712,147,3492,9272
1.75,576,344,135,1512,539,11,0.6,8526,12237,101,3220,8896
1,325,228,87,859,302,7,0.4,4319,7085,73,1823,4484
1.75,595,334,137,1555,586,10,0.4,7615,12157,110,3126,7833
1.75,609,329,165,1585,579,11,1,7817,11578,122,2924,7496
1.5,433,313,141,1216,414,7,0.7,7085,9451,106,2746,7004
1.75,580,388,122,1433,457,11,1,7903,12300,102,2893,8304
2.5,828,460,169,2192,773,7,0.5,11495,15469,163,4293,12569
3,971,632,231,2478,814,11,2.1,12086,18301,200,5219,13070
2,653,414,150,1780,628,10,0.7,8091,13573,124,3306,9465
0.5,168,94,41,453,140,7,0.3,2031,3116,33,849,2386
2,566,382,174,1770,667,11,1.1,8749,13539,137,3434,8535
1,312,235,94,814,274,7,0.3,4269,6346,69,1855,4543
2.5,699,559,196,2085,665,11,1.8,11227,16665,182,4261,11245
0.75,227,153,69,626,233,11,0.2,3009,5008,54,1377,3277
1.25,382,243,88,1080,395,8,0.8,5118,8650,75,2091,5331
1,341,225,70,819,340,7,0.6,4636,6785,63,1656,4735
1.75,581,342,122,1563,544,8,0.9,7620,11854,116,3195,8716
0.75,246,129,69,668,234,8,0.4,3520,4617,49,1332,3152
0.5,167,92,40,408,131,7,0.3,2104,3458,29,911,2152
2.5,759,494,187,2173,781,11,1.1,10745,17592,166,4306,11429
2,576,460,161,1750,608,10,1.1,9837,12583,148,3605,10052
1,305,184,69,841,270,10,0.4,4530,6506,60,1695,4980
3,988,550,221,2506,840,10,1.9,13883,21039,193,5399,15003
1.5,503,304,108,1309,459,8,1.1,7008,9150,91,2546,7320
3,873,634,213,2531,979,11,2.2,14587,20362,174,5309,15227
1,326,196,67,847,348,8,0.6,4125,6216,61,1818,4882
3,1039,658,274,2617,959,8,2,14727,19871,212,5387,15214
1,311,184,81,828,292,11,0.8,4197,6199,64,1732,4549
1.75,569,328,131,1490,611,7,0.8,7751,10866,112,3059,7858
3,1006,635,211,2541,997,10,1.7,14280,20655,170,5344,14901
3,887,537,197,2680,1049,10,1.8,14528,19378,203,5309,13709
1.5,435,320,120,1278,495,10,1.1,6441,9646,93,2817,7317
3,1034,620,275,2473,868,7,1.2,13982,20523,181,5582,13978
1,313,235,90,876,274,7,0.4,4187,6490,68,1727,4881
1.5,492,359,120,1295,479,7,0.4,7071,9472,101,2579,6825
1.75,498,376,159,1518,474,10,0.9,7967,10969,116,3152,8333
1.25,354,256,82,1100,424,8,1,5462,8407,75,2200,6284
2.5,733,511,166,2118,658,8,1,12224,16990,175,4620,12148
3,920,661,269,2479,1040,10,0.7,14303,21057,191,5023,12830
0.75,255,177,51,649,235,8,0.2,3056,5180,45,1331,3342
0.5,147,95,40,454,134,11,0.2,2012,3495,33,873,2493
0.5,140,101,41,419,152,8,0.2,2260,3500,29,920,2207
0.5,148,116,35,424,155,7,0.4,2176,3533,30,921,2467
1,345,214,79,864,278,11,0.6,4771,6645,58,1879,4427
0.75,232,133,69,652,235,7,0.5,3388,5081,53,1324,3359
0.5,169,115,36,453,132,11,0.3,2264,3417,31,930,2161
1,287,239,65,895,332,8,0.3,4122,6909,62,1862,4976
3,972,696,220,2461,826,7,0.8,12210,21144,176,5323,13804
3,1017,513,241,2467,912,10,2,13784,19138,220,5057,12498
2,616,389,132,1764,676,8,0.9,9319,12931,130,3703,9189
2.5,696,483,226,2073,838,8,0.6,10878,17374,173,4324,12079
2.5,742,472,177,2034,812,7,0.7,10942,15635,180,4159,12061
2,693,477,179,1740,545,8,0.6,8647,12404,135,3601,9465
1,281,186,76,876,285,11,0.6,4300,6247,63,1879,4889
0.5,148,86,36,454,149,8,0.3,2337,3107,34,914,2543
0.75,233,172,57,649,244,8,0.2,3536,4837,44,1297,3468
3,965,514,207,2474,864,7,2,13072,19208,221,5457,12885
1,283,221,93,894,338,8,0.6,4696,6993,62,1694,4726
1,295,170,66,839,298,8,0.8,4669,6123,72,1779,4276
2.5,791,467,191,2082,828,10,1.9,10726,17007,162,4612,12553
2.5,850,437,198,2141,718,8,0.6,12275,17183,160,4323,11362
1.5,410,312,125,1268,520,11,0.8,6302,10385,89,2496,7468
3,822,656,263,2453,1002,7,1.9,13065,19062,212,5653,13818
1.5,478,262,106,1267,430,8,0.9,6767,9682,98,2808,6294
2,553,454,172,1806,620,10,0.7,9526,13229,133,3597,9547
1.75,475,417,142,1441,606,10,0.7,7718,11346,115,3108,8519
1,338,227,67,884,261,8,0.6,4861,6770,59,1721,4859
2.5,848,571,172,2137,790,11,0.8,11143,16091,144,4136,10597
1,297,201,82,891,339,10,0.5,4330,7091,57,1661,4512
2,644,362,137,1693,623,7,0.5,9432,14109,114,3738,9404
3,968,680,284,2674,828,8,1.9,14167,20787,189,5667,13135
3,866,693,227,2541,796,11,1.6,13296,20084,201,5384,13625
2,680,478,182,1755,672,11,0.8,9788,12786,139,3469,8599
1.5,500,315,136,1348,391,10,1,6557,10294,106,2768,7585
0.75,224,163,58,625,216,11,0.4,3291,4824,45,1345,3611
2.5,773,451,214,2188,651,7,1.9,11197,15606,184,4362,12244
2,598,384,172,1716,636,7,1.6,8850,13778,129,3754,9047
1.5,476,336,126,1328,492,11,0.8,6308,9597,110,2771,6287
2,659,347,168,1644,693,10,1,8323,12931,140,3717,9843
1.25,404,265,114,1022,372,11,0.6,5424,7845,81,2145,5252
0.5,139,88,40,437,151,7,0.2,2315,3282,31,944,2457
2,666,467,151,1729,592,10,1.4,8914,12396,128,3659,9263
1,338,224,76,838,345,7,0.5,4619,6739,66,1826,4262
0.75,226,175,53,618,242,10,0.4,3372,4774,46,1270,3818
1,344,239,90,903,337,7,0.8,4818,6563,71,1685,5025
1.25,348,296,102,1112,338,7,0.3,6227,8509,76,2100,5915
1.5,503,323,104,1362,496,11,0.5,6158,9804,106,2629,7402
1,278,235,71,875,314,8,0.3,4951,6480,68,1765,5042
0.5,140,116,38,440,152,8,0.1,2079,3297,35,912,2175
1.75,605,408,158,1499,506,8,1,8299,11317,120,2973,7832
0.5,170,112,47,421,150,7,0.3,2147,3259,35,884,2322
1.5,458,289,124,1309,457,11,0.7,6495,9202,97,2541,6529
1.25,362,279,86,1049,341,11,0.9,5750,8329,76,2150,5958
1.5,441,274,100,1298,412,7,0.4,6318,10601,84,2600,6858
3,1041,665,265,2461,1031,10,2.3,14825,20356,171,5042,15176
0.75,210,177,63,671,235,11,0.3,3566,4662,50,1416,3271
1.25,433,220,111,1080,395,7,0.4,5676,8244,73,2246,5812
1.5,425,290,100,1258,400,11,0.6,6037,9474,103,2808,7282
1,297,224,80,853,322,8,0.3,4566,6951,66,1775,4838
2,659,340,157,1746,585,10,1.2,9072,13205,132,3573,8968
2.5,758,574,163,2225,803,10,1.3,12424,15970,170,4537,11796
0.5,157,97,34,418,142,10,0.4,2194,3076,36,930,2185
1.5,446,292,138,1328,514,8,1,6029,9751,108,2496,6870
3,835,552,214,2444,855,11,1,13155,18544,206,5457,13036
0.75,203,132,64,609,214,10,0.5,3263,4817,55,1393,3213
1.5,482,331,113,1333,495,7,0.6,6071,10647,103,2813,7113
1,275,221,66,817,330,7,0.6,4931,6110,58,1661,4223
3,1008,580,279,2501,896,10,1.1,13583,20259,209,5195,13935
1.75,582,357,129,1543,461,7,0.7,7281,11684,121,2975,8649
2.5,819,598,202,2133,663,11,1.1,10900,16735,179,4646,11479
1.5,494,316,133,1317,514,11,0.3,6363,9564,103,2579,7588
0.5,143,99,41,432,145,10,0.3,2127,3289,34,938,2392
1,348,196,77,894,349,10,0.5,4699,6426,70,1664,4802
1,304,222,92,864,305,8,0.7,4841,6284,65,1844,5072
3,920,621,202,2550,892,7,1.4,14905,20617,195,5447,12767
2.5,709,546,163,2041,741,7,0.9,11487,17604,144,4156,11548
1.25,391,289,97,1067,392,10,0.5,6189,7942,74,2283,5763
3,1030,584,199,2469,829,7,1.9,14592,19353,222,5181,14834
2.5,859,560,202,2144,759,7,1.6,10982,15970,149,4468,12347
2,557,431,159,1788,650,7,0.9,8582,13650,146,3455,9343
1.5,486,297,131,1222,469,11,1,6891,9679,106,2552,6513
2.5,755,538,181,2268,776,8,1.8,10393,16713,183,4324,10915
1.25,408,270,117,1136,410,11,0.5,6157,8844,79,2359,6369
2.5,771,435,203,2129,825,11,0.8,11496,17532,166,4281,12080
0.5,151,118,43,415,149,7,0.3,2149,3294,33,835,2147
2.5,800,476,212,2237,697,8,0.7,11990,17657,166,4313,11613
2,627,370,131,1629,561,7,0.7,8537,12990,119,3487,9939
3,876,600,240,2695,1030,11,2.1,13463,18856,177,5148,14423
2,610,453,162,1707,664,8,0.6,8733,12358,127,3313,10032
1.25,431,294,112,1022,329,8,0.3,5692,8008,90,2231,5256
0.75,204,166,67,613,247,10,0.6,3681,5286,50,1323,3604
1,319,195,68,900,278,8,0.5,4216,6559,73,1809,4342
1,342,216,93,881,319,7,0.3,4091,6450,68,1875,4768
0.75,230,177,50,611,221,7,0.4,3506,4930,54,1282,3519
0.5,161,109,34,406,135,11,0.2,2004,3119,30,890,2200
0.75,226,132,67,609,249,11,0.5,3377,4585,48,1249,3650
1,278,194,94,898,343,10,0.4,4175,6999,68,1869,4715
1.75,530,409,116,1586,492,8,0.6,7005,10993,125,3099,8473
1.75,474,408,122,1558,456,8,1.1,7200,11451,104,3277,7844
2.5,857,575,232,2084,701,8,1.3,10688,16822,160,4339,11715
2.5,782,492,208,2221,871,8,1.8,12495,15994,170,4176,10891
0.75,254,148,68,637,218,8,0.4,3632,4700,52,1324,3565
1,321,237,76,877,305,11,0.7,4726,6996,62,1723,4488
1.25,365,255,101,1115,429,8,0.3,5988,7942,82,2219,5469
0.5,139,109,44,408,172,7,0.2,2200,3112,36,939,2394
1,297,181,93,837,287,10,0.3,4265,6190,58,1800,4810
0.75,231,172,61,627,251,8,0.6,3426,5306,50,1312,3488
0.75,223,157,64,645,209,7,0.2,3036,5209,50,1261,3217
2.5,741,492,210,2223,705,8,0.6,11134,16371,168,4567,11635
3,998,583,264,2713,940,10,0.6,13248,18463,172,5443,13109
0.5,135,98,37,414,166,10,0.3,2044,3468,34,871,2258
2.5,813,529,186,2039,806,8,1.4,10794,15472,167,4357,11051
1.5,470,290,106,1234,409,7,0.7,6723,9658,97,2583,6948
1.25,367,259,115,1088,432,11,0.4,5778,8276,84,2191,5440
2,580,370,174,1803,655,8,0.7,9529,14002,143,3512,9688
1.5,501,312,129,1285,441,11,0.9,6269,9623,84,2831,6269
0.75,228,173,59,639,219,8,0.6,3368,5300,44,1354,3771
1,340,240,81,883,294,8,0.5,4738,6567,57,1656,4216
1,316,223,83,834,313,8,0.3,4035,7015,74,1826,4218
1,302,225,92,841,283,10,0.8,4594,6988,64,1751,4608
0.75,214,138,68,612,254,8,0.2,3564,5261,45,1354,3709
1,275,223,88,900,298,7,0.7,4019,6982,61,1749,4910
1.5,464,308,139,1227,471,7,0.9,6095,9678,110,2799,7431
1.25,392,257,84,1085,359,8,0.8,5716,7823,77,2074,6006
1.5,429,256,102,1349,489,11,0.4,6317,9652,111,2766,7210
1.25,351,246,104,1068,328,11,0.9,5178,8120,74,2223,5799
3,984,711,279,2660,916,10,2,13539,20357,204,5536,14623
2,589,355,152,1691,688,10,0.8,9798,12703,120,3474,8514
0.75,238,136,71,682,232,7,0.3,3230,4947,48,1303,3789
2,688,442,145,1676,671,10,0.6,9425,12527,132,3582,8689
1.25,364,216,92,1037,349,8,1,5039,7971,71,2258,5761
1.75,528,300,143,1587,493,10,1.1,7431,11457,119,2922,7724
1.25,425,292,98,1122,330,11,0.9,5962,7952,81,2315,5399
1,273,229,95,902,265,11,0.6,4593,6272,63,1875,4439
2,609,430,156,1657,545,11,1.4,9451,13031,139,3467,9113
0.75,234,179,63,638,214,11,0.4,3467,4734,50,1329,3643
0.75,233,151,62,671,202,7,0.5,3329,4990,54,1301,3760
1,288,233,77,837,290,8,0.3,4368,6802,63,1870,4676
1.25,432,285,119,1037,402,8,0.3,5543,8656,82,2159,5197
2,566,437,152,1724,649,10,1.2,8194,13735,147,3332,9111
1.25,423,261,92,1095,382,10,0.7,5370,8740,80,2253,5839
2,676,439,163,1751,552,8,1.5,9546,13668,134,3480,8964
1.25,357,254,86,1065,387,8,0.4,5783,8574,81,2362,5632
2.5,798,485,209,2037,848,11,1.4,11770,16595,160,4692,11995
1.75,537,319,139,1533,456,7,1.4,8481,12362,113,3131,8069
1.5,463,320,122,1308,422,7,0.9,7347,10588,107,2584,6938
1,276,193,83,832,348,11,0.5,4723,6663,73,1789,4181
1.25,427,249,83,1107,407,10,0.7,5504,7922,92,2319,6311
0.5,160,110,33,447,171,11,0.1,2479,3117,30,929,2169
3,925,570,206,2582,796,8,2,14151,20013,190,5407,15196
2,550,401,130,1624,624,7,1.4,8828,13280,136,3524,9199
2.5,722,452,198,2228,688,8,1.1,12279,15798,171,4682,10697
2.5,739,521,193,2041,719,11,0.6,11692,17263,156,4615,10998
2.5,852,456,222,2114,765,8,1.2,10631,16028,155,4299,12306
3,971,548,272,2720,914,11,1,13245,19930,208,5506,15295
1,314,182,79,811,301,10,0.6,4612,6747,65,1729,4765
0.75,259,164,61,624,250,7,0.2,3080,5163,46,1316,3273
